pomiar;3,700000;Uout->No load
-1,393300;0,409567
-1,294500;0,556794
-1,194700;0,705054
-1,095600;0,853626
-0,994900;1,002346
-0,894700;1,152307
-0,794800;1,301205
-0,696700;1,450167
-0,596700;1,599203
-0,496400;1,748285
-0,397200;1,898486
-0,297600;2,047575
-0,198600;2,196617
-0,098900;2,345722
-0,000200;2,495082
0,097400;2,644080
0,198000;2,793210
0,297100;2,942360
0,397400;3,091541
0,497000;3,241826
0,596900;3,391046
0,696300;3,540291
0,796300;3,689452
0,895300;3,838722
0,996000;3,989039
1,094600;4,138284
1,194100;4,287499
1,293800;4,436741
1,393100;4,585952

pomiar;3,700000;Uout->5K
-1,393600;0,413258
-1,293300;0,559161
-1,193500;0,706828
-1,094700;0,854888
-0,995900;1,003400
-0,895900;1,153111
-0,795800;1,301859
-0,696600;1,450733
-0,596600;1,599684
-0,497600;1,748659
-0,397400;1,898770
-0,297600;2,047844
-0,197100;2,196934
-0,097600;2,345978
-0,000800;2,495191
0,098800;2,644059
0,198000;2,793138
0,297700;2,942307
0,397100;3,091504
0,497200;3,241839
0,596900;3,391019
0,696300;3,540078
0,795400;3,689338
0,894800;3,838542
0,995300;3,988837
1,094700;4,138092
1,194200;4,287337
1,293600;4,436541
1,393500;4,585770

pomiar;7,400000;Uout->No load
-1,391600;0,415133
-1,292700;0,560771
-1,192700;0,708239
-1,092700;0,856164
-0,994900;1,004507
-0,894500;1,154033
-0,794200;1,302693
-0,696300;1,451435
-0,595600;1,600187
-0,496700;1,748965
-0,396800;1,898988
-0,296500;2,047855
-0,198400;2,196793
-0,098600;2,345780
-0,000400;2,495146
0,098800;2,644154
0,197700;2,793142
0,297300;2,942164
0,396300;3,091181
0,496700;3,241336
0,596000;3,390372
0,695600;3,539387
0,794700;3,688422
0,894300;3,837502
0,994300;3,987669
1,093800;4,136740
1,193000;4,285928
1,292300;4,434949
1,392200;4,584036

pomiar;7,400000;Uout->5K
-1,392500;0,415091
-1,292700;0,560675
-1,193600;0,708115
-1,093200;0,856159
-0,994900;1,004382
-0,894900;1,154016
-0,794100;1,302620
-0,694800;1,451339
-0,596200;1,600073
-0,497300;1,748919
-0,397200;1,898938
-0,297400;2,047884
-0,197700;2,196757
-0,097800;2,345706
-0,000200;2,495100
0,098800;2,644034
0,198100;2,792989
0,297100;2,942109
0,397400;3,091085
0,496600;3,241256
0,596000;3,390271
0,695800;3,539387
0,795200;3,688462
0,894200;3,837480
0,994500;3,987687
1,093600;4,136807
1,193300;4,285799
1,292900;4,434857
1,391700;4,583975

pomiar;12,000000;Uout->No load
-1,392500;0,414940
-1,293200;0,560596
-1,192600;0,707993
-1,094200;0,855986
-0,994000;1,004271
-0,894400;1,153834
-0,795500;1,302493
-0,695700;1,451172
-0,596300;1,599964
-0,497200;1,748764
-0,396400;1,898740
-0,296500;2,047629
-0,196900;2,196604
-0,097900;2,345464
0,000100;2,495097
0,098300;2,644281
0,198600;2,793205
0,297300;2,942212
0,396800;3,091260
0,496700;3,241380
0,596000;3,390468
0,695200;3,539493
0,794600;3,688563
0,894400;3,837667
0,994400;3,987847
1,093600;4,136996
1,193600;4,286104
1,292400;4,435144
1,392200;4,584198

pomiar;12,000000;Uout->5K
-1,392300;0,414984
-1,292800;0,560577
-1,193900;0,708063
-1,094300;0,855977
-0,995000;1,004283
-0,893500;1,153877
-0,794900;1,302469
-0,696000;1,451206
-0,595400;1,599941
-0,496300;1,748842
-0,397000;1,898820
-0,296500;2,047724
-0,198000;2,196696
-0,098300;2,345584
-0,000200;2,495120
0,098200;2,644233
0,196900;2,793212
0,296900;2,942208
0,396900;3,091299
0,496900;3,241404
0,595900;3,390493
0,695700;3,539510
0,795100;3,688600
0,894000;3,837578
0,994300;3,987778
1,093600;4,136835
1,193600;4,285820
1,292000;4,434919
1,392500;4,584018

pomiar;18,000000;Uout->No load
-1,392100;0,414775
-1,292000;0,560628
-1,193700;0,708105
-1,094000;0,856038
-0,995200;1,004365
-0,893400;1,153933
-0,794700;1,302545
-0,694500;1,451280
-0,596200;1,600043
-0,497200;1,748860
-0,396900;1,898750
-0,298000;2,047728
-0,196900;2,196676
-0,097700;2,345612
-0,000400;2,495199
0,098600;2,644515
0,197700;2,793423
0,297300;2,942520
0,396700;3,091507
0,496500;3,241683
0,595700;3,390721
0,695200;3,539722
0,795000;3,688847
0,894400;3,837923
0,994800;3,988079
1,094100;4,137124
1,193100;4,286208
1,292800;4,435352
1,392100;4,584435

pomiar;18,000000;Uout->5K
-1,392000;0,415148
-1,292800;0,560910
-1,193900;0,708362
-1,092900;0,856345
-0,993600;1,004651
-0,894700;1,154166
-0,795400;1,302812
-0,695900;1,451564
-0,595300;1,600352
-0,495600;1,749175
-0,397100;1,899127
-0,296400;2,047974
-0,197600;2,196866
-0,099000;2,345789
-0,000400;2,495365
0,098400;2,644580
0,198500;2,793540
0,296500;2,942493
0,396400;3,091506
0,496700;3,241600
0,596500;3,390673
0,695300;3,539656
0,794900;3,688735
0,893800;3,837804
0,994400;3,987949
1,093700;4,137028
1,192600;4,286132
1,292600;4,435175
1,391700;4,584270

