pomiar;3,700000;Uout->No load
-1,395500;0,392159
-1,296600;0,540650
-1,196500;0,690228
-1,095600;0,840194
-0,996700;0,990200
-0,896900;1,140562
-0,796300;1,291553
-0,697400;1,442032
-0,598000;1,591685
-0,497800;1,742418
-0,398400;1,894293
-0,299300;2,044599
-0,199900;2,194935
-0,098900;2,345293
-0,000600;2,497494
0,098800;2,649253
0,199500;2,799590
0,299300;2,949984
0,398700;3,100483
0,498600;3,251839
0,598300;3,402225
0,697400;3,552457
0,797500;3,702713
0,895700;3,852986
0,996700;4,004629
1,096100;4,155667
1,195400;4,304988
1,294700;4,455139
1,394700;4,605360

pomiar;3,700000;Uout->5K
-1,395000;0,395325
-1,294600;0,542778
-1,195200;0,691816
-1,096900;0,841251
-0,997300;0,990991
-0,897300;1,141461
-0,797200;1,291501
-0,697400;1,442502
-0,598900;1,592243
-0,498700;1,742994
-0,398600;1,894573
-0,299000;2,044702
-0,198700;2,194430
-0,100000;2,345587
-0,000600;2,497665
0,100100;2,649284
0,199000;2,799855
0,298700;2,949852
0,398500;3,100179
0,498400;3,251834
0,597800;3,401989
0,697800;3,552254
0,796600;3,702556
0,896200;3,852847
0,997300;4,004256
1,096000;4,154516
1,196000;4,304737
1,294900;4,454928
1,394400;4,605293

pomiar;7,400000;Uout->No load
-1,392800;0,396974
-1,295000;0,544553
-1,194900;0,693347
-1,095100;0,842167
-0,995900;0,992195
-0,896300;1,142984
-0,796700;1,292539
-0,697700;1,443099
-0,597900;1,592729
-0,498700;1,743836
-0,398400;1,894713
-0,297700;2,045443
-0,199400;2,195567
-0,099200;2,345239
0,000200;2,497996
0,099900;2,649785
0,198900;2,799906
0,298400;2,950335
0,398100;3,101350
0,498900;3,252660
0,597400;3,402088
0,696900;3,552069
0,796600;3,702157
0,895600;3,852204
0,995800;4,003448
1,095800;4,153491
1,194300;4,303646
1,294400;4,453798
1,393900;4,604694

pomiar;7,400000;Uout->5K
-1,394000;0,397311
-1,295000;0,544750
-1,195600;0,692602
-1,094500;0,842955
-0,995700;0,992641
-0,895200;1,143268
-0,796900;1,293571
-0,697100;1,443640
-0,597200;1,593007
-0,498700;1,743818
-0,398800;1,894150
-0,298900;2,045296
-0,199300;2,195040
-0,100700;2,345633
-0,000300;2,497962
0,100100;2,650322
0,199700;2,799873
0,298300;2,949988
0,397400;3,101105
0,497600;3,251860
0,596700;3,401565
0,697300;3,551798
0,796700;3,702746
0,896300;3,851986
0,996400;4,003285
1,094800;4,153337
1,194900;4,303303
1,294200;4,454015
1,393500;4,603890

pomiar;12,000000;Uout->No load
-1,394000;0,397240
-1,294100;0,544626
-1,194700;0,692617
-1,096100;0,841777
-0,996400;0,991987
-0,895100;1,142449
-0,797000;1,293310
-0,697100;1,443392
-0,597600;1,592831
-0,497600;1,742769
-0,397000;1,894788
-0,298500;2,044683
-0,198300;2,194607
-0,100100;2,345055
-0,000900;2,498060
0,099500;2,650003
0,199500;2,800958
0,298900;2,951452
0,398000;3,101435
0,498100;3,251859
0,597300;3,402020
0,696900;3,552166
0,797000;3,702417
0,894700;3,852934
0,996200;4,003767
1,095100;4,154648
1,195500;4,304757
1,293900;4,454533
1,394300;4,604065

pomiar;12,000000;Uout->5K
-1,393100;0,396561
-1,294900;0,544342
-1,193800;0,693699
-1,096300;0,842546
-0,996500;0,992155
-0,895900;1,143434
-0,795500;1,293494
-0,697300;1,443555
-0,597600;1,593413
-0,498500;1,744003
-0,398100;1,895242
-0,299200;2,044732
-0,199700;2,195601
-0,100100;2,345402
-0,000800;2,498144
0,100100;2,650747
0,198600;2,800584
0,299200;2,950890
0,398400;3,101415
0,498300;3,251864
0,597700;3,402003
0,696000;3,552258
0,796200;3,702776
0,895300;3,853108
0,995700;4,004220
1,095400;4,154497
1,193800;4,304233
1,294400;4,454064
1,393300;4,604184

pomiar;18,000000;Uout->No load
-1,393900;0,396675
-1,294800;0,544490
-1,194100;0,693421
-1,094900;0,842837
-0,995900;0,992504
-0,896200;1,142926
-0,795800;1,292586
-0,697700;1,443465
-0,598100;1,592916
-0,498700;1,742619
-0,397300;1,894313
-0,299200;2,044336
-0,198400;2,194412
-0,100300;2,344605
-0,000100;2,498002
0,099800;2,650614
0,199000;2,800636
0,299200;2,950704
0,398600;3,101469
0,498100;3,252099
0,597500;3,402732
0,697200;3,552746
0,796900;3,702760
0,895900;3,853539
0,995900;4,003894
1,095400;4,154156
1,194800;4,304103
1,294400;4,454880
1,394000;4,604462

pomiar;18,000000;Uout->5K
-1,392900;0,396819
-1,294800;0,543996
-1,194400;0,692868
-1,096100;0,841611
-0,996800;0,991030
-0,895800;1,142332
-0,797200;1,292555
-0,697700;1,442886
-0,597100;1,592852
-0,498800;1,743237
-0,397400;1,894178
-0,298800;2,044760
-0,199300;2,194666
-0,100400;2,345237
-0,000300;2,498112
0,100200;2,650648
0,199000;2,801137
0,298600;2,950778
0,398400;3,101674
0,498700;3,252916
0,598200;3,402555
0,697100;3,553177
0,796100;3,702799
0,896600;3,853236
0,996400;4,004368
1,095100;4,154455
1,195100;4,304831
1,294400;4,455167
1,393500;4,604532

