pomiar;3,700000;Uout->No load
-1,394000;0,408006
-1,296000;0,554039
-1,194100;0,704083
-1,095800;0,853005
-0,997300;1,001222
-0,895800;1,151700
-0,797600;1,301158
-0,696700;1,451815
-0,597700;1,601372
-0,498600;1,749885
-0,397300;1,901759
-0,298500;2,050856
-0,199000;2,200962
-0,098900;2,350568
-0,000200;2,501673
0,099700;2,652229
0,199400;2,801832
0,298500;2,952690
0,399400;3,102061
0,497900;3,252127
0,598500;3,401885
0,697900;3,552627
0,796100;3,701250
0,896000;3,850918
0,996600;4,002593
1,096100;4,151785
1,195600;4,302033
1,295200;4,450974
1,394800;4,601408

pomiar;3,700000;Uout->5K
-1,394700;0,409627
-1,295600;0,557256
-1,195200;0,705417
-1,096600;0,853923
-0,996800;1,002595
-0,896500;1,153022
-0,798000;1,302379
-0,697600;1,451803
-0,597800;1,601023
-0,498500;1,751059
-0,398600;1,900774
-0,299200;2,051244
-0,199900;2,200469
-0,099800;2,350541
-0,000300;2,501842
0,100100;2,653224
0,199500;2,803007
0,299200;2,952578
0,398300;3,101692
0,499000;3,253306
0,598800;3,403010
0,698000;3,552120
0,796500;3,701595
0,896800;3,851825
0,996600;4,002095
1,096300;4,152668
1,195700;4,301508
1,295800;4,451703
1,395100;4,600981

pomiar;7,400000;Uout->No load
-1,394300;0,412078
-1,293700;0,558166
-1,194000;0,706253
-1,096000;0,855119
-0,996300;1,003667
-0,896500;1,153503
-0,796800;1,302879
-0,697200;1,452480
-0,597900;1,602088
-0,498400;1,751625
-0,398200;1,902063
-0,299300;2,050957
-0,199900;2,200350
-0,100300;2,349664
0,000400;2,502312
0,101200;2,654173
0,199700;2,803475
0,298400;2,952875
0,398400;3,102160
0,498100;3,253366
0,597500;3,402781
0,697600;3,552018
0,796800;3,702180
0,895300;3,851858
0,996000;4,001815
1,095300;4,151169
1,194600;4,301222
1,294700;4,450765
1,394000;4,600162

pomiar;7,400000;Uout->5K
-1,392600;0,412151
-1,294900;0,558333
-1,194400;0,705819
-1,096100;0,854446
-0,996200;1,004047
-0,897000;1,153952
-0,797300;1,302641
-0,696900;1,452584
-0,598300;1,601276
-0,499000;1,751184
-0,398700;1,901059
-0,299200;2,051250
-0,199200;2,200258
-0,099800;2,349857
-0,000600;2,502365
0,099800;2,654022
0,200500;2,803827
0,299500;2,953147
0,398400;3,102828
0,498300;3,253038
0,597500;3,402876
0,697200;3,552696
0,796500;3,701588
0,896600;3,851566
0,995800;4,002423
1,095700;4,151925
1,195500;4,301621
1,295400;4,451076
1,393900;4,600458

pomiar;12,000000;Uout->No load
-1,394100;0,412732
-1,295100;0,558402
-1,195500;0,706910
-1,095000;0,855000
-0,995400;1,003514
-0,895400;1,153558
-0,796900;1,303496
-0,696500;1,452712
-0,597000;1,601295
-0,498800;1,750878
-0,398400;1,901124
-0,299200;2,051608
-0,199800;2,200727
-0,100600;2,350422
-0,000300;2,502685
0,100400;2,654454
0,200300;2,803908
0,298800;2,953274
0,398400;3,103159
0,498800;3,253937
0,597900;3,403014
0,697400;3,553106
0,797300;3,702199
0,895500;3,851666
0,995300;4,002563
1,095300;4,152125
1,194800;4,301778
1,294800;4,451351
1,393500;4,601341

pomiar;12,000000;Uout->5K
-1,394700;0,412054
-1,294600;0,558349
-1,195200;0,706623
-1,095300;0,855084
-0,996400;1,004068
-0,895500;1,154141
-0,796300;1,302844
-0,697500;1,452508
-0,598100;1,601215
-0,499200;1,751025
-0,398500;1,901710
-0,298900;2,050523
-0,200700;2,200593
-0,099800;2,350641
0,000300;2,502964
0,100600;2,655019
0,200000;2,804441
0,299100;2,954430
0,397700;3,104126
0,498900;3,254269
0,598400;3,404015
0,697000;3,553818
0,797500;3,703171
0,896300;3,852478
0,995900;4,002519
1,096300;4,152970
1,195000;4,302280
1,295000;4,451234
1,393700;4,601445

pomiar;18,000000;Uout->No load
-1,394300;0,411786
-1,294600;0,558840
-1,195700;0,706565
-1,096200;0,855600
-0,997000;1,003572
-0,895600;1,154313
-0,797400;1,303271
-0,697400;1,452619
-0,597100;1,602476
-0,498900;1,751062
-0,398200;1,902320
-0,299300;2,051295
-0,199800;2,201243
-0,100500;2,349754
-0,000700;2,503310
0,100100;2,655260
0,199900;2,805526
0,299600;2,954931
0,398300;3,103698
0,498600;3,255148
0,598300;3,404149
0,697800;3,553549
0,796600;3,703721
0,896500;3,852587
0,996100;4,003621
1,095900;4,153647
1,195100;4,302387
1,294900;4,452144
1,393900;4,601706

pomiar;18,000000;Uout->5K
-1,394300;0,412051
-1,293400;0,559106
-1,195800;0,706344
-1,095900;0,855546
-0,996800;1,004483
-0,895100;1,154617
-0,796800;1,303673
-0,697800;1,452835
-0,596900;1,602452
-0,498800;1,751300
-0,398400;1,901866
-0,298600;2,051924
-0,200100;2,201057
-0,099100;2,350494
-0,000500;2,503311
0,099900;2,655929
0,199600;2,805452
0,298500;2,954720
0,398500;3,104413
0,499000;3,254337
0,597600;3,404048
0,697200;3,553643
0,796700;3,703517
0,896300;3,853353
0,996200;4,003348
1,095700;4,152859
1,194200;4,302733
1,295500;4,452349
1,394000;4,601901

