pomiar;3,700000;Uout->No load
-1,394700;0,399901
-1,294100;0,549358
-1,196000;0,698877
-1,095900;0,848650
-0,996600;0,998426
-0,896300;1,149289
-0,796800;1,299139
-0,697500;1,448939
-0,596700;1,598787
-0,497800;1,748629
-0,396900;1,899508
-0,297200;2,049388
-0,198800;2,199216
-0,099700;2,349051
-0,000100;2,499621
0,099500;2,650168
0,198100;2,800030
0,297700;2,949891
0,397800;3,099782
0,497300;3,250808
0,597200;3,400657
0,696400;3,550566
0,796100;3,700483
0,896000;3,850333
0,996600;4,001230
1,096100;4,151073
1,195100;4,300936
1,294100;4,450847
1,394100;4,600702

pomiar;3,700000;Uout->5K
-1,394300;0,407140
-1,293500;0,553847
-1,194100;0,702194
-1,095600;0,851026
-0,995800;1,000232
-0,896100;1,150754
-0,796600;1,300309
-0,695700;1,449921
-0,596500;1,599583
-0,498100;1,749292
-0,396600;1,900206
-0,298500;2,050023
-0,197700;2,199792
-0,099700;2,349593
-0,000700;2,499850
0,099200;2,650052
0,198300;2,799871
0,298400;2,949725
0,397500;3,099622
0,498300;3,250671
0,597400;3,400557
0,696700;3,550359
0,796000;3,700243
0,896400;3,850144
0,996500;4,001138
1,095200;4,150949
1,195400;4,300859
1,294000;4,450623
1,394200;4,600429

pomiar;7,400000;Uout->No load
-1,393100;0,409485
-1,293700;0,555995
-1,192800;0,704160
-1,093600;0,852980
-0,995400;1,002047
-0,893700;1,152401
-0,795700;1,301819
-0,696400;1,451209
-0,595500;1,600815
-0,497300;1,750327
-0,397500;1,901017
-0,297700;2,050649
-0,197300;2,200234
-0,099100;2,349851
-0,000800;2,500062
0,099300;2,650113
0,197900;2,799718
0,297900;2,949447
0,396500;3,099153
0,496900;3,250039
0,596000;3,399778
0,695900;3,549490
0,795200;3,699178
0,894400;3,848936
0,995000;3,999763
1,094500;4,149426
1,194000;4,299143
1,292700;4,448881
1,392300;4,598576

pomiar;7,400000;Uout->5K
-1,392900;0,409741
-1,292200;0,556136
-1,194200;0,704375
-1,093700;0,853074
-0,994100;1,002123
-0,894700;1,152464
-0,795700;1,301828
-0,695200;1,451252
-0,595700;1,600792
-0,497900;1,750382
-0,396900;1,901126
-0,297900;2,050749
-0,198400;2,200403
-0,098900;2,350012
-0,000100;2,500177
0,098700;2,650057
0,198000;2,799677
0,297900;2,949442
0,396500;3,099153
0,497300;3,249993
0,596700;3,399693
0,695700;3,549459
0,795500;3,699119
0,894800;3,848776
0,994700;3,999713
1,094300;4,149372
1,193100;4,299072
1,292800;4,448749
1,392400;4,598474

pomiar;12,000000;Uout->No load
-1,392600;0,409801
-1,293400;0,556209
-1,194100;0,704370
-1,094700;0,853039
-0,995100;1,001962
-0,893900;1,152331
-0,795500;1,301698
-0,696200;1,451165
-0,597100;1,600682
-0,497000;1,750238
-0,397000;1,901002
-0,297600;2,050704
-0,198900;2,200340
-0,097900;2,349971
-0,000300;2,500144
0,098600;2,650109
0,198000;2,799728
0,297000;2,949482
0,396800;3,099211
0,497100;3,250067
0,595900;3,399795
0,695500;3,549522
0,794600;3,699250
0,894600;3,848963
0,994400;3,999770
1,094100;4,149558
1,193700;4,299206
1,292700;4,448934
1,392100;4,598617

pomiar;12,000000;Uout->5K
-1,392300;0,410045
-1,293100;0,556630
-1,193400;0,704714
-1,093300;0,853444
-0,994900;1,002506
-0,895100;1,152762
-0,795700;1,302119
-0,695800;1,451552
-0,596200;1,601148
-0,497100;1,750727
-0,395900;1,901392
-0,296600;2,051019
-0,198400;2,200635
-0,099200;2,350270
-0,000600;2,500287
0,098500;2,650110
0,197800;2,799731
0,297300;2,949381
0,397000;3,099085
0,496700;3,249926
0,597000;3,399584
0,695900;3,549279
0,794800;3,698954
0,895000;3,848682
0,994100;3,999453
1,093800;4,149202
1,192900;4,298892
1,292400;4,448652
1,392200;4,598343

pomiar;18,000000;Uout->No load
-1,391500;0,409976
-1,293100;0,556519
-1,193200;0,704616
-1,093800;0,853295
-0,993700;1,002307
-0,894200;1,152619
-0,795400;1,301953
-0,695600;1,451433
-0,595600;1,600960
-0,496900;1,750497
-0,396100;1,901146
-0,297800;2,050812
-0,197800;2,200460
-0,097700;2,350053
0,000600;2,500281
0,098400;2,650260
0,197600;2,799868
0,296700;2,949568
0,396300;3,099282
0,496700;3,250130
0,596000;3,399860
0,696100;3,549562
0,795600;3,699265
0,894500;3,848991
0,994900;3,999807
1,093600;4,149534
1,193800;4,299246
1,293000;4,448952
1,392000;4,598642

pomiar;18,000000;Uout->5K
-1,392400;0,410217
-1,293300;0,556693
-1,193300;0,704779
-1,094200;0,853477
-0,993600;1,002460
-0,894700;1,152741
-0,794000;1,302062
-0,695800;1,451502
-0,595100;1,601015
-0,497200;1,750551
-0,396400;1,901263
-0,296400;2,050834
-0,197900;2,200429
-0,097900;2,350108
-0,000100;2,500258
0,098300;2,650120
0,198100;2,799763
0,297300;2,949450
0,396700;3,099178
0,496900;3,250035
0,595700;3,399728
0,695500;3,549428
0,795500;3,699188
0,894600;3,848939
0,994600;3,999799
1,094000;4,149477
1,192900;4,299129
1,292800;4,448855
1,392200;4,598479

