pomiar;3,700000;Uout->No load
-1,394600;0,398632
-1,295200;0,546342
-1,196800;0,695701
-1,095700;0,844986
-0,997800;0,994485
-0,895900;1,145210
-0,796500;1,294809
-0,698500;1,444505
-0,598700;1,593429
-0,498900;1,744298
-0,398400;1,895210
-0,298900;2,045063
-0,200000;2,194750
-0,100200;2,344657
-0,000200;2,496690
0,100500;2,648066
0,199700;2,798687
0,298600;2,947780
0,398600;3,097624
0,498900;3,248579
0,598000;3,398362
0,698000;3,548283
0,796900;3,698063
0,896500;3,847872
0,997600;3,998842
1,095900;4,148623
1,196100;4,298405
1,295600;4,448590
1,395300;4,597868

pomiar;3,700000;Uout->5K
-1,395200;0,402331
-1,294300;0,549111
-1,195200;0,697486
-1,096400;0,846446
-0,997700;0,995545
-0,897400;1,146115
-0,797500;1,295639
-0,698100;1,445000
-0,598200;1,594941
-0,499100;1,744500
-0,398600;1,895223
-0,298100;2,045390
-0,198700;2,194874
-0,099200;2,344889
-0,000200;2,496714
0,100100;2,647964
0,199500;2,798548
0,298700;2,947535
0,398500;3,097397
0,499000;3,248362
0,598000;3,398162
0,697300;3,548165
0,796800;3,697969
0,896100;3,847733
0,996600;3,998630
1,096400;4,148391
1,195200;4,298245
1,295000;4,448030
1,395000;4,597861

pomiar;7,400000;Uout->No load
-1,394100;0,403858
-1,294400;0,549690
-1,194300;0,698066
-1,096200;0,846639
-0,996000;0,996686
-0,896200;1,146985
-0,797100;1,296216
-0,696200;1,445879
-0,597400;1,595417
-0,497400;1,744969
-0,397700;1,895131
-0,299200;2,045163
-0,199700;2,194098
-0,100800;2,344531
-0,000100;2,496659
0,099900;2,648473
0,199400;2,797678
0,297900;2,947410
0,398400;3,097152
0,498000;3,247977
0,597600;3,397622
0,697200;3,547696
0,796800;3,697897
0,896300;3,847669
0,995900;3,998367
1,095400;4,147997
1,195400;4,297772
1,294500;4,446946
1,393900;4,596521

pomiar;7,400000;Uout->5K
-1,394400;0,402947
-1,294100;0,550130
-1,195400;0,698607
-1,095600;0,847180
-0,995400;0,996525
-0,896400;1,147084
-0,795900;1,296415
-0,696800;1,445539
-0,598200;1,595384
-0,498200;1,744985
-0,398800;1,895275
-0,299100;2,044595
-0,199500;2,194133
-0,100500;2,344541
-0,000200;2,496686
0,100200;2,648123
0,199600;2,798182
0,298600;2,947446
0,398900;3,097850
0,498700;3,248012
0,596500;3,397724
0,697400;3,547399
0,796200;3,696952
0,896100;3,846891
0,995900;3,997377
1,095300;4,147022
1,195000;4,296617
1,295200;4,447241
1,394200;4,596424

pomiar;12,000000;Uout->No load
-1,394400;0,403774
-1,294300;0,550354
-1,195400;0,697584
-1,097100;0,846402
-0,996200;0,995828
-0,896300;1,145813
-0,796000;1,295419
-0,697400;1,445204
-0,597900;1,594998
-0,499000;1,744761
-0,397500;1,895218
-0,298600;2,044709
-0,198700;2,194569
-0,099900;2,344290
-0,000200;2,496452
0,099700;2,648256
0,199400;2,798479
0,298600;2,947266
0,398000;3,097400
0,497800;3,248062
0,597100;3,397468
0,697300;3,547126
0,796800;3,697233
0,895800;3,847306
0,996900;3,998406
1,095200;4,147362
1,194400;4,296844
1,294800;4,447593
1,394500;4,597054

pomiar;12,000000;Uout->5K
-1,394000;0,403970
-1,293600;0,550529
-1,195300;0,698446
-1,096300;0,847199
-0,996400;0,996586
-0,895100;1,146884
-0,796300;1,296246
-0,697800;1,445549
-0,598200;1,594228
-0,498300;1,744688
-0,397500;1,895466
-0,299000;2,044896
-0,200200;2,193743
-0,100700;2,344004
-0,000100;2,496522
0,099900;2,648176
0,199100;2,797981
0,298700;2,948096
0,397800;3,097194
0,498600;3,248670
0,598700;3,397835
0,697100;3,547450
0,796600;3,698131
0,895000;3,846742
0,996500;3,997531
1,096000;4,147304
1,196400;4,297390
1,294800;4,447131
1,394000;4,596873

pomiar;18,000000;Uout->No load
-1,393900;0,403434
-1,293600;0,550026
-1,194200;0,698349
-1,096000;0,846726
-0,996300;0,995754
-0,894900;1,146397
-0,797100;1,295815
-0,697400;1,445101
-0,597500;1,594707
-0,498700;1,743286
-0,398400;1,895098
-0,299100;2,044601
-0,199900;2,194130
-0,100100;2,344058
0,000900;2,496496
0,099800;2,648381
0,199600;2,798406
0,298600;2,947946
0,398200;3,097410
0,498100;3,248228
0,597800;3,397868
0,697600;3,548554
0,796600;3,697253
0,896400;3,846948
0,996300;3,998110
1,095900;4,147344
1,194400;4,297013
1,294400;4,446890
1,392600;4,596209

pomiar;18,000000;Uout->5K
-1,394200;0,402505
-1,293700;0,549873
-1,195600;0,697868
-1,095100;0,846484
-0,995800;0,996061
-0,896700;1,145733
-0,797100;1,295922
-0,697700;1,445362
-0,597000;1,594380
-0,499000;1,744111
-0,398400;1,894262
-0,298700;2,044480
-0,200000;2,194191
-0,099400;2,343768
0,000100;2,496575
0,100000;2,648995
0,199700;2,798920
0,299300;2,948518
0,398700;3,097798
0,498300;3,248681
0,598000;3,397802
0,697300;3,547931
0,796300;3,697304
0,896500;3,846830
0,996600;3,998117
1,096000;4,147298
1,194400;4,297527
1,294500;4,446998
1,393900;4,596376

