pomiar;3,700000;Uout->No load
-1,394300;0,396648
-1,295200;0,544966
-1,195500;0,693564
-1,095500;0,841735
-0,995900;0,992250
-0,896200;1,142462
-0,797800;1,291365
-0,697200;1,441153
-0,598500;1,590925
-0,499000;1,741498
-0,398000;1,892746
-0,299300;2,041594
-0,199400;2,192322
-0,099400;2,342024
0,000300;2,493191
0,100100;2,643912
0,199000;2,793592
0,298700;2,943504
0,398000;3,093972
0,498700;3,244373
0,598000;3,394785
0,697100;3,544130
0,797500;3,693923
0,895300;3,843751
0,996500;3,995903
1,096500;4,144918
1,195700;4,294339
1,295900;4,445310
1,395200;4,594248

pomiar;3,700000;Uout->5K
-1,394300;0,398573
-1,295400;0,544743
-1,196400;0,693213
-1,096900;0,842046
-0,997300;0,992278
-0,896500;1,142301
-0,797600;1,292047
-0,698200;1,442093
-0,599000;1,591469
-0,498900;1,740277
-0,398600;1,891281
-0,298900;2,041335
-0,199800;2,190863
-0,100600;2,340770
-0,000100;2,493302
0,100700;2,644581
0,200300;2,795441
0,298800;2,944446
0,397500;3,094050
0,498400;3,245669
0,598200;3,395510
0,696600;3,545259
0,797700;3,695265
0,897700;3,844610
0,997500;3,995451
1,096600;4,145107
1,195800;4,294960
1,295300;4,444638
1,394600;4,594919

pomiar;7,400000;Uout->No load
-1,393900;0,400041
-1,295100;0,546359
-1,194500;0,694243
-1,096100;0,843062
-0,996300;0,992310
-0,896700;1,142224
-0,797300;1,291658
-0,697300;1,441920
-0,597400;1,591258
-0,497800;1,740752
-0,398700;1,891654
-0,299100;2,040928
-0,200200;2,190389
-0,099600;2,340580
-0,000300;2,493066
0,099600;2,645697
0,199800;2,794711
0,299800;2,944639
0,398300;3,093982
0,497600;3,244926
0,597500;3,394452
0,697100;3,543954
0,796300;3,694021
0,896300;3,843557
0,996500;3,994673
1,095800;4,143950
1,195400;4,293514
1,294800;4,443851
1,393700;4,592831

pomiar;7,400000;Uout->5K
-1,394200;0,399320
-1,295000;0,546254
-1,195300;0,693966
-1,094900;0,843568
-0,997200;0,992199
-0,896600;1,142747
-0,797100;1,292303
-0,697900;1,441913
-0,598100;1,591266
-0,499000;1,741016
-0,398500;1,890978
-0,298500;2,040781
-0,200100;2,190917
-0,100800;2,340599
-0,000200;2,493095
0,100700;2,645470
0,199300;2,794787
0,298600;2,944849
0,398600;3,094056
0,498400;3,245083
0,598000;3,394863
0,697600;3,544609
0,796600;3,693862
0,896300;3,844023
0,996700;3,994780
1,095400;4,144251
1,195400;4,293692
1,295200;4,443633
1,393900;4,593217

pomiar;12,000000;Uout->No load
-1,394500;0,398066
-1,294000;0,545683
-1,195500;0,694202
-1,096400;0,843029
-0,996300;0,991853
-0,896500;1,141819
-0,796900;1,291635
-0,696600;1,440773
-0,597300;1,590781
-0,499200;1,739886
-0,398800;1,891126
-0,298300;2,040877
-0,200700;2,189584
-0,099700;2,339882
-0,000100;2,492833
0,100600;2,645312
0,199900;2,794711
0,299900;2,944481
0,398700;3,094139
0,498200;3,244892
0,597900;3,394890
0,697800;3,544601
0,797000;3,693775
0,896400;3,844289
0,996400;3,994800
1,095500;4,143907
1,195100;4,293515
1,293700;4,443182
1,394300;4,593069

pomiar;12,000000;Uout->5K
-1,394900;0,398821
-1,295000;0,545148
-1,194400;0,694201
-1,094500;0,843077
-0,996800;0,991737
-0,896800;1,142455
-0,796300;1,291417
-0,696800;1,440428
-0,598000;1,590329
-0,498300;1,740564
-0,398900;1,891298
-0,298200;2,040952
-0,200300;2,190245
-0,100500;2,339830
-0,000300;2,492846
0,100000;2,645836
0,200200;2,795136
0,298700;2,944978
0,398400;3,094450
0,497800;3,244899
0,597900;3,395231
0,697500;3,544292
0,797100;3,694348
0,896600;3,844099
0,996400;3,995224
1,096000;4,143887
1,195400;4,294198
1,294500;4,443499
1,394400;4,593300

pomiar;18,000000;Uout->No load
-1,394300;0,398467
-1,294400;0,544465
-1,194600;0,692931
-1,095600;0,842134
-0,996400;0,991499
-0,896900;1,140968
-0,797000;1,291290
-0,697700;1,440710
-0,597300;1,589684
-0,499300;1,739688
-0,399000;1,890267
-0,300500;2,039472
-0,200100;2,189578
-0,100800;2,339187
-0,000100;2,492442
0,100100;2,644946
0,199800;2,795400
0,299200;2,944400
0,398700;3,094412
0,498600;3,244755
0,598200;3,394778
0,697700;3,544058
0,797100;3,694404
0,897100;3,844317
0,996600;3,994533
1,095900;4,144152
1,196000;4,294005
1,294600;4,443085
1,394000;4,592838

pomiar;18,000000;Uout->5K
-1,394300;0,397575
-1,294000;0,545401
-1,195000;0,693542
-1,096300;0,842193
-0,996500;0,991425
-0,895200;1,142046
-0,795900;1,291388
-0,697500;1,440114
-0,597300;1,589901
-0,499000;1,739226
-0,397800;1,890138
-0,299800;2,039608
-0,199900;2,189053
-0,099400;2,338873
-0,000200;2,492483
0,100300;2,645269
0,199600;2,795337
0,299100;2,944435
0,398700;3,093732
0,498300;3,244524
0,597800;3,394419
0,698500;3,544100
0,797900;3,694270
0,897100;3,844071
0,996100;3,994006
1,096000;4,143872
1,195300;4,293405
1,295400;4,443349
1,394300;4,592692

