pomiar;3,700000;Uout->No load
-1,393200;0,392214
-1,292800;0,540740
-1,194100;0,690439
-1,093700;0,840584
-0,994000;0,990921
-0,895300;1,142594
-0,795300;1,293101
-0,696200;1,443739
-0,596600;1,594355
-0,496900;1,745018
-0,396900;1,896839
-0,296400;2,047482
-0,196500;2,198191
-0,097900;2,348889
-0,000100;2,498917
0,098400;2,648651
0,197700;2,799277
0,296800;2,950019
0,396600;3,100727
0,495800;3,252483
0,596200;3,403142
0,695900;3,553787
0,795400;3,704376
0,896100;3,854923
0,994700;4,006603
1,094600;4,157189
1,194200;4,307674
1,293100;4,458176
1,392700;4,608597

pomiar;3,700000;Uout->5K
-1,393100;0,394368
-1,293900;0,542197
-1,193800;0,691458
-1,095000;0,841320
-0,995400;0,991479
-0,894700;1,142864
-0,795700;1,293369
-0,695900;1,443902
-0,595100;1,594476
-0,496100;1,745134
-0,395800;1,896963
-0,296000;2,047652
-0,197500;2,198334
-0,098400;2,348991
-0,000700;2,498928
0,098700;2,648438
0,197700;2,799107
0,296600;2,949809
0,396700;3,100496
0,496600;3,252264
0,596300;3,402895
0,695100;3,553557
0,795200;3,704140
0,894700;3,854719
0,995000;4,006387
1,094000;4,156968
1,193700;4,307485
1,293500;4,457979
1,392400;4,608438

pomiar;7,400000;Uout->No load
-1,390500;0,396425
-1,292100;0,544143
-1,193200;0,693325
-1,092500;0,843026
-0,994200;0,993013
-0,894000;1,144357
-0,794400;1,294673
-0,694100;1,445076
-0,595600;1,595566
-0,496900;1,745737
-0,396500;1,897781
-0,296700;2,047896
-0,198000;2,198546
-0,097100;2,349113
-0,000100;2,499405
0,097800;2,649288
0,197500;2,799882
0,295700;2,950579
0,396000;3,101216
0,496500;3,253022
0,595800;3,403632
0,695300;3,554285
0,794200;3,704879
0,893900;3,855531
0,994300;4,007259
1,093000;4,157784
1,192900;4,308391
1,291700;4,458938
1,391200;4,609390

pomiar;7,400000;Uout->5K
-1,392300;0,394809
-1,292700;0,542552
-1,193000;0,691790
-1,093800;0,841553
-0,993200;0,991657
-0,893800;1,143008
-0,793600;1,293415
-0,695000;1,443994
-0,595100;1,594670
-0,495500;1,745249
-0,396800;1,897042
-0,295600;2,047737
-0,198100;2,198442
-0,098300;2,349096
-0,000700;2,499417
0,098000;2,649399
0,197000;2,800035
0,296900;2,950703
0,395700;3,101386
0,496200;3,253161
0,595700;3,403833
0,695300;3,554432
0,794300;3,705121
0,893000;3,855716
0,994400;4,007377
1,093300;4,157944
1,193100;4,308449
1,292200;4,458996
1,391500;4,609550

pomiar;12,000000;Uout->No load
-1,391600;0,395433
-1,292500;0,543168
-1,192000;0,692417
-1,092700;0,842283
-0,994200;0,992383
-0,893600;1,143783
-0,793800;1,294270
-0,694900;1,444740
-0,595000;1,595457
-0,496600;1,746004
-0,396600;1,897803
-0,296100;2,048497
-0,196800;2,199152
-0,098100;2,349801
-0,000900;2,500383
0,098100;2,650637
0,197100;2,801239
0,297100;2,951857
0,396600;3,102560
0,496100;3,254303
0,595700;3,404938
0,694600;3,555538
0,794900;3,706151
0,893800;3,856832
0,993900;4,008519
1,093400;4,159067
1,193100;4,309577
1,291800;4,460106
1,391300;4,610637

pomiar;12,000000;Uout->5K
-1,390800;0,395549
-1,291000;0,543190
-1,193500;0,692529
-1,094000;0,842355
-0,993000;0,992506
-0,893100;1,143921
-0,795100;1,294353
-0,694900;1,444854
-0,595000;1,595425
-0,496800;1,745993
-0,396800;1,897756
-0,297200;2,048459
-0,197700;2,199107
-0,098400;2,349684
-0,000300;2,500331
0,097900;2,650577
0,196800;2,801186
0,296800;2,951798
0,396300;3,102466
0,496500;3,254286
0,596000;3,404993
0,695400;3,555566
0,794000;3,706187
0,893800;3,856795
0,994200;4,008472
1,093100;4,159014
1,192800;4,309550
1,291600;4,460085
1,391400;4,610585

pomiar;18,000000;Uout->No load
-1,392100;0,396536
-1,291400;0,544427
-1,192100;0,693714
-1,093800;0,843573
-0,993900;0,993721
-0,892900;1,145201
-0,794900;1,295627
-0,694100;1,446177
-0,596200;1,596766
-0,496400;1,747379
-0,396200;1,899134
-0,295800;2,049803
-0,197800;2,200269
-0,097100;2,350907
-0,000400;2,501989
0,097800;2,652627
0,197600;2,803258
0,296400;2,954033
0,396100;3,104681
0,496000;3,256464
0,595500;3,407106
0,694000;3,557699
0,794200;3,708368
0,893800;3,858992
0,994100;4,010659
1,093000;4,161198
1,192500;4,311752
1,292500;4,462174
1,391400;4,612671

pomiar;18,000000;Uout->5K
-1,390800;0,397000
-1,291200;0,544742
-1,193100;0,693965
-1,093200;0,843780
-0,994200;0,993967
-0,893700;1,145375
-0,793600;1,295849
-0,693800;1,446439
-0,594900;1,596957
-0,496500;1,747576
-0,396200;1,899332
-0,296700;2,050002
-0,197700;2,200674
-0,098400;2,351369
0,000100;2,502147
0,097800;2,652746
0,197100;2,803404
0,296900;2,954067
0,396300;3,104667
0,495900;3,256482
0,595700;3,407167
0,695400;3,557680
0,794200;3,708329
0,893300;3,858891
0,993300;4,010545
1,093100;4,161115
1,192800;4,311675
1,292200;4,462165
1,391500;4,611886

