pomiar;3,700000;Uout->No load
-1,393600;0,404827
-1,292700;0,553628
-1,193100;0,703167
-1,093600;0,852869
-0,994200;1,002876
-0,893900;1,154020
-0,795000;1,304156
-0,694500;1,454428
-0,596300;1,604669
-0,496700;1,754819
-0,395600;1,906250
-0,297200;2,056499
-0,196700;2,206767
-0,098400;2,356096
-0,000100;2,506228
0,098100;2,655314
0,197100;2,805205
0,297000;2,955385
0,396200;3,105913
0,496900;3,257310
0,596400;3,407353
0,695900;3,557688
0,795000;3,707911
0,894800;3,858666
0,994400;4,009519
1,094000;4,160186
1,193400;4,310524
1,293000;4,460599
1,393100;4,610454

pomiar;3,700000;Uout->5K
-1,393000;0,409101
-1,293700;0,556531
-1,194100;0,705397
-1,094300;0,854264
-0,994300;1,004277
-0,893400;1,155541
-0,794000;1,304890
-0,694400;1,455349
-0,596200;1,605522
-0,495700;1,755750
-0,396800;1,907055
-0,297100;2,057259
-0,197100;2,207469
-0,098000;2,357633
0,000200;2,506471
0,097900;2,654779
0,197300;2,805292
0,296900;2,955209
0,396000;3,105454
0,496200;3,257068
0,596100;3,407097
0,695800;3,557443
0,794500;3,707811
0,894700;3,858555
0,994300;4,009265
1,094200;4,159551
1,193900;4,309742
1,293600;4,459949
1,392300;4,610112

pomiar;7,400000;Uout->No load
-1,391800;0,411394
-1,291200;0,558093
-1,192200;0,706675
-1,093500;0,855634
-0,994300;1,005790
-0,892800;1,156338
-0,794500;1,305972
-0,694900;1,455247
-0,594900;1,605286
-0,496100;1,755780
-0,395600;1,906508
-0,295800;2,056868
-0,197300;2,207309
-0,097000;2,357194
-0,000300;2,506206
0,097800;2,655442
0,196900;2,804548
0,296500;2,954877
0,396000;3,104748
0,495200;3,256065
0,595100;3,406575
0,694900;3,557003
0,794000;3,706453
0,894100;3,857018
0,993200;4,007590
1,093000;4,158538
1,191500;4,308823
1,292300;4,458538
1,391000;4,607604

pomiar;7,400000;Uout->5K
-1,391700;0,410761
-1,292600;0,558537
-1,191800;0,706504
-1,093000;0,856412
-0,993700;1,005420
-0,893900;1,155841
-0,794500;1,306317
-0,694900;1,456251
-0,594700;1,606186
-0,495900;1,755662
-0,396000;1,907103
-0,296800;2,057034
-0,197300;2,207465
-0,097900;2,357444
-0,000400;2,506220
0,097700;2,655046
0,197300;2,805460
0,296500;2,955576
0,395700;3,105502
0,495600;3,255975
0,595400;3,406871
0,695200;3,557081
0,794500;3,707300
0,893700;3,856972
0,993700;4,007659
1,092800;4,158235
1,192300;4,307982
1,292200;4,457929
1,392400;4,608094

pomiar;12,000000;Uout->No load
-1,391500;0,411250
-1,292500;0,557211
-1,192800;0,705881
-1,093400;0,855557
-0,993900;1,005448
-0,892800;1,155449
-0,794700;1,304953
-0,694700;1,454909
-0,595300;1,605759
-0,494900;1,755821
-0,396000;1,906930
-0,295300;2,056879
-0,197100;2,206769
-0,097800;2,356020
-0,000200;2,505820
0,097800;2,655117
0,197300;2,805792
0,296600;2,954908
0,395500;3,104675
0,495900;3,256495
0,595800;3,406981
0,695700;3,556890
0,793800;3,706883
0,894500;3,856404
0,993900;4,007355
1,093000;4,157423
1,192300;4,307139
1,291400;4,457649
1,391200;4,607620

pomiar;12,000000;Uout->5K
-1,391500;0,411379
-1,292900;0,557278
-1,192700;0,706737
-1,092900;0,856297
-0,994800;1,004531
-0,893600;1,156426
-0,794600;1,305496
-0,694000;1,456103
-0,594500;1,605049
-0,495200;1,756001
-0,395000;1,906730
-0,296400;2,056019
-0,197000;2,206125
-0,097100;2,357171
-0,000400;2,505860
0,097600;2,654026
0,196800;2,804060
0,295800;2,954167
0,395800;3,104229
0,496300;3,256325
0,595300;3,406703
0,694300;3,556788
0,793500;3,705790
0,893800;3,856283
0,993300;4,008200
1,092400;4,157817
1,192700;4,307659
1,292600;4,458396
1,391100;4,607740

pomiar;18,000000;Uout->No load
-1,391400;0,409374
-1,291600;0,557062
-1,192300;0,706419
-1,092900;0,854385
-0,994400;1,003951
-0,892700;1,155562
-0,794100;1,305645
-0,694200;1,455507
-0,594800;1,605404
-0,495700;1,755367
-0,395800;1,906474
-0,296500;2,055452
-0,197800;2,205445
-0,097300;2,356580
-0,000200;2,505414
0,097300;2,653988
0,197700;2,804837
0,295500;2,953855
0,396500;3,105083
0,494400;3,255242
0,595700;3,406431
0,694700;3,555353
0,794300;3,705437
0,894000;3,856676
0,992900;4,007791
1,091500;4,156701
1,192300;4,306830
1,291400;4,457995
1,391000;4,608102

pomiar;18,000000;Uout->5K
-1,391300;0,410922
-1,292200;0,557943
-1,192900;0,706313
-1,092100;0,854550
-0,994100;1,004025
-0,892600;1,155940
-0,794400;1,304765
-0,694200;1,455592
-0,595300;1,604384
-0,495100;1,755514
-0,395300;1,905528
-0,295700;2,055578
-0,196800;2,206742
-0,097100;2,356706
-0,000300;2,505458
0,097300;2,653715
0,196400;2,804807
0,295900;2,953764
0,396000;3,103975
0,495200;3,255127
0,594900;3,405633
0,695100;3,556419
0,793500;3,705437
0,893500;3,856615
0,993600;4,007071
1,092400;4,157835
1,192300;4,307017
1,292200;4,458044
1,390700;4,607242

