pomiar;3,700000;Uout->No load
-1,395500;0,394499
-1,294900;0,543809
-1,196500;0,693739
-1,096000;0,843668
-0,997700;0,993755
-0,897000;1,145621
-0,796300;1,296396
-0,698700;1,446944
-0,598400;1,597684
-0,499700;1,747720
-0,399100;1,900149
-0,299600;2,050772
-0,199000;2,201048
-0,100600;2,352016
-0,000600;2,505262
0,099400;2,658369
0,199800;2,808676
0,299300;2,959178
0,398200;3,110273
0,498400;3,261588
0,598100;3,412580
0,698000;3,562857
0,797900;3,713528
0,897400;3,864259
0,997400;4,015955
1,096100;4,167588
1,196000;4,317203
1,295600;4,467663
1,395600;4,618415

pomiar;3,700000;Uout->5K
-1,395300;0,398327
-1,294800;0,545986
-1,196400;0,695427
-1,096300;0,845273
-0,997600;0,995563
-0,897100;1,146520
-0,797700;1,297487
-0,698100;1,447511
-0,598200;1,598338
-0,498000;1,748933
-0,397600;1,900932
-0,299000;2,051136
-0,199700;2,202072
-0,100700;2,352272
-0,000300;2,505491
0,100800;2,658700
0,199100;2,808348
0,298800;2,959061
0,399300;3,110226
0,498300;3,261857
0,598100;3,412604
0,697400;3,562701
0,797200;3,713415
0,896800;3,864459
0,996600;4,016114
1,096400;4,166413
1,196300;4,317719
1,295400;4,467818
1,395100;4,618855

pomiar;7,400000;Uout->No load
-1,394600;0,400048
-1,295200;0,547352
-1,195800;0,696653
-1,096200;0,846744
-0,995900;0,997018
-0,896800;1,147388
-0,797000;1,298350
-0,696600;1,448546
-0,597100;1,597932
-0,499400;1,748364
-0,399000;1,900846
-0,298200;2,051022
-0,198900;2,201053
-0,100400;2,351368
-0,000400;2,505435
0,099900;2,658387
0,199400;2,808797
0,298900;2,959675
0,398200;3,110095
0,499100;3,261358
0,598100;3,411598
0,697500;3,562779
0,796300;3,713413
0,896400;3,863978
0,996400;4,014806
1,095800;4,166015
1,194900;4,316722
1,294900;4,466549
1,394200;4,617278

pomiar;7,400000;Uout->5K
-1,393600;0,399662
-1,294100;0,547189
-1,195600;0,697053
-1,096600;0,846699
-0,995600;0,996563
-0,896700;1,147942
-0,797600;1,297992
-0,697200;1,448306
-0,598200;1,598793
-0,498600;1,748432
-0,398400;1,901036
-0,299500;2,051115
-0,199000;2,201997
-0,100600;2,351653
-0,000300;2,505336
0,100100;2,658192
0,199000;2,808560
0,298900;2,959166
0,399100;3,110178
0,498600;3,261304
0,598000;3,411860
0,697100;3,562965
0,797100;3,712499
0,895900;3,863898
0,996400;4,015008
1,095900;4,165125
1,194900;4,315948
1,294600;4,466341
1,394400;4,617341

pomiar;12,000000;Uout->No load
-1,394400;0,399421
-1,295400;0,547156
-1,195500;0,697094
-1,095800;0,845927
-0,996600;0,996949
-0,895600;1,147566
-0,796000;1,297835
-0,697800;1,448473
-0,598000;1,598847
-0,498400;1,748789
-0,397700;1,900167
-0,299600;2,051147
-0,198900;2,201254
-0,099600;2,351365
-0,000200;2,505454
0,099900;2,658699
0,200000;2,808806
0,299600;2,960711
0,398500;3,109908
0,498900;3,261856
0,598000;3,412410
0,697500;3,562508
0,796600;3,712928
0,896200;3,863691
0,996700;4,015705
1,096500;4,166275
1,195000;4,316519
1,294600;4,467230
1,394100;4,617835

pomiar;12,000000;Uout->5K
-1,394400;0,400019
-1,295200;0,547716
-1,194400;0,697109
-1,095000;0,846717
-0,996000;0,996548
-0,895400;1,147451
-0,796700;1,297346
-0,697400;1,448438
-0,597700;1,598203
-0,497500;1,748536
-0,397600;1,900234
-0,299300;2,051395
-0,199800;2,201028
-0,100900;2,351894
-0,000300;2,505539
0,099900;2,658890
0,199500;2,809111
0,299600;2,959470
0,399100;3,110217
0,498400;3,261966
0,597900;3,412392
0,697700;3,562371
0,797200;3,713050
0,896600;3,864238
0,996300;4,015207
1,095400;4,166349
1,195100;4,316576
1,295300;4,467227
1,393700;4,616864

pomiar;18,000000;Uout->No load
-1,393900;0,399455
-1,294900;0,547098
-1,195200;0,696625
-1,096300;0,845624
-0,996500;0,995539
-0,896400;1,146904
-0,797600;1,297418
-0,696700;1,447449
-0,598100;1,597995
-0,499400;1,748278
-0,398600;1,900159
-0,298900;2,050754
-0,200400;2,201081
-0,100700;2,351372
-0,000200;2,505675
0,100000;2,658864
0,199700;2,810019
0,299600;2,960714
0,398800;3,110668
0,499000;3,262391
0,598000;3,413215
0,697300;3,563026
0,797300;3,714241
0,896100;3,863924
0,996600;4,016194
1,095500;4,166076
1,195300;4,317385
1,295300;4,467156
1,394400;4,617748

pomiar;18,000000;Uout->5K
-1,394600;0,399759
-1,294200;0,547099
-1,195900;0,696773
-1,095900;0,846701
-0,997100;0,996656
-0,896300;1,147057
-0,796900;1,297216
-0,696800;1,447586
-0,598500;1,597849
-0,498500;1,748515
-0,398600;1,900123
-0,299800;2,051354
-0,200000;2,201615
-0,100800;2,352241
-0,000600;2,505751
0,100400;2,658838
0,199300;2,809647
0,299700;2,959739
0,398200;3,110902
0,499000;3,262823
0,598400;3,412298
0,698200;3,563448
0,796900;3,714165
0,896700;3,863879
0,996100;4,016518
1,095500;4,165947
1,195200;4,317168
1,294500;4,466932
1,394000;4,618048

