pomiar;3,700000;Uout->No load
-1,393600;0,411468
-1,294600;0,559451
-1,194800;0,708245
-1,094300;0,857568
-0,994800;1,006420
-0,895400;1,157378
-0,795000;1,306239
-0,695300;1,455697
-0,596900;1,605119
-0,497600;1,754593
-0,397100;1,905288
-0,296700;2,054762
-0,197100;2,204321
-0,097800;2,353829
-0,000200;2,503364
0,098800;2,652469
0,198100;2,802033
0,297000;2,951525
0,396800;3,100710
0,497100;3,251990
0,596100;3,401611
0,695900;3,551197
0,795800;3,700774
0,894700;3,850315
0,995100;4,000889
1,095100;4,150638
1,195000;4,300163
1,293600;4,449777
1,392600;4,599409

pomiar;3,700000;Uout->5K
-1,393300;0,415510
-1,292900;0,562430
-1,193700;0,710200
-1,094800;0,858757
-0,994300;1,007670
-0,894300;1,157932
-0,795800;1,307155
-0,695100;1,456466
-0,597000;1,605867
-0,496400;1,755347
-0,396900;1,905946
-0,297400;2,055407
-0,196800;2,204941
-0,098700;2,354432
-0,000900;2,503663
0,098300;2,652519
0,198000;2,802028
0,296700;2,951619
0,396800;3,101218
0,497200;3,251923
0,596200;3,401474
0,695600;3,551090
0,795100;3,700675
0,894600;3,850232
0,995300;4,000969
1,094900;4,150647
1,193900;4,300251
1,293700;4,449832
1,392900;4,599340

pomiar;7,400000;Uout->No load
-1,391500;0,417533
-1,292900;0,563952
-1,192500;0,711893
-1,092800;0,860229
-0,994300;1,008785
-0,893300;1,158663
-0,794100;1,307585
-0,695100;1,456663
-0,595900;1,605775
-0,495700;1,755005
-0,395400;1,905391
-0,296400;2,054588
-0,196900;2,203979
-0,098400;2,353291
-0,000600;2,502838
0,098200;2,651836
0,198100;2,801239
0,296900;2,950639
0,397100;3,100096
0,496800;3,250545
0,596000;3,399993
0,695600;3,549500
0,794900;3,698915
0,893900;3,848284
0,994000;3,998862
1,093800;4,148244
1,192700;4,297704
1,292600;4,447109
1,391600;4,596471

pomiar;7,400000;Uout->5K
-1,392300;0,415876
-1,292500;0,562442
-1,193600;0,710414
-1,094100;0,858818
-0,994300;1,007655
-0,893600;1,157693
-0,793700;1,306696
-0,695800;1,455781
-0,595100;1,604956
-0,495800;1,754262
-0,396400;1,904686
-0,297200;2,053994
-0,198000;2,203336
-0,098700;2,352641
-0,000200;2,502391
0,098800;2,651483
0,198000;2,800814
0,297100;2,950213
0,396100;3,099632
0,497500;3,250134
0,595900;3,399603
0,695100;3,549039
0,794300;3,698409
0,894300;3,847873
0,993900;3,998467
1,092700;4,147838
1,193000;4,297294
1,292800;4,446764
1,391700;4,596137

pomiar;12,000000;Uout->No load
-1,392400;0,415048
-1,293000;0,561637
-1,192300;0,709682
-1,094800;0,858155
-0,994500;1,006838
-0,893400;1,156864
-0,795300;1,306069
-0,694400;1,455153
-0,595300;1,604311
-0,496900;1,753683
-0,395800;1,904095
-0,297500;2,053386
-0,198300;2,202818
-0,098700;2,352170
0,000400;2,502127
0,098200;2,651382
0,197700;2,800704
0,296700;2,950311
0,396300;3,099797
0,497000;3,250392
0,596400;3,399906
0,695700;3,549249
0,795100;3,698638
0,893900;3,848071
0,994300;3,998641
1,093300;4,148040
1,192900;4,297406
1,292900;4,446689
1,392100;4,596462

pomiar;12,000000;Uout->5K
-1,392100;0,414928
-1,293100;0,561604
-1,193200;0,709454
-1,094000;0,858006
-0,994200;1,006860
-0,893500;1,157049
-0,794600;1,306204
-0,695900;1,455421
-0,596500;1,604632
-0,496600;1,753931
-0,397000;1,904391
-0,297600;2,053676
-0,197500;2,203133
-0,097600;2,352496
-0,000200;2,502479
0,099000;2,651737
0,198100;2,801148
0,297000;2,950577
0,396400;3,100044
0,496300;3,250565
0,596000;3,400035
0,695600;3,549501
0,795300;3,698982
0,894300;3,848462
0,994700;3,999026
1,094100;4,148463
1,192900;4,297685
1,292700;4,447314
1,391600;4,596814

pomiar;18,000000;Uout->No load
-1,392200;0,415009
-1,291500;0,561849
-1,192400;0,709673
-1,094000;0,858210
-0,994800;1,006990
-0,894400;1,157025
-0,793900;1,306142
-0,694500;1,455380
-0,595900;1,604551
-0,495700;1,753832
-0,397100;1,904311
-0,296200;2,053643
-0,197600;2,202964
-0,099100;2,352347
-0,000200;2,502510
0,098100;2,651947
0,198000;2,801434
0,296800;2,950780
0,396200;3,100145
0,496600;3,250752
0,596000;3,400227
0,695400;3,549654
0,794900;3,699151
0,893800;3,847816
0,994100;3,999053
1,093300;4,148476
1,193300;4,297774
1,293600;4,447115
1,391900;4,596556

pomiar;18,000000;Uout->5K
-1,392400;0,414422
-1,292800;0,561166
-1,192200;0,709224
-1,094000;0,857881
-0,994500;1,006834
-0,894100;1,157026
-0,793800;1,306148
-0,694500;1,455412
-0,595800;1,604641
-0,496000;1,753924
-0,396900;1,904454
-0,296100;2,053802
-0,197200;2,203152
-0,098600;2,352476
-0,000100;2,502473
0,098300;2,651831
0,197700;2,801139
0,296500;2,950557
0,396400;3,100009
0,496800;3,250587
0,596200;3,400044
0,695200;3,549471
0,794100;3,698918
0,894100;3,848136
0,994300;3,998839
1,093500;4,148302
1,193000;4,297770
1,291500;4,447179
1,391700;4,596645

