pomiar;3,700000;Uout->No load
-1,395600;0,410620
-1,296900;0,558455
-1,197300;0,707244
-1,096900;0,856336
-0,998100;1,005583
-0,896400;1,156166
-0,798100;1,305666
-0,698600;1,455407
-0,598100;1,604816
-0,500200;1,754540
-0,399500;1,905372
-0,300200;2,055021
-0,199600;2,204759
-0,100500;2,354901
-0,000300;2,507609
0,100900;2,660343
0,200000;2,810079
0,299200;2,959980
0,398900;3,109771
0,499800;3,260715
0,599200;3,410613
0,698300;3,560475
0,797500;3,710335
0,896900;3,860230
0,997600;4,011190
1,097600;4,161032
1,196400;4,311150
1,296200;4,460920
1,395500;4,610753

pomiar;3,700000;Uout->5K
-1,395900;0,415116
-1,296800;0,561480
-1,196600;0,709524
-1,096300;0,858135
-0,998000;1,007208
-0,896400;1,157420
-0,797200;1,306754
-0,699000;1,456174
-0,598500;1,605668
-0,498300;1,755228
-0,398000;1,906064
-0,300100;2,055735
-0,200600;2,205389
-0,101100;2,355108
-0,000700;2,508093
0,100600;2,660610
0,200200;2,810382
0,299800;2,960194
0,399200;3,110022
0,499500;3,260772
0,598600;3,410729
0,698300;3,560521
0,797500;3,710374
0,897700;3,860258
0,997500;4,011173
1,096600;4,161019
1,196500;4,310876
1,295700;4,460722
1,395400;4,610540

pomiar;7,400000;Uout->No load
-1,394600;0,416676
-1,294000;0,562918
-1,196100;0,710842
-1,096300;0,859276
-0,997100;1,008102
-0,896500;1,158268
-0,796300;1,307355
-0,698100;1,456770
-0,598700;1,606075
-0,498200;1,755512
-0,398000;1,906120
-0,298400;2,055668
-0,200300;2,205184
-0,101100;2,354713
-0,000100;2,507812
0,100500;2,660456
0,199900;2,809993
0,299000;2,959683
0,398300;3,109342
0,498800;3,260100
0,598700;3,409762
0,697400;3,559434
0,797300;3,709139
0,896800;3,858785
0,996400;4,009679
1,096000;4,159374
1,195300;4,309062
1,294800;4,458724
1,394500;4,608473

pomiar;7,400000;Uout->5K
-1,394600;0,416552
-1,294400;0,562860
-1,195800;0,710731
-1,095300;0,859169
-0,997200;1,007968
-0,895900;1,158203
-0,797500;1,307399
-0,697600;1,456623
-0,598900;1,606066
-0,498800;1,755498
-0,398900;1,906115
-0,299200;2,055609
-0,200400;2,205109
-0,100500;2,354656
-0,000400;2,507730
0,100600;2,660344
0,199600;2,809903
0,299500;2,959607
0,399100;3,109296
0,499300;3,260085
0,598600;3,409761
0,698500;3,559462
0,797300;3,709090
0,896700;3,858831
0,997100;4,009688
1,096200;4,159360
1,195700;4,309017
1,295200;4,458742
1,393900;4,608455

pomiar;12,000000;Uout->No load
-1,394500;0,416086
-1,294100;0,562429
-1,195900;0,710351
-1,096000;0,858809
-0,996700;1,007620
-0,895500;1,157711
-0,796900;1,306937
-0,697600;1,456281
-0,597800;1,605584
-0,499000;1,755084
-0,398100;1,905701
-0,299200;2,055162
-0,200300;2,204656
-0,100900;2,354258
-0,000300;2,507466
0,100800;2,660280
0,200200;2,809836
0,299100;2,959440
0,398700;3,109180
0,497900;3,259938
0,598100;3,409554
0,698000;3,559293
0,797400;3,708965
0,896200;3,858646
0,996700;4,009483
1,095800;4,159229
1,195300;4,308932
1,295100;4,458655
1,393800;4,608347

pomiar;12,000000;Uout->5K
-1,394100;0,415871
-1,295300;0,562360
-1,195500;0,710242
-1,096400;0,858739
-0,995800;1,007577
-0,897100;1,157704
-0,797100;1,306905
-0,697000;1,456207
-0,598800;1,605610
-0,499000;1,755056
-0,399300;1,905640
-0,298600;2,055166
-0,199100;2,204964
-0,101200;2,354248
-0,000100;2,507483
0,100900;2,660268
0,200400;2,809849
0,299700;2,959451
0,398800;3,109182
0,499100;3,259938
0,598100;3,409619
0,697900;3,559294
0,796800;3,709022
0,896300;3,858716
0,996800;4,009504
1,095700;4,159225
1,195600;4,308920
1,294200;4,458558
1,393800;4,608288

pomiar;18,000000;Uout->No load
-1,394700;0,415381
-1,294000;0,561838
-1,194700;0,709733
-1,096400;0,858232
-0,996900;1,007027
-0,896800;1,157210
-0,796900;1,306372
-0,697000;1,455656
-0,598500;1,605089
-0,499000;1,754507
-0,399200;1,905045
-0,298800;2,054596
-0,200200;2,204086
-0,099900;2,353628
-0,000300;2,507117
0,100500;2,660196
0,199600;2,809742
0,299600;2,959384
0,398800;3,109008
0,499400;3,259793
0,598100;3,409458
0,696600;3,559124
0,796900;3,708892
0,896500;3,858587
0,997100;4,009410
1,095800;4,159121
1,195700;4,308812
1,294700;4,458481
1,394200;4,608209

pomiar;18,000000;Uout->5K
-1,394700;0,415549
-1,295200;0,561843
-1,194500;0,709803
-1,096100;0,858200
-0,997000;1,007087
-0,896700;1,157257
-0,797600;1,306388
-0,697600;1,455698
-0,597600;1,605075
-0,498800;1,754550
-0,398000;1,905122
-0,299800;2,054608
-0,199700;2,204153
-0,099600;2,353712
-0,000300;2,507141
0,100800;2,660169
0,199800;2,809763
0,299500;2,959403
0,399000;3,109049
0,498000;3,259799
0,598400;3,409453
0,697500;3,559170
0,796900;3,708843
0,895900;3,858510
0,996400;4,009380
1,095800;4,159019
1,195700;4,308748
1,294400;4,458553
1,394200;4,608138

