pomiar;3,700000;Uout->No load
-1,393700;0,404373
-1,294900;0,552127
-1,195300;0,700202
-1,095600;0,849830
-0,995700;0,998958
-0,896100;1,149318
-0,795100;1,298550
-0,696000;1,447918
-0,597000;1,597219
-0,497500;1,747003
-0,396600;1,897522
-0,297600;2,047000
-0,197900;2,196576
-0,097600;2,345397
-0,000100;2,494829
0,098400;2,643264
0,197900;2,793094
0,296800;2,942935
0,396600;3,091911
0,496500;3,242573
0,596600;3,392154
0,695400;3,542063
0,795200;3,692085
0,895200;3,841033
0,995500;3,991607
1,094000;4,141214
1,194200;4,291154
1,293400;4,440378
1,392700;4,590338

pomiar;3,700000;Uout->5K
-1,393600;0,408627
-1,293900;0,555111
-1,194400;0,703178
-1,093500;0,851442
-0,994100;1,000563
-0,893900;1,150712
-0,794200;1,299863
-0,694600;1,449009
-0,595400;1,598135
-0,497700;1,747567
-0,395900;1,898427
-0,297700;2,047418
-0,197700;2,197312
-0,098000;2,346782
-0,000300;2,495184
0,098000;2,643225
0,197400;2,792903
0,296700;2,942223
0,396100;3,091821
0,497500;3,242480
0,595800;3,392066
0,695500;3,541975
0,794400;3,691089
0,894400;3,840939
0,995200;3,991428
1,094000;4,141068
1,194000;4,290664
1,293000;4,440587
1,392500;4,590643

pomiar;7,400000;Uout->No load
-1,390800;0,409843
-1,293000;0,555870
-1,192200;0,704332
-1,093100;0,852501
-0,994500;1,001393
-0,893100;1,150644
-0,794600;1,300088
-0,695700;1,449297
-0,595400;1,598781
-0,495700;1,747060
-0,396300;1,898217
-0,297100;2,046725
-0,197800;2,197049
-0,098400;2,345662
0,000500;2,494831
0,097700;2,643234
0,197000;2,793035
0,297000;2,942565
0,396800;3,091402
0,496400;3,241729
0,595900;3,391116
0,695400;3,540443
0,794300;3,690700
0,894400;3,839784
0,993700;3,990616
1,093100;4,139537
1,193200;4,289481
1,292100;4,438976
1,391700;4,588609

pomiar;7,400000;Uout->5K
-1,392400;0,410288
-1,291400;0,556161
-1,192800;0,704317
-1,093400;0,852863
-0,993300;1,001557
-0,894200;1,150873
-0,794200;1,300087
-0,695100;1,449790
-0,595600;1,598690
-0,495500;1,748241
-0,396800;1,898421
-0,296900;2,047448
-0,197700;2,197181
-0,098600;2,345530
-0,000200;2,494975
0,097700;2,643972
0,197300;2,792781
0,296300;2,942626
0,395800;3,092006
0,495500;3,241734
0,596100;3,391945
0,695100;3,540634
0,794100;3,690810
0,893500;3,839903
0,993500;3,990376
1,093300;4,140174
1,193200;4,289181
1,291800;4,438930
1,391400;4,588805

pomiar;12,000000;Uout->No load
-1,390600;0,410338
-1,292200;0,556498
-1,192900;0,703919
-1,093100;0,852915
-0,994200;1,000980
-0,894000;1,151562
-0,793600;1,300672
-0,695800;1,449400
-0,594500;1,597922
-0,496600;1,747184
-0,396200;1,897710
-0,297100;2,047540
-0,197800;2,196559
-0,097400;2,346019
-0,000500;2,494802
0,097400;2,643248
0,197500;2,793240
0,297100;2,941719
0,395900;3,092046
0,496400;3,241929
0,595400;3,391986
0,695000;3,541513
0,794800;3,690634
0,893400;3,839944
0,993700;3,990622
1,093700;4,140126
1,193400;4,289836
1,291900;4,438597
1,391700;4,588233

pomiar;12,000000;Uout->5K
-1,391900;0,409569
-1,292500;0,556392
-1,192800;0,704662
-1,093700;0,853136
-0,994400;1,001038
-0,893600;1,150732
-0,794900;1,300726
-0,694100;1,448779
-0,595300;1,598942
-0,496600;1,747125
-0,396100;1,898556
-0,296900;2,046798
-0,196800;2,197075
-0,097600;2,346490
-0,000200;2,494825
0,098800;2,643826
0,197700;2,792468
0,296400;2,941505
0,396000;3,090963
0,495600;3,241502
0,595100;3,390861
0,694800;3,540321
0,794400;3,690672
0,893800;3,840267
0,995100;3,990819
1,093100;4,139197
1,192600;4,288695
1,292000;4,439013
1,391200;4,587526

pomiar;18,000000;Uout->No load
-1,391400;0,409344
-1,290900;0,556293
-1,193200;0,703475
-1,092400;0,851795
-0,993900;1,000334
-0,893200;1,151369
-0,793200;1,299729
-0,694700;1,448439
-0,595500;1,598036
-0,495200;1,747840
-0,395200;1,898158
-0,295700;2,047482
-0,196400;2,196764
-0,098200;2,345855
-0,000100;2,494599
0,097100;2,642747
0,197500;2,792475
0,297000;2,942525
0,395900;3,091553
0,495900;3,241351
0,595500;3,391944
0,694300;3,541196
0,794200;3,690117
0,893400;3,840154
0,994400;3,989719
1,094200;4,140239
1,193100;4,289699
1,292000;4,438014
1,391100;4,588602

pomiar;18,000000;Uout->5K
-1,391600;0,410035
-1,292300;0,556502
-1,191100;0,704541
-1,093300;0,852906
-0,993900;1,001578
-0,893700;1,151501
-0,793800;1,300545
-0,695500;1,448637
-0,596200;1,597599
-0,495700;1,747938
-0,395700;1,898313
-0,296100;2,046442
-0,195900;2,196873
-0,096900;2,345003
-0,000200;2,494613
0,097400;2,643753
0,197700;2,793020
0,296100;2,941333
0,396000;3,091143
0,496800;3,242471
0,596100;3,391936
0,694400;3,541271
0,793800;3,690454
0,893600;3,840191
0,993700;3,990734
1,093500;4,140187
1,192600;4,289624
1,292300;4,437985
1,390900;4,587363

