pomiar;3,700000;Uout->No load
-1,394500;0,404397
-1,295300;0,551944
-1,194800;0,700774
-1,096500;0,849785
-0,997400;0,999085
-0,896900;1,149238
-0,796700;1,299263
-0,698000;1,448326
-0,597700;1,598606
-0,498300;1,748219
-0,398900;1,898335
-0,299000;2,047937
-0,198400;2,197168
-0,100100;2,347117
-0,000100;2,498686
0,098800;2,649978
0,199000;2,798810
0,298700;2,948707
0,398500;3,098100
0,498600;3,248746
0,597900;3,398180
0,697200;3,547934
0,797100;3,697627
0,896000;3,846573
0,996600;3,996990
1,095500;4,146299
1,195100;4,295703
1,295000;4,444975
1,394700;4,594996

pomiar;3,700000;Uout->5K
-1,394700;0,407362
-1,295200;0,553984
-1,194800;0,701364
-1,096800;0,850319
-0,997200;0,999816
-0,896500;1,150197
-0,797400;1,299531
-0,697700;1,448782
-0,599000;1,598238
-0,498600;1,747423
-0,398000;1,898594
-0,298300;2,047921
-0,198700;2,197810
-0,099800;2,347341
-0,000200;2,498705
0,099800;2,649510
0,199600;2,799491
0,298800;2,949005
0,398600;3,098524
0,498000;3,248820
0,597800;3,399086
0,698100;3,547841
0,797100;3,697319
0,896500;3,846680
0,996400;3,997380
1,096200;4,147115
1,196500;4,296205
1,294900;4,445175
1,395500;4,594460

pomiar;7,400000;Uout->No load
-1,394200;0,408564
-1,293600;0,555425
-1,195800;0,702425
-1,095900;0,851123
-0,994800;1,000963
-0,896500;1,150260
-0,796100;1,299359
-0,696800;1,448873
-0,596900;1,599011
-0,497300;1,747388
-0,398500;1,898106
-0,297400;2,048412
-0,199900;2,197605
-0,099900;2,347056
-0,000100;2,498648
0,100000;2,649662
0,199700;2,799732
0,298500;2,948291
0,397300;3,098310
0,497800;3,248366
0,597700;3,398112
0,696900;3,547571
0,796800;3,697207
0,896600;3,845598
0,995900;3,996136
1,095700;4,145998
1,194300;4,294694
1,294100;4,444061
1,393600;4,592425

pomiar;7,400000;Uout->5K
-1,394200;0,408923
-1,293400;0,555446
-1,194000;0,703031
-1,095600;0,851597
-0,994400;1,000880
-0,896200;1,150151
-0,797200;1,300250
-0,697100;1,448974
-0,598400;1,598421
-0,498600;1,748320
-0,398500;1,898782
-0,299100;2,047744
-0,200400;2,197018
-0,100500;2,346062
-0,000100;2,498565
0,100000;2,650273
0,199400;2,799443
0,298600;2,949229
0,398100;3,097579
0,498000;3,248127
0,597900;3,397525
0,697800;3,547314
0,796500;3,697103
0,896100;3,845330
0,995800;3,996790
1,095800;4,145149
1,193900;4,294076
1,294300;4,443414
1,392700;4,592474

pomiar;12,000000;Uout->No load
-1,392800;0,408442
-1,294600;0,554733
-1,194800;0,702851
-1,096200;0,851291
-0,995000;1,000308
-0,896400;1,150000
-0,796500;1,299643
-0,696200;1,448938
-0,597600;1,597886
-0,498400;1,747590
-0,398800;1,897713
-0,298100;2,046451
-0,200100;2,196099
-0,100000;2,346384
-0,000600;2,498187
0,099600;2,649317
0,199400;2,798724
0,299200;2,948858
0,397900;3,098170
0,498200;3,248263
0,598300;3,397862
0,698000;3,547535
0,796700;3,697089
0,896500;3,845794
0,996100;3,995705
1,095800;4,145533
1,195100;4,295088
1,294000;4,444209
1,394200;4,593390

pomiar;12,000000;Uout->5K
-1,394000;0,408709
-1,294100;0,554907
-1,195900;0,702161
-1,095200;0,850819
-0,995400;1,000340
-0,895800;1,150390
-0,796200;1,299509
-0,695900;1,449144
-0,596600;1,598488
-0,497700;1,747278
-0,398700;1,897961
-0,298600;2,047819
-0,198400;2,197241
-0,098900;2,345653
-0,000300;2,498240
0,099300;2,649203
0,199700;2,798649
0,299000;2,948451
0,398300;3,098009
0,499200;3,248848
0,597800;3,397806
0,697200;3,547057
0,795900;3,696002
0,895800;3,845340
0,996300;3,995723
1,094700;4,144865
1,194700;4,294429
1,293900;4,443296
1,393600;4,592570

pomiar;18,000000;Uout->No load
-1,393800;0,408280
-1,292800;0,554394
-1,195700;0,701565
-1,095300;0,850437
-0,995100;1,000135
-0,896000;1,150043
-0,796200;1,299368
-0,697400;1,447633
-0,597800;1,596926
-0,497400;1,746207
-0,398400;1,897261
-0,298500;2,046065
-0,199900;2,195688
-0,100700;2,345279
0,000100;2,497816
0,100000;2,649107
0,199000;2,799436
0,299400;2,948800
0,398700;3,098417
0,498300;3,247875
0,597500;3,397235
0,697600;3,547572
0,797100;3,695922
0,896200;3,846216
0,995600;3,996519
1,095200;4,145967
1,195400;4,294208
1,293900;4,444323
1,393600;4,593435

pomiar;18,000000;Uout->5K
-1,393700;0,407493
-1,294900;0,554813
-1,195800;0,701774
-1,095400;0,851228
-0,996900;0,999947
-0,896300;1,149574
-0,795500;1,299278
-0,697100;1,448568
-0,598400;1,597976
-0,498700;1,747264
-0,397400;1,896899
-0,298500;2,047051
-0,199700;2,196126
-0,099500;2,345375
-0,000300;2,497885
0,100600;2,649743
0,198800;2,799598
0,298300;2,948606
0,398900;3,097946
0,498000;3,248910
0,597500;3,398168
0,696700;3,546600
0,796100;3,697014
0,896400;3,846387
0,996600;3,995751
1,095400;4,145747
1,194900;4,294955
1,294000;4,443459
1,394000;4,593667

