pomiar;3,700000;Uout->No load
-1,393200;0,396264
-1,293900;0,545053
-1,194800;0,694640
-1,094900;0,844715
-0,994600;0,994902
-0,894500;1,146382
-0,794700;1,296798
-0,695100;1,447183
-0,596400;1,597644
-0,496100;1,748160
-0,397200;1,899742
-0,297700;2,050321
-0,197000;2,200863
-0,098800;2,351390
-0,000300;2,501517
0,098700;2,651420
0,197900;2,801882
0,296800;2,952471
0,396600;3,102991
0,496800;3,254708
0,596200;3,405310
0,696000;3,555784
0,795900;3,706373
0,895000;3,856926
0,995400;4,008731
1,095100;4,159337
1,193900;4,309999
1,293700;4,460552
1,393600;4,611148

pomiar;3,700000;Uout->5K
-1,393200;0,400047
-1,294300;0,547481
-1,194600;0,696557
-1,094900;0,846155
-0,994400;0,995992
-0,894200;1,147214
-0,795800;1,297385
-0,696200;1,447666
-0,597100;1,597991
-0,496200;1,748363
-0,397000;1,899898
-0,296900;2,050357
-0,196900;2,200794
-0,098900;2,351372
-0,000200;2,501395
0,098200;2,651155
0,197500;2,801731
0,297200;2,952280
0,396100;3,102870
0,496600;3,254594
0,596700;3,405252
0,695900;3,555840
0,795200;3,706399
0,895000;3,857059
0,995100;4,008770
1,094600;4,159401
1,194200;4,310063
1,293900;4,460645
1,392900;4,611290

pomiar;7,400000;Uout->No load
-1,391500;0,401784
-1,291800;0,549068
-1,193600;0,698001
-1,094300;0,847503
-0,994300;0,997144
-0,894100;1,148101
-0,794000;1,298179
-0,695700;1,448292
-0,595900;1,598528
-0,497100;1,748772
-0,395700;1,900253
-0,297600;2,050579
-0,196700;2,200872
-0,097500;2,351255
-0,000500;2,501376
0,098400;2,651293
0,197800;2,801705
0,297300;2,952106
0,397400;3,102499
0,496700;3,253964
0,595800;3,404381
0,695100;3,554770
0,794400;3,705232
0,894200;3,855644
0,994700;4,007292
1,093800;4,157701
1,192800;4,308204
1,292900;4,458632
1,392200;4,609128

pomiar;7,400000;Uout->5K
-1,390800;0,401618
-1,292500;0,548873
-1,193200;0,697868
-1,094400;0,847310
-0,994100;0,997005
-0,894300;1,147980
-0,794700;1,297999
-0,695500;1,448134
-0,596300;1,598317
-0,496900;1,748574
-0,396400;1,899995
-0,297200;2,050308
-0,196600;2,200622
-0,098700;2,350931
-0,000800;2,501211
0,098600;2,651214
0,197300;2,801582
0,297200;2,951946
0,396700;3,102363
0,497300;3,253922
0,596400;3,404270
0,695600;3,554665
0,794700;3,705183
0,893300;3,855656
0,994100;4,007222
1,093700;4,157698
1,193400;4,308157
1,292300;4,458586
1,391600;4,609060

pomiar;12,000000;Uout->No load
-1,391500;0,400810
-1,291800;0,548294
-1,193700;0,697156
-1,094000;0,846496
-0,994800;0,996251
-0,894200;1,147274
-0,795300;1,297384
-0,695600;1,447511
-0,595400;1,597787
-0,495600;1,748041
-0,396900;1,899474
-0,297500;2,049756
-0,198000;2,200088
-0,098500;2,350431
-0,000100;2,500889
0,098300;2,651153
0,197800;2,801514
0,296600;2,951934
0,396500;3,102413
0,496600;3,253995
0,596300;3,404416
0,695000;3,554792
0,794900;3,705279
0,894200;3,855690
0,994800;4,007265
1,093600;4,157710
1,192300;4,308164
1,292400;4,458601
1,392000;4,609046

pomiar;12,000000;Uout->5K
-1,392100;0,401012
-1,291800;0,548336
-1,193200;0,697184
-1,093700;0,846598
-0,994700;0,996402
-0,894600;1,147469
-0,794300;1,297569
-0,695900;1,447598
-0,596100;1,597793
-0,496600;1,748031
-0,396400;1,899361
-0,296500;2,049686
-0,197400;2,199985
-0,097600;2,350341
0,000200;2,500816
0,098200;2,651019
0,197800;2,801342
0,296700;2,951748
0,396300;3,102161
0,497100;3,253727
0,596200;3,404124
0,695000;3,554538
0,794800;3,704979
0,894300;3,855436
0,994200;4,006956
1,093700;4,157413
1,192600;4,307907
1,292200;4,458331
1,391600;4,608765

pomiar;18,000000;Uout->No load
-1,391900;0,400197
-1,293200;0,547556
-1,193600;0,696496
-1,093700;0,845923
-0,993200;0,995620
-0,893500;1,146678
-0,794900;1,296660
-0,695400;1,446769
-0,595200;1,596945
-0,496600;1,747207
-0,396500;1,898639
-0,296300;2,048975
-0,196900;2,199331
-0,098400;2,349636
-0,000400;2,500363
0,098100;2,650838
0,197000;2,801157
0,297300;2,951611
0,396400;3,102031
0,497600;3,253612
0,595700;3,404027
0,695700;3,554437
0,794800;3,704878
0,894400;3,855288
0,994300;4,006854
1,093300;4,157416
1,193500;4,307805
1,292500;4,458335
1,392100;4,608739

pomiar;18,000000;Uout->5K
-1,392300;0,400483
-1,293100;0,547749
-1,193000;0,696701
-1,094400;0,846158
-0,994400;0,995897
-0,893000;1,146956
-0,794000;1,296964
-0,695600;1,447138
-0,596000;1,597342
-0,495600;1,747554
-0,396500;1,899037
-0,297600;2,049279
-0,198500;2,199674
-0,098800;2,349999
-0,000200;2,500587
0,098200;2,650972
0,197600;2,801279
0,297200;2,951708
0,397200;3,102129
0,496300;3,253667
0,596100;3,404141
0,695200;3,554507
0,794400;3,704945
0,894400;3,855381
0,994400;4,006935
1,093700;4,157324
1,192800;4,307752
1,292000;4,458250
1,391600;4,608668

