pomiar;3,700000;Uout->No load
-1,393000;0,404591
-1,294500;0,552629
-1,194700;0,701710
-1,094000;0,851162
-0,994700;1,000824
-0,895400;1,151623
-0,796200;1,301377
-0,695200;1,451180
-0,596800;1,601051
-0,496700;1,750972
-0,397300;1,902062
-0,297400;2,052073
-0,197400;2,202080
-0,098400;2,351944
-0,000400;2,501796
0,099200;2,651105
0,197500;2,801078
0,297100;2,951094
0,396800;3,101024
0,496900;3,252172
0,596800;3,402156
0,695400;3,552099
0,795400;3,702030
0,895200;3,851900
0,994800;4,002958
1,094900;4,152968
1,194200;4,302890
1,293500;4,452678
1,392900;4,602534

pomiar;3,700000;Uout->5K
-1,393300;0,407939
-1,294000;0,554659
-1,194700;0,703307
-1,094800;0,852420
-0,995400;1,001756
-0,894300;1,152535
-0,795500;1,302334
-0,696000;1,452110
-0,597100;1,601981
-0,496200;1,751904
-0,397400;1,903021
-0,297600;2,052951
-0,197000;2,202843
-0,098800;2,352755
-0,000200;2,502476
0,098500;2,651723
0,197800;2,801776
0,297200;2,951776
0,397200;3,101798
0,496900;3,252867
0,595900;3,402860
0,696000;3,552806
0,795800;3,702713
0,894700;3,852661
0,995400;4,003698
1,095000;4,153558
1,193800;4,303366
1,293800;4,453260
1,392800;4,602975

pomiar;7,400000;Uout->No load
-1,392400;0,410007
-1,291500;0,556752
-1,193400;0,705182
-1,093600;0,854088
-0,993300;1,003427
-0,893200;1,153930
-0,795000;1,303440
-0,694400;1,453110
-0,596100;1,602677
-0,496600;1,752341
-0,395400;1,903105
-0,296800;2,052913
-0,196900;2,202718
-0,097600;2,352473
0,000400;2,502347
0,098400;2,651740
0,197400;2,801513
0,297100;2,951340
0,396800;3,101233
0,496200;3,252198
0,596300;3,401998
0,695000;3,551849
0,794800;3,701710
0,894300;3,851468
0,994000;4,002282
1,093900;4,152049
1,193400;4,301747
1,292300;4,451471
1,392000;4,601126

pomiar;7,400000;Uout->5K
-1,392400;0,409978
-1,291700;0,556798
-1,192400;0,705152
-1,094000;0,854139
-0,994400;1,003350
-0,894100;1,153970
-0,793700;1,303532
-0,695900;1,453107
-0,595700;1,602736
-0,495600;1,752514
-0,396800;1,903370
-0,296200;2,053214
-0,198300;2,203002
-0,098200;2,352715
-0,000300;2,502462
0,098100;2,651751
0,197500;2,801366
0,296900;2,951201
0,396300;3,100997
0,496700;3,251977
0,596100;3,401847
0,695300;3,551666
0,795300;3,701503
0,894200;3,851297
0,994800;4,002139
1,093100;4,151800
1,193300;4,301476
1,292100;4,451127
1,391900;4,600756

pomiar;12,000000;Uout->No load
-1,391000;0,409120
-1,292800;0,555850
-1,193100;0,704262
-1,093000;0,853139
-0,993900;1,002487
-0,894700;1,153165
-0,795000;1,302702
-0,694500;1,452355
-0,594900;1,602021
-0,496800;1,751767
-0,396500;1,902712
-0,296100;2,052500
-0,198300;2,202209
-0,098800;2,352025
-0,000500;2,502198
0,098300;2,651784
0,197200;2,801568
0,296600;2,951324
0,395400;3,101103
0,496300;3,251997
0,595500;3,401741
0,695600;3,551517
0,795300;3,701324
0,894400;3,851075
0,994100;4,001906
1,093700;4,151626
1,192700;4,301334
1,292300;4,451019
1,392000;4,600686

pomiar;12,000000;Uout->5K
-1,391800;0,409163
-1,293100;0,555914
-1,192900;0,704309
-1,092900;0,853234
-0,994700;1,002530
-0,894200;1,153161
-0,795300;1,302742
-0,695200;1,452406
-0,595300;1,602074
-0,497000;1,751778
-0,395800;1,902648
-0,297200;2,052360
-0,197300;2,202150
-0,098500;2,351880
-0,000700;2,501926
0,098400;2,651284
0,197200;2,801074
0,297400;2,950944
0,396400;3,100811
0,496800;3,251712
0,595700;3,401518
0,695400;3,551301
0,794400;3,701087
0,894100;3,850796
0,994600;4,001634
1,093400;4,151327
1,193000;4,301068
1,291900;4,450831
1,391500;4,600586

pomiar;18,000000;Uout->No load
-1,391800;0,408845
-1,291400;0,555651
-1,193300;0,704155
-1,092500;0,853110
-0,993400;1,002390
-0,893900;1,152930
-0,793900;1,302348
-0,695700;1,452037
-0,594600;1,601786
-0,495600;1,751453
-0,396900;1,902308
-0,296100;2,052034
-0,198200;2,201773
-0,097500;2,351490
-0,000300;2,501751
0,098100;2,651299
0,197600;2,801069
0,296300;2,950838
0,396200;3,100665
0,496800;3,251567
0,595700;3,401393
0,695200;3,551147
0,794300;3,700912
0,893900;3,850651
0,994200;4,001524
1,093900;4,150701
1,192600;4,300281
1,292300;4,450238
1,391500;4,600299

pomiar;18,000000;Uout->5K
-1,392200;0,408329
-1,291500;0,555080
-1,192300;0,703054
-1,094400;0,852829
-0,994800;1,002114
-0,894800;1,151597
-0,794100;1,302052
-0,694700;1,451403
-0,596400;1,600968
-0,496100;1,749875
-0,396800;1,901843
-0,297700;2,051482
-0,198800;2,200971
-0,098900;2,349988
-0,000600;2,501605
0,098700;2,651597
0,198000;2,802446
0,297900;2,952051
0,397300;3,101943
0,497200;3,252040
0,596700;3,403000
0,697300;3,552866
0,796200;3,701661
0,895300;3,851395
0,995000;4,002259
1,094400;4,152235
1,194300;4,302909
1,293000;4,452186
1,393100;4,601536

