pomiar;3,700000;Uout->No load
-1,393900;0,402487
-1,294500;0,550474
-1,195100;0,699735
-1,095600;0,849277
-0,995700;0,999043
-0,894700;1,150096
-0,795600;1,300173
-0,696800;1,450316
-0,597400;1,600338
-0,497700;1,750466
-0,397200;1,901714
-0,297000;2,051879
-0,198600;2,201962
-0,097900;2,352108
-0,000100;2,502381
0,098700;2,652189
0,198000;2,802239
0,297500;2,952352
0,397000;3,102468
0,496900;3,253627
0,596500;3,403691
0,696400;3,553698
0,796400;3,703707
0,895400;3,853739
0,995200;4,004832
1,094800;4,154853
1,194500;4,304767
1,293900;4,454760
1,393200;4,604572

pomiar;3,700000;Uout->5K
-1,393600;0,405128
-1,293000;0,552533
-1,194800;0,701437
-1,094100;0,850733
-0,995800;1,000336
-0,894400;1,151208
-0,795500;1,301060
-0,696500;1,451068
-0,595800;1,601031
-0,497400;1,751155
-0,397300;1,902391
-0,297700;2,052514
-0,197900;2,202686
-0,098100;2,352749
-0,000300;2,502660
0,097300;2,652026
0,197800;2,802062
0,296800;2,952125
0,396500;3,102183
0,497400;3,253319
0,596300;3,403328
0,695700;3,553394
0,795400;3,703357
0,895400;3,853392
0,995300;4,004483
1,094200;4,154461
1,194500;4,304412
1,294300;4,454370
1,394200;4,604320

pomiar;7,400000;Uout->No load
-1,392600;0,407255
-1,291900;0,554573
-1,192300;0,703220
-1,093700;0,852356
-0,993700;1,001771
-0,893000;1,152489
-0,794800;1,302244
-0,695300;1,452106
-0,596300;1,601952
-0,497000;1,751805
-0,395700;1,902891
-0,297200;2,052923
-0,196700;2,202826
-0,097500;2,352773
-0,000300;2,502669
0,098000;2,652001
0,197700;2,801918
0,297600;2,951911
0,396500;3,101750
0,496800;3,252777
0,595400;3,402625
0,695300;3,552522
0,794500;3,702389
0,894200;3,852313
0,994200;4,003280
1,093700;4,153168
1,192700;4,302982
1,292600;4,452856
1,391500;4,602628

pomiar;7,400000;Uout->5K
-1,392400;0,407273
-1,291900;0,554462
-1,193600;0,703168
-1,093300;0,852315
-0,994600;1,001807
-0,894300;1,152574
-0,794600;1,302311
-0,695800;1,452148
-0,595600;1,602026
-0,497000;1,751974
-0,395100;1,903042
-0,297100;2,052943
-0,197700;2,202836
-0,098300;2,352761
-0,000100;2,502542
0,098300;2,651755
0,197100;2,801663
0,297200;2,951656
0,396400;3,101579
0,496000;3,252560
0,595900;3,402471
0,695500;3,552386
0,794600;3,702167
0,894200;3,851982
0,993900;4,002951
1,093300;4,152785
1,193200;4,302602
1,291700;4,452347
1,391500;4,602076

pomiar;12,000000;Uout->No load
-1,392400;0,407037
-1,292600;0,554217
-1,193400;0,702919
-1,092700;0,852148
-0,993300;1,001596
-0,893300;1,152412
-0,793700;1,302196
-0,695400;1,452100
-0,596000;1,601921
-0,496700;1,751867
-0,396200;1,902996
-0,297200;2,052980
-0,198200;2,202915
-0,097900;2,352775
-0,000700;2,502614
0,097900;2,651917
0,197100;2,801756
0,296900;2,951713
0,395600;3,101586
0,496200;3,252674
0,595700;3,402621
0,695900;3,552562
0,794700;3,702491
0,894100;3,852398
0,993800;4,003305
1,093600;4,153102
1,192500;4,302904
1,292100;4,452668
1,391200;4,602460

pomiar;12,000000;Uout->5K
-1,390600;0,407335
-1,291500;0,554604
-1,191800;0,703250
-1,093900;0,852476
-0,994000;1,001834
-0,893900;1,152645
-0,794600;1,302390
-0,695500;1,452116
-0,596100;1,602015
-0,495400;1,751865
-0,396100;1,902921
-0,295500;2,052816
-0,197200;2,202723
-0,098100;2,352614
-0,000600;2,502376
0,098700;2,651580
0,197000;2,801548
0,296900;2,951540
0,396300;3,101459
0,496000;3,252496
0,596700;3,402440
0,695000;3,552296
0,794600;3,702237
0,893500;3,852114
0,993700;4,003078
1,093800;4,152828
1,192700;4,302619
1,292300;4,452354
1,391800;4,602166

pomiar;18,000000;Uout->No load
-1,391800;0,407185
-1,291500;0,554503
-1,192100;0,703210
-1,093600;0,852327
-0,994000;1,001699
-0,894300;1,152465
-0,794700;1,302179
-0,695300;1,451991
-0,594800;1,601873
-0,496700;1,751841
-0,396100;1,902940
-0,297300;2,052895
-0,198200;2,202813
-0,098400;2,352670
-0,000300;2,502552
0,097900;2,651896
0,196400;2,801809
0,296400;2,951763
0,396100;3,101632
0,496600;3,252713
0,595400;3,402586
0,694600;3,552415
0,794000;3,702307
0,893600;3,852116
0,994100;4,003162
1,094000;4,152950
1,192700;4,302736
1,292500;4,452565
1,391000;4,602350

pomiar;18,000000;Uout->5K
-1,391800;0,407201
-1,292100;0,554390
-1,192600;0,703141
-1,093700;0,852396
-0,993800;1,001859
-0,894000;1,152595
-0,793600;1,302324
-0,695100;1,452136
-0,596200;1,601960
-0,496400;1,751865
-0,395900;1,902901
-0,296600;2,052875
-0,197700;2,202790
-0,098200;2,352692
-0,000600;2,502506
0,097900;2,651706
0,197100;2,801605
0,296700;2,951538
0,396300;3,101452
0,496000;3,252521
0,595800;3,402369
0,695100;3,552258
0,794300;3,702208
0,893800;3,852052
0,993500;4,003064
1,093400;4,152867
1,193000;4,302639
1,292100;4,452362
1,391500;4,602192

