pomiar;3,700000;Uout->No load
-1,394500;0,404115
-1,294100;0,552156
-1,195200;0,701008
-1,094800;0,850363
-0,995500;0,999769
-0,895800;1,150441
-0,796600;1,299958
-0,697000;1,449406
-0,597000;1,599135
-0,497200;1,748778
-0,397300;1,899543
-0,298200;2,049220
-0,198800;2,198870
-0,099000;2,348524
-0,000400;2,498530
0,098700;2,648185
0,197800;2,797654
0,297500;2,947295
0,397500;3,096862
0,497300;3,247520
0,596700;3,397140
0,696400;3,546768
0,796200;3,696389
0,895700;3,845982
0,995500;3,996750
1,095100;4,146365
1,194400;4,295964
1,293800;4,445573
1,393700;4,595371

pomiar;3,700000;Uout->5K
-1,393700;0,408605
-1,294500;0,555515
-1,194700;0,703845
-1,095100;0,852650
-0,994800;1,001742
-0,895300;1,152081
-0,795700;1,300955
-0,696900;1,451028
-0,596000;1,599966
-0,496700;1,749729
-0,396200;1,900780
-0,298000;2,050358
-0,198500;2,199984
-0,097900;2,349492
-0,000600;2,498891
0,098900;2,647965
0,197600;2,797445
0,297100;2,947049
0,396900;3,096637
0,496700;3,247320
0,596000;3,396961
0,697100;3,546670
0,795700;3,696317
0,895500;3,846214
0,995100;3,996517
1,095100;4,146155
1,193900;4,295687
1,293600;4,445225
1,393000;4,594874

pomiar;7,400000;Uout->No load
-1,392900;0,410599
-1,293200;0,557792
-1,193400;0,705852
-1,094600;0,854703
-0,994500;1,003293
-0,893600;1,153783
-0,795700;1,302574
-0,695500;1,452048
-0,595000;1,601608
-0,496900;1,750876
-0,395900;1,901514
-0,296300;2,050926
-0,198100;2,200322
-0,098200;2,349750
-0,000600;2,498957
0,098200;2,647962
0,197900;2,797759
0,297200;2,947370
0,396100;3,096099
0,496400;3,246667
0,596500;3,397222
0,695600;3,546052
0,795100;3,695721
0,894700;3,845406
0,995500;3,995708
1,093900;4,144991
1,192900;4,293876
1,293000;4,443907
1,391900;4,593242

pomiar;7,400000;Uout->5K
-1,392500;0,411264
-1,292700;0,557862
-1,192300;0,706167
-1,092900;0,854530
-0,994200;1,003358
-0,894700;1,152997
-0,795200;1,302077
-0,695900;1,452394
-0,596200;1,601622
-0,496500;1,750101
-0,396600;1,901140
-0,296000;2,050568
-0,196500;2,200389
-0,097400;2,349840
-0,000300;2,498805
0,097900;2,647403
0,198400;2,797836
0,296800;2,946261
0,396900;3,096831
0,496200;3,246446
0,596400;3,396401
0,695800;3,546062
0,794400;3,695321
0,894800;3,844891
0,994400;3,995558
1,093700;4,144329
1,193200;4,294120
1,292100;4,442979
1,391800;4,592667

pomiar;12,000000;Uout->No load
-1,392900;0,410051
-1,291600;0,557826
-1,193500;0,705064
-1,092600;0,854537
-0,995100;1,002782
-0,893500;1,153810
-0,793700;1,302103
-0,696000;1,452029
-0,596000;1,601304
-0,496400;1,751058
-0,395700;1,901044
-0,297400;2,050640
-0,196800;2,199891
-0,098800;2,349196
-0,000900;2,498891
0,098300;2,647677
0,197400;2,797728
0,297300;2,947312
0,397100;3,095860
0,496100;3,246981
0,596300;3,396471
0,696300;3,546256
0,795500;3,695426
0,893600;3,845010
0,994200;3,995046
1,094200;4,144567
1,192900;4,293533
1,292100;4,443577
1,390700;4,592445

pomiar;12,000000;Uout->5K
-1,392000;0,410641
-1,293200;0,557581
-1,193600;0,705671
-1,092800;0,854660
-0,994700;1,003306
-0,894100;1,153789
-0,795100;1,302408
-0,695400;1,451782
-0,596000;1,601448
-0,495700;1,750339
-0,396900;1,901359
-0,297500;2,050311
-0,197800;2,199683
-0,098600;2,349488
0,000200;2,498877
0,098300;2,647548
0,197400;2,797417
0,297100;2,946919
0,396200;3,096553
0,496500;3,246730
0,595100;3,395874
0,695300;3,545576
0,794600;3,694430
0,894400;3,844568
0,994100;3,994915
1,094200;4,144666
1,193000;4,293604
1,292300;4,443005
1,392000;4,593048

pomiar;18,000000;Uout->No load
-1,392200;0,410507
-1,291500;0,557843
-1,193700;0,705841
-1,093900;0,854667
-0,993200;1,003409
-0,893200;1,154016
-0,794000;1,302449
-0,695200;1,451558
-0,595400;1,601760
-0,496800;1,751207
-0,395300;1,901292
-0,297200;2,050602
-0,197400;2,200169
-0,097300;2,349524
-0,000300;2,498922
0,098400;2,647618
0,197200;2,796964
0,296500;2,946414
0,396400;3,096415
0,496200;3,247321
0,595800;3,396485
0,695100;3,546154
0,794300;3,695579
0,893900;3,845112
0,994000;3,995100
1,093100;4,144118
1,193200;4,294045
1,292800;4,443831
1,391600;4,592876

pomiar;18,000000;Uout->5K
-1,392000;0,410476
-1,292500;0,558280
-1,192400;0,706048
-1,093800;0,854522
-0,993200;1,002950
-0,892500;1,153379
-0,794800;1,302686
-0,695000;1,451719
-0,596000;1,601047
-0,496100;1,750408
-0,396300;1,901824
-0,296000;2,051248
-0,197600;2,199679
-0,096900;2,350173
-0,000200;2,498875
0,098500;2,647766
0,197300;2,797666
0,297500;2,947099
0,396200;3,096420
0,495800;3,246850
0,596000;3,396530
0,694800;3,545390
0,794500;3,695524
0,894100;3,844947
0,994700;3,995473
1,093400;4,143772
1,193500;4,293281
1,291800;4,443678
1,391400;4,592837

