pomiar;3,700000;Uout->No load
-1,392400;0,407772
-1,293100;0,556183
-1,193000;0,704957
-1,093600;0,854700
-0,994700;1,004972
-0,893600;1,155688
-0,795300;1,306093
-0,695600;1,456156
-0,595100;1,606277
-0,495800;1,755960
-0,395400;1,907631
-0,295800;2,057719
-0,197300;2,207862
-0,096600;2,357931
-0,000200;2,506803
0,097900;2,655331
0,197100;2,805115
0,296500;2,955411
0,396500;3,105815
0,495500;3,257074
0,596600;3,407424
0,695300;3,557595
0,795000;3,707248
0,893900;3,857840
0,994600;4,008710
1,093400;4,158678
1,193100;4,308646
1,293300;4,458865
1,392400;4,609179

pomiar;3,700000;Uout->5K
-1,392700;0,411879
-1,292000;0,558395
-1,194000;0,707492
-1,093900;0,856199
-0,994600;1,005931
-0,894300;1,156744
-0,794700;1,307040
-0,694300;1,456627
-0,595000;1,606421
-0,496800;1,756900
-0,395700;1,908100
-0,296300;2,058217
-0,197600;2,207486
-0,097700;2,358443
-0,000700;2,506934
0,097700;2,654880
0,197000;2,805152
0,296100;2,955265
0,396000;3,105864
0,496600;3,256523
0,595400;3,406763
0,695300;3,557089
0,794700;3,707014
0,894200;3,857448
0,994700;4,008370
1,093500;4,158943
1,193300;4,308581
1,292900;4,459484
1,392700;4,609282

pomiar;7,400000;Uout->No load
-1,391700;0,412217
-1,291000;0,559600
-1,192800;0,708428
-1,093400;0,857653
-0,993300;1,006536
-0,893800;1,157828
-0,794300;1,306782
-0,694700;1,456793
-0,595000;1,607072
-0,496300;1,756528
-0,395900;1,907934
-0,296700;2,057404
-0,196300;2,207537
-0,098300;2,357067
-0,000200;2,506632
0,096900;2,655300
0,197700;2,805210
0,296300;2,955633
0,395900;3,105032
0,496000;3,256200
0,594700;3,406246
0,694600;3,556548
0,794400;3,706362
0,893200;3,856036
0,993500;4,007169
1,093400;4,157609
1,192300;4,306879
1,290700;4,456715
1,391700;4,607259

pomiar;7,400000;Uout->5K
-1,390300;0,412009
-1,292000;0,559736
-1,193000;0,707649
-1,093600;0,857122
-0,994500;1,006816
-0,892800;1,157044
-0,793600;1,306677
-0,695000;1,456877
-0,594600;1,606523
-0,496200;1,756949
-0,395500;1,907769
-0,296600;2,057887
-0,197400;2,207556
-0,098200;2,356973
0,000100;2,506660
0,097700;2,655575
0,197200;2,805389
0,296000;2,955076
0,395900;3,105260
0,496100;3,256003
0,595100;3,406236
0,694600;3,555979
0,794300;3,705616
0,893400;3,855703
0,994200;4,007105
1,092700;4,157640
1,192500;4,307235
1,290900;4,457406
1,390500;4,607178

pomiar;12,000000;Uout->No load
-1,391700;0,411612
-1,292500;0,558887
-1,192500;0,707276
-1,092000;0,856833
-0,992600;1,006593
-0,892900;1,156998
-0,794000;1,306151
-0,694600;1,455966
-0,595700;1,606220
-0,495800;1,755831
-0,396000;1,907147
-0,296600;2,057242
-0,197300;2,207417
-0,098200;2,356702
-0,000300;2,506182
0,097100;2,654437
0,196300;2,805013
0,296400;2,954656
0,395600;3,104977
0,496200;3,255795
0,594900;3,405496
0,694400;3,555561
0,794300;3,706337
0,893400;3,855373
0,993800;4,007400
1,093300;4,156666
1,192400;4,306401
1,292000;4,457044
1,390900;4,606525

pomiar;12,000000;Uout->5K
-1,390300;0,411369
-1,292200;0,559128
-1,192600;0,707054
-1,092000;0,856281
-0,994500;1,005732
-0,893800;1,156651
-0,793900;1,306196
-0,694600;1,456881
-0,595600;1,606006
-0,496100;1,755959
-0,395800;1,907483
-0,296800;2,057452
-0,197400;2,207435
-0,097400;2,356500
-0,000200;2,506233
0,097100;2,655191
0,196400;2,804358
0,295800;2,954345
0,396000;3,104434
0,496500;3,255964
0,595000;3,405323
0,694600;3,555729
0,794500;3,705359
0,893000;3,856196
0,992800;4,006351
1,093300;4,156750
1,192000;4,306841
1,292100;4,456439
1,391500;4,607201

pomiar;18,000000;Uout->No load
-1,391800;0,411674
-1,291900;0,558608
-1,192500;0,706342
-1,093600;0,855932
-0,992700;1,005645
-0,892800;1,156584
-0,794400;1,306288
-0,694800;1,455829
-0,595400;1,605822
-0,495100;1,755496
-0,395700;1,906372
-0,296400;2,056591
-0,196300;2,206486
-0,096800;2,356704
0,000700;2,505638
0,097100;2,654035
0,197100;2,804496
0,296000;2,954475
0,396000;3,103930
0,496200;3,255336
0,595000;3,405957
0,695500;3,555099
0,794100;3,706100
0,893500;3,854933
0,994600;4,007116
1,093100;4,156016
1,192000;4,306569
1,292400;4,456756
1,390600;4,605765

pomiar;18,000000;Uout->5K
-1,391100;0,411679
-1,292100;0,558201
-1,193000;0,706531
-1,092800;0,855753
-0,993000;1,005959
-0,893500;1,155793
-0,793000;1,305825
-0,693700;1,455793
-0,595400;1,605023
-0,495900;1,754846
-0,394900;1,906965
-0,297100;2,055606
-0,197200;2,206447
-0,097200;2,356157
-0,000300;2,505648
0,098200;2,655850
0,197200;2,805792
0,297700;2,955794
0,396000;3,105952
0,496600;3,257275
0,596200;3,407289
0,696200;3,557327
0,795700;3,707363
0,894300;3,857388
0,995300;4,008552
1,094900;4,158561
1,194500;4,308532
1,293100;4,458629
1,392100;4,608578

