pomiar;3,700000;Uout->No load
-1,394400;0,411100
-1,294500;0,559269
-1,194900;0,708397
-1,094400;0,857778
-0,994600;1,007297
-0,894400;1,158078
-0,795100;1,307791
-0,696700;1,457508
-0,595900;1,607303
-0,497500;1,757046
-0,396100;1,908120
-0,298100;2,057785
-0,198600;2,207652
-0,098100;2,357408
-0,000200;2,507423
0,097500;2,656671
0,197800;2,806820
0,297200;2,956650
0,397300;3,106550
0,497700;3,257546
0,596900;3,407428
0,695800;3,557309
0,795700;3,707214
0,895400;3,857083
0,995700;4,008061
1,094700;4,157924
1,194400;4,307709
1,294100;4,457622
1,393100;4,607480

pomiar;3,700000;Uout->5K
-1,393900;0,415186
-1,293900;0,561992
-1,194000;0,710366
-1,095100;0,859201
-0,996000;1,008398
-0,894500;1,158892
-0,795000;1,308431
-0,696400;1,458055
-0,597400;1,607718
-0,496900;1,757447
-0,397000;1,908294
-0,297400;2,058146
-0,198600;2,207908
-0,098600;2,357660
-0,000500;2,507522
0,098600;2,656964
0,198000;2,806754
0,297200;2,956635
0,396500;3,106485
0,497600;3,257537
0,597200;3,407465
0,696500;3,557296
0,795900;3,707171
0,895800;3,857042
0,995300;4,008070
1,095200;4,157869
1,194000;4,307699
1,293800;4,457624
1,393200;4,607471

pomiar;7,400000;Uout->No load
-1,392300;0,417145
-1,292300;0,563836
-1,193400;0,711993
-1,094800;0,860755
-0,995200;1,009738
-0,894500;1,160125
-0,794100;1,309510
-0,695500;1,458955
-0,596600;1,608449
-0,497300;1,757958
-0,396700;1,908663
-0,297300;2,058287
-0,197000;2,207922
-0,097800;2,357551
-0,000400;2,507503
0,099000;2,657046
0,197600;2,806644
0,297200;2,956338
0,396200;3,106033
0,497000;3,256875
0,596100;3,406520
0,695700;3,556288
0,794700;3,706023
0,894900;3,855781
0,995200;4,006611
1,094100;4,156285
1,193700;4,306059
1,293000;4,455737
1,392100;4,605414

pomiar;7,400000;Uout->5K
-1,392500;0,417093
-1,293100;0,563794
-1,193600;0,711879
-1,094000;0,860585
-0,995200;1,009591
-0,894400;1,159954
-0,794100;1,309375
-0,695700;1,458795
-0,595200;1,608334
-0,497200;1,757973
-0,395400;1,908695
-0,296300;2,058274
-0,197000;2,207979
-0,098700;2,357629
-0,000400;2,507527
0,098600;2,657015
0,198700;2,806658
0,296900;2,956351
0,396100;3,105985
0,497200;3,256895
0,596100;3,406615
0,696200;3,556346
0,794700;3,706035
0,894600;3,855742
0,994500;4,006612
1,093700;4,156337
1,193600;4,306023
1,292800;4,455701
1,392100;4,605384

pomiar;12,000000;Uout->No load
-1,391400;0,417144
-1,292200;0,563833
-1,193300;0,712057
-1,094100;0,860787
-0,993700;1,009843
-0,894200;1,160167
-0,795500;1,309480
-0,695500;1,458869
-0,596100;1,608371
-0,497200;1,757927
-0,397200;1,908643
-0,296400;2,058372
-0,198400;2,207903
-0,098900;2,357496
-0,000200;2,507544
0,098700;2,657171
0,197500;2,806810
0,297300;2,956532
0,397100;3,106253
0,496600;3,257054
0,595900;3,406750
0,695100;3,556479
0,794700;3,706162
0,893200;3,855909
0,994700;4,006746
1,094000;4,156496
1,193500;4,306147
1,293100;4,455843
1,391600;4,605551

pomiar;12,000000;Uout->5K
-1,392400;0,417228
-1,291900;0,563968
-1,193400;0,712117
-1,094000;0,860887
-0,993700;1,009928
-0,894100;1,160219
-0,794100;1,309553
-0,695600;1,459010
-0,596200;1,608387
-0,496100;1,757970
-0,396700;1,908700
-0,296400;2,058296
-0,198300;2,207918
-0,098900;2,357582
-0,000200;2,507559
0,099200;2,657141
0,198200;2,806783
0,296900;2,956503
0,396200;3,106210
0,496300;3,257026
0,596200;3,406676
0,695200;3,556444
0,794600;3,705986
0,894600;3,855867
0,994300;4,006721
1,093900;4,156448
1,193700;4,306051
1,292500;4,455729
1,391500;4,605414

pomiar;18,000000;Uout->No load
-1,392200;0,417005
-1,291600;0,563704
-1,192500;0,711915
-1,093100;0,860598
-0,993900;1,009619
-0,894900;1,159988
-0,794800;1,309317
-0,694600;1,458757
-0,596500;1,608433
-0,496700;1,757825
-0,395800;1,908532
-0,297300;2,058156
-0,198300;2,207736
-0,099000;2,357353
-0,000300;2,507517
0,097900;2,657342
0,197800;2,806938
0,297000;2,956663
0,396000;3,106321
0,496400;3,257205
0,596000;3,406873
0,695800;3,556522
0,794800;3,706273
0,894400;3,855947
0,994000;4,006784
1,093900;4,156476
1,193300;4,306147
1,292500;4,455782
1,391800;4,605858

pomiar;18,000000;Uout->5K
-1,391200;0,416871
-1,292800;0,563495
-1,193300;0,711680
-1,093400;0,860470
-0,994100;1,009526
-0,894200;1,159898
-0,795500;1,309258
-0,695700;1,458709
-0,596400;1,608181
-0,497000;1,757759
-0,396600;1,908494
-0,297100;2,058129
-0,197000;2,207749
-0,098300;2,357347
-0,000300;2,507402
0,099000;2,657127
0,197800;2,806680
0,296600;2,956396
0,396400;3,106130
0,496800;3,256959
0,595700;3,406689
0,695200;3,556355
0,794500;3,706022
0,894400;3,855690
0,994400;4,006489
1,093400;4,156200
1,192900;4,306113
1,292600;4,455704
1,392100;4,605083

