pomiar;3,700000;Uout->No load
-1,393500;0,420723
-1,292900;0,568723
-1,193600;0,717482
-1,095200;0,865957
-0,994500;1,015436
-0,895800;1,165553
-0,796000;1,315002
-0,695700;1,463688
-0,595800;1,613296
-0,497300;1,763250
-0,397300;1,913434
-0,297200;2,063129
-0,198000;2,212802
-0,098800;2,361852
-0,000200;2,511119
0,098200;2,659782
0,197300;2,809126
0,298300;2,959258
0,396200;3,108382
0,496600;3,259237
0,596700;3,408695
0,695000;3,558239
0,795500;3,707790
0,895000;3,857784
0,995600;4,008726
1,094200;4,158084
1,194400;4,307851
1,293500;4,456900
1,393000;4,606686

pomiar;3,700000;Uout->5K
-1,392800;0,425606
-1,293200;0,571701
-1,194000;0,719604
-1,094100;0,868208
-0,994300;1,016956
-0,894900;1,166805
-0,794900;1,316204
-0,696100;1,464804
-0,596500;1,614704
-0,496700;1,763838
-0,396800;1,914071
-0,296900;2,063604
-0,197300;2,213305
-0,098500;2,362428
-0,000200;2,511301
0,098300;2,659681
0,198000;2,809772
0,296700;2,958850
0,397100;3,108893
0,496700;3,258911
0,596100;3,408651
0,695600;3,558341
0,794800;3,707964
0,894700;3,857662
0,995300;4,008000
1,094800;4,157564
1,193600;4,307749
1,293300;4,457156
1,392800;4,606398

pomiar;7,400000;Uout->No load
-1,392300;0,426934
-1,291800;0,572368
-1,193300;0,719935
-1,093000;0,868230
-0,994200;1,017173
-0,894000;1,167469
-0,794500;1,316094
-0,694500;1,465711
-0,595000;1,613946
-0,495500;1,763936
-0,395100;1,914395
-0,296200;2,063581
-0,197700;2,212420
-0,098400;2,361793
-0,000400;2,511027
0,097800;2,659824
0,197500;2,808842
0,296900;2,958039
0,396500;3,107797
0,496500;3,257987
0,595500;3,407557
0,695000;3,556897
0,794700;3,706234
0,893100;3,855728
0,994200;4,006500
1,093700;4,156355
1,192800;4,305302
1,292600;4,455314
1,391500;4,604323

pomiar;7,400000;Uout->5K
-1,391600;0,426951
-1,292600;0,572712
-1,193000;0,720630
-1,092900;0,869031
-0,994800;1,017812
-0,893300;1,167106
-0,794900;1,316344
-0,695300;1,465351
-0,595500;1,614097
-0,495700;1,763761
-0,396600;1,913832
-0,295700;2,063057
-0,196800;2,212432
-0,098200;2,362171
-0,000400;2,511096
0,097500;2,659806
0,197800;2,808779
0,296800;2,958037
0,396100;3,107438
0,496100;3,258105
0,595500;3,407855
0,695500;3,557476
0,794700;3,706826
0,893800;3,855888
0,994600;4,006918
1,093900;4,156585
1,192900;4,305062
1,292200;4,455236
1,391400;4,604246

pomiar;12,000000;Uout->No load
-1,392600;0,426321
-1,292800;0,572513
-1,193000;0,720076
-1,093900;0,868467
-0,994500;1,016032
-0,894200;1,166617
-0,795000;1,316023
-0,695600;1,465058
-0,595200;1,614354
-0,496400;1,762507
-0,395800;1,912841
-0,297200;2,062159
-0,198600;2,211399
-0,097400;2,361135
-0,000100;2,510402
0,097600;2,658720
0,197400;2,808149
0,297200;2,958507
0,396200;3,107801
0,496700;3,257373
0,595500;3,407781
0,695400;3,556285
0,794600;3,706336
0,893700;3,855090
0,994300;4,006556
1,092800;4,154860
1,193400;4,305411
1,292300;4,453749
1,391700;4,604094

pomiar;12,000000;Uout->5K
-1,391900;0,426550
-1,292700;0,572184
-1,193100;0,719942
-1,093500;0,867916
-0,994300;1,016342
-0,894400;1,166256
-0,794300;1,315845
-0,694800;1,465209
-0,595500;1,613612
-0,496500;1,762369
-0,394900;1,913847
-0,295700;2,063044
-0,197600;2,211593
-0,098000;2,361813
-0,000600;2,510403
0,097700;2,658551
0,197200;2,808974
0,296500;2,957290
0,396200;3,107743
0,496200;3,258319
0,595900;3,406591
0,694800;3,556007
0,794500;3,706443
0,893800;3,855896
0,994600;4,006479
1,093500;4,155874
1,193500;4,305272
1,291700;4,454555
1,391300;4,604161

pomiar;18,000000;Uout->No load
-1,391700;0,424910
-1,291300;0,571959
-1,193800;0,718766
-1,093900;0,866854
-0,994300;1,016536
-0,894500;1,166365
-0,794100;1,314277
-0,694400;1,464419
-0,596400;1,612454
-0,495900;1,762716
-0,396800;1,911889
-0,297300;2,061425
-0,196500;2,211538
-0,097800;2,360796
-0,000300;2,509477
0,098700;2,658766
0,197900;2,808107
0,296800;2,957550
0,396600;3,106951
0,496100;3,257478
0,596300;3,406990
0,694300;3,555267
0,794200;3,705822
0,893900;3,855211
0,994100;4,004685
1,094400;4,154301
1,193300;4,304067
1,292200;4,453886
1,390200;4,602340

pomiar;18,000000;Uout->5K
-1,390700;0,425373
-1,292600;0,570713
-1,193300;0,718318
-1,091800;0,867762
-0,993300;1,016483
-0,892500;1,166434
-0,794600;1,315501
-0,694700;1,463976
-0,594800;1,613807
-0,495900;1,761902
-0,396600;1,912247
-0,295700;2,062611
-0,197300;2,211215
-0,097900;2,360017
-0,000200;2,509739
0,098300;2,659013
0,197600;2,808306
0,296500;2,956629
0,396400;3,106024
0,497200;3,257060
0,595500;3,406817
0,695400;3,556442
0,794800;3,705856
0,893800;3,855125
0,993700;4,005119
1,092700;4,154188
1,192200;4,304109
1,292200;4,453946
1,391100;4,602523

