pomiar;3,700000;Uout->No load
-1,395800;0,405398
-1,296800;0,553833
-1,197300;0,703113
-1,097700;0,852544
-0,998900;1,002115
-0,897100;1,152836
-0,798900;1,302467
-0,699200;1,452152
-0,599800;1,601920
-0,499000;1,751673
-0,399700;1,902607
-0,299600;2,052374
-0,200000;2,202158
-0,101800;2,352050
-0,000200;2,506067
0,101900;2,659527
0,201100;2,809400
0,299900;2,959325
0,399300;3,109270
0,499800;3,260353
0,599500;3,410233
0,699000;3,560264
0,799200;3,710150
0,897700;3,860096
0,998000;4,011189
1,097900;4,161140
1,197100;4,311034
1,296900;4,461040
1,396400;4,610957

pomiar;3,700000;Uout->5K
-1,396700;0,409561
-1,296900;0,556723
-1,198000;0,705134
-1,097700;0,854005
-0,998000;1,003105
-0,898600;1,153599
-0,799200;1,303056
-0,699700;1,452536
-0,598900;1,602207
-0,501000;1,751868
-0,398800;1,902580
-0,299600;2,052287
-0,201100;2,202069
-0,100800;2,351820
-0,000400;2,506364
0,101900;2,660180
0,200400;2,810013
0,300300;2,959949
0,400100;3,109906
0,499900;3,260851
0,599600;3,410749
0,699600;3,560688
0,798500;3,710533
0,898800;3,860438
0,998600;4,011375
1,097700;4,161201
1,197400;4,311247
1,296600;4,461204
1,396100;4,611109

pomiar;7,400000;Uout->No load
-1,394700;0,411352
-1,296100;0,558506
-1,196500;0,706782
-1,097000;0,855642
-0,996700;1,004725
-0,897700;1,155153
-0,797400;1,304545
-0,697800;1,454013
-0,597900;1,603567
-0,498400;1,753198
-0,398900;1,903930
-0,298800;2,053537
-0,199600;2,203190
-0,101200;2,352910
-0,000300;2,506446
0,101000;2,659072
0,200000;2,808687
0,299200;2,958383
0,398600;3,107958
0,498500;3,258773
0,598800;3,408454
0,697600;3,558207
0,797200;3,707873
0,896000;3,857625
0,996500;4,008508
1,096300;4,158208
1,195200;4,307849
1,294600;4,457628
1,394300;4,607351

pomiar;7,400000;Uout->5K
-1,393500;0,412994
-1,293800;0,559817
-1,196000;0,708351
-1,095900;0,857221
-0,996400;1,006270
-0,896600;1,156726
-0,796900;1,306171
-0,696200;1,455618
-0,596900;1,605166
-0,498800;1,754765
-0,398600;1,905471
-0,298600;2,055134
-0,199800;2,204796
-0,100800;2,354452
-0,000900;2,506752
0,099700;2,658320
0,199500;2,807860
0,298500;2,957490
0,398300;3,107260
0,498400;3,258067
0,597400;3,407761
0,696800;3,557433
0,796600;3,707155
0,895800;3,856866
0,996100;4,007705
1,095700;4,157494
1,194400;4,307156
1,295100;4,456995
1,393000;4,607581

pomiar;12,000000;Uout->No load
-1,393400;0,415186
-1,294200;0,561850
-1,193400;0,710080
-1,095300;0,858730
-0,995900;1,007857
-0,895500;1,158082
-0,796600;1,307451
-0,696600;1,456853
-0,596900;1,606329
-0,498100;1,755913
-0,397100;1,906586
-0,298200;2,056197
-0,199100;2,205892
-0,099800;2,355488
-0,000200;2,507034
0,099300;2,657880
0,198800;2,807470
0,297600;2,957176
0,397400;3,106824
0,497900;3,257732
0,596700;3,407364
0,696300;3,557119
0,794800;3,706768
0,895000;3,856515
0,995500;4,007360
1,094600;4,157147
1,193900;4,306969
1,293400;4,456718
1,393000;4,606466

pomiar;12,000000;Uout->5K
-1,392900;0,415043
-1,292700;0,561903
-1,194300;0,710098
-1,095000;0,858995
-0,995500;1,008029
-0,895100;1,158310
-0,795600;1,307608
-0,696600;1,457038
-0,597100;1,606595
-0,497300;1,756202
-0,397300;1,906949
-0,297900;2,056513
-0,197700;2,206211
-0,098100;2,355768
-0,000500;2,506825
0,098800;2,657121
0,197900;2,806792
0,297700;2,956519
0,397400;3,106231
0,497100;3,257102
0,596800;3,406818
0,696700;3,556624
0,795100;3,706378
0,894500;3,856118
0,995300;4,007067
1,094000;4,156813
1,193600;4,306475
1,293400;4,456176
1,392100;4,605960

pomiar;18,000000;Uout->No load
-1,393300;0,415637
-1,293200;0,562456
-1,193900;0,710698
-1,094800;0,859484
-0,995500;1,008486
-0,894600;1,158853
-0,795000;1,308198
-0,696400;1,457570
-0,596500;1,607232
-0,496800;1,756799
-0,397200;1,907613
-0,297600;2,057250
-0,198700;2,206919
-0,099200;2,356479
-0,000100;2,507386
0,099400;2,657588
0,198600;2,807179
0,297200;2,956818
0,397900;3,106524
0,497400;3,257287
0,596200;3,407035
0,696000;3,556796
0,794900;3,706585
0,894600;3,856323
0,994400;4,007208
1,094500;4,156961
1,193200;4,306786
1,293000;4,456534
1,392700;4,606294

pomiar;18,000000;Uout->5K
-1,391400;0,416072
-1,293400;0,562979
-1,193300;0,711290
-1,094500;0,860107
-0,994500;1,009214
-0,894800;1,159510
-0,795500;1,308859
-0,694900;1,458288
-0,596200;1,607771
-0,497400;1,757357
-0,396600;1,908054
-0,297400;2,057685
-0,198200;2,207354
-0,098400;2,356937
-0,000200;2,507469
0,097500;2,657319
0,197900;2,806964
0,296700;2,956728
0,396600;3,106435
0,496700;3,257298
0,595800;3,407017
0,695300;3,556771
0,795300;3,706445
0,894700;3,856162
0,994500;4,006893
1,093900;4,156646
1,193100;4,306304
1,292400;4,456014
1,392300;4,605845

