pomiar;3,700000;Uout->No load
-1,393000;0,420651
-1,294300;0,567749
-1,194300;0,716814
-1,095400;0,865410
-0,994500;1,013970
-0,895000;1,164605
-0,796200;1,313736
-0,696400;1,462126
-0,596400;1,612139
-0,497000;1,761338
-0,396700;1,910942
-0,297300;2,060923
-0,198100;2,209546
-0,098300;2,359196
-0,000300;2,507826
0,098400;2,655888
0,197600;2,805058
0,296700;2,954999
0,397700;3,103905
0,497400;3,254126
0,596700;3,404095
0,695700;3,552923
0,795800;3,702306
0,895500;3,851224
0,994900;4,002103
1,094700;4,151018
1,193800;4,300126
1,293400;4,450078
1,394100;4,598408

pomiar;3,700000;Uout->5K
-1,393900;0,424335
-1,293600;0,570235
-1,195000;0,718174
-1,094700;0,866261
-0,994900;1,015165
-0,893600;1,165169
-0,795400;1,313350
-0,696400;1,463202
-0,596200;1,612402
-0,496100;1,761495
-0,396000;1,911776
-0,297000;2,061102
-0,197900;2,210191
-0,098800;2,358593
-0,000400;2,508098
0,098000;2,656340
0,197800;2,806024
0,296900;2,954560
0,396600;3,104069
0,497000;3,254735
0,596300;3,403356
0,696000;3,553220
0,795900;3,701844
0,895000;3,851403
0,995200;4,002169
1,094500;4,150748
1,194000;4,299944
1,293300;4,449274
1,393000;4,598410

pomiar;7,400000;Uout->No load
-1,392300;0,426043
-1,291600;0,571428
-1,192000;0,719246
-1,093700;0,867606
-0,993500;1,016329
-0,893200;1,165991
-0,795000;1,314248
-0,695600;1,463397
-0,595100;1,613016
-0,496500;1,761691
-0,395700;1,911959
-0,295700;2,060705
-0,198100;2,209965
-0,097400;2,359207
0,000300;2,508009
0,098400;2,656415
0,197500;2,805317
0,297200;2,954396
0,396700;3,103602
0,497000;3,253961
0,596400;3,402877
0,695200;3,551869
0,794600;3,701382
0,894800;3,851036
0,994400;4,001203
1,093700;4,149789
1,193400;4,298419
1,292500;4,447929
1,391900;4,596739

pomiar;7,400000;Uout->5K
-1,392100;0,425800
-1,293300;0,571782
-1,192300;0,719054
-1,094000;0,867668
-0,993700;1,015677
-0,893500;1,165553
-0,795000;1,314440
-0,694700;1,463237
-0,595100;1,613055
-0,497300;1,762046
-0,396500;1,912251
-0,297900;2,060299
-0,198400;2,209302
-0,098200;2,359202
-0,000100;2,508008
0,098300;2,656284
0,197200;2,805957
0,297000;2,954566
0,396300;3,103385
0,497000;3,254589
0,596400;3,403356
0,695500;3,551983
0,795100;3,701961
0,894400;3,850890
0,994300;4,000433
1,093600;4,150181
1,193600;4,299092
1,292700;4,447954
1,392200;4,597147

pomiar;12,000000;Uout->No load
-1,391900;0,425097
-1,293100;0,571643
-1,193600;0,718951
-1,094100;0,866844
-0,995000;1,016371
-0,894300;1,165101
-0,794900;1,315023
-0,695900;1,462802
-0,595900;1,612751
-0,497000;1,761144
-0,396400;1,911592
-0,297600;2,060840
-0,197700;2,209038
-0,097600;2,358863
-0,000100;2,507752
0,098000;2,656932
0,197600;2,805512
0,296700;2,954480
0,396400;3,103409
0,496800;3,253485
0,595500;3,403306
0,694900;3,551782
0,794400;3,701812
0,893800;3,850841
0,994300;4,001027
1,093700;4,149393
1,193100;4,299143
1,292900;4,448320
1,392200;4,596695

pomiar;12,000000;Uout->5K
-1,392600;0,425517
-1,292800;0,571595
-1,192700;0,718569
-1,093000;0,867180
-0,995300;1,016356
-0,895000;1,165125
-0,795000;1,313931
-0,694900;1,463829
-0,596200;1,612500
-0,495900;1,761313
-0,395700;1,911818
-0,297100;2,059870
-0,197900;2,209997
-0,097400;2,358316
-0,000200;2,507752
0,098000;2,656944
0,197700;2,805001
0,297400;2,955089
0,396200;3,104017
0,496700;3,253412
0,597300;3,403054
0,695600;3,552385
0,795000;3,701800
0,894200;3,850139
0,994200;4,000051
1,093300;4,149119
1,193000;4,298147
1,292600;4,447242
1,392100;4,596953

pomiar;18,000000;Uout->No load
-1,391800;0,424511
-1,291800;0,570468
-1,193700;0,719048
-1,092900;0,867482
-0,994500;1,015980
-0,894600;1,165424
-0,793900;1,313510
-0,695400;1,462412
-0,595100;1,612295
-0,496900;1,760328
-0,396500;1,910408
-0,297000;2,060561
-0,198600;2,208601
-0,097700;2,358119
-0,000500;2,507566
0,098200;2,656873
0,197400;2,806044
0,297000;2,954090
0,396800;3,104078
0,496200;3,254487
0,595900;3,402929
0,694900;3,551597
0,794500;3,701592
0,893700;3,850913
0,994600;4,000313
1,093300;4,149041
1,193400;4,298162
1,292800;4,447232
1,392100;4,596641

pomiar;18,000000;Uout->5K
-1,391000;0,425393
-1,292100;0,571661
-1,192400;0,719764
-1,094400;0,866454
-0,994300;1,014942
-0,893900;1,164746
-0,794200;1,314238
-0,695600;1,463184
-0,595800;1,611075
-0,496800;1,759827
-0,397100;1,909876
-0,297600;2,058855
-0,197100;2,208863
-0,098800;2,357779
0,000100;2,507454
0,098600;2,656816
0,197500;2,805956
0,298400;2,956281
0,397000;3,105446
0,497700;3,255687
0,597300;3,404728
0,696200;3,554094
0,795400;3,702050
0,894800;3,851195
0,994300;4,001393
1,093700;4,150545
1,193300;4,300622
1,293600;4,448887
1,393000;4,597810

