pomiar;3,700000;Uout->No load
-1,395200;0,409451
-1,295000;0,556840
-1,195000;0,706701
-1,096200;0,855857
-0,997300;1,005093
-0,897700;1,155169
-0,797500;1,304968
-0,697700;1,454711
-0,598200;1,604353
-0,499400;1,753960
-0,399000;1,904724
-0,298900;2,054302
-0,198300;2,204066
-0,100400;2,353634
-0,000200;2,505386
0,100300;2,656617
0,199000;2,806396
0,298600;2,955845
0,398700;3,105623
0,498600;3,256235
0,598900;3,406031
0,697700;3,555413
0,797200;3,705215
0,896900;3,854653
0,997100;4,005418
1,095900;4,154819
1,195900;4,304327
1,294900;4,454232
1,395200;4,603841

pomiar;3,700000;Uout->5K
-1,395300;0,413427
-1,295800;0,560182
-1,194900;0,708401
-1,096800;0,857106
-0,997000;1,006127
-0,895700;1,155685
-0,797600;1,305975
-0,696400;1,455422
-0,597200;1,604858
-0,498900;1,754421
-0,397200;1,905159
-0,298800;2,054539
-0,198700;2,204386
-0,099700;2,353989
-0,000300;2,505416
0,099700;2,656374
0,199400;2,806246
0,298300;2,956257
0,398200;3,105141
0,498000;3,255874
0,598000;3,406065
0,697900;3,555220
0,797400;3,704925
0,895900;3,854256
0,996800;4,004947
1,096600;4,154734
1,195600;4,304034
1,296000;4,453905
1,394300;4,603188

pomiar;7,400000;Uout->No load
-1,393400;0,415738
-1,293400;0,562283
-1,195500;0,709860
-1,096000;0,858706
-0,996700;1,007318
-0,896100;1,158111
-0,796400;1,306945
-0,696600;1,456497
-0,598300;1,605600
-0,498200;1,754703
-0,398300;1,905561
-0,298500;2,055232
-0,198400;2,204518
-0,099700;2,354133
-0,000300;2,505765
0,099900;2,656835
0,198800;2,806794
0,298500;2,956452
0,398000;3,105178
0,499500;3,258023
0,598700;3,405807
0,697400;3,555228
0,795900;3,704626
0,895800;3,853884
0,996200;4,004233
1,095100;4,154042
1,194700;4,303463
1,294400;4,452610
1,394100;4,602550

pomiar;7,400000;Uout->5K
-1,393200;0,415647
-1,293600;0,562069
-1,195000;0,710313
-1,095800;0,858431
-0,995100;1,006939
-0,896400;1,157473
-0,796400;1,307297
-0,697300;1,456530
-0,597900;1,604995
-0,497900;1,754853
-0,397800;1,905478
-0,299000;2,055276
-0,199200;2,204724
-0,099200;2,353913
-0,000200;2,505748
0,099300;2,656841
0,198700;2,806182
0,298400;2,955713
0,398000;3,105142
0,499400;3,256373
0,597300;3,405213
0,697300;3,554659
0,796000;3,704296
0,896300;3,853596
0,996400;4,004089
1,095600;4,153819
1,194600;4,302900
1,294000;4,452281
1,393900;4,601632

pomiar;12,000000;Uout->No load
-1,394100;0,415279
-1,294700;0,562583
-1,194700;0,710583
-1,095300;0,859081
-0,995100;1,008171
-0,896500;1,157479
-0,796300;1,307247
-0,696000;1,456816
-0,597700;1,606093
-0,498100;1,754547
-0,397300;1,906139
-0,298800;2,054818
-0,199200;2,204924
-0,100500;2,353793
-0,000200;2,506222
0,099200;2,657529
0,199500;2,807034
0,298500;2,956217
0,397800;3,105966
0,498300;3,256305
0,597100;3,406543
0,697200;3,555315
0,795300;3,704616
0,895700;3,854436
0,996100;4,004722
1,095400;4,154027
1,194600;4,304368
1,294300;4,452827
1,394300;4,603302

pomiar;12,000000;Uout->5K
-1,392800;0,415337
-1,293600;0,561847
-1,194700;0,710376
-1,095800;0,859206
-0,996900;1,007234
-0,896000;1,158378
-0,796300;1,307655
-0,697200;1,456885
-0,596200;1,605814
-0,497900;1,755528
-0,397500;1,905435
-0,299000;2,055289
-0,199600;2,204969
-0,099800;2,354383
-0,000500;2,506124
0,099600;2,657282
0,199400;2,806753
0,297900;2,956238
0,397900;3,105700
0,497600;3,256293
0,598000;3,405747
0,696900;3,555380
0,796800;3,704612
0,895800;3,854266
0,996100;4,004591
1,096200;4,154845
1,195800;4,304497
1,294100;4,453442
1,393900;4,602621

pomiar;18,000000;Uout->No load
-1,393900;0,415334
-1,293400;0,562843
-1,194800;0,710969
-1,095300;0,859025
-0,996200;1,007562
-0,896800;1,158298
-0,795000;1,307883
-0,695800;1,457216
-0,597900;1,606340
-0,498100;1,755918
-0,398400;1,905852
-0,298600;2,055904
-0,198400;2,205338
-0,100600;2,354404
-0,000200;2,506725
0,100000;2,658343
0,198600;2,807572
0,298200;2,957726
0,398100;3,106600
0,497800;3,257166
0,598800;3,407426
0,696900;3,556032
0,796300;3,705909
0,895600;3,854958
0,996200;4,005517
1,095300;4,155003
1,194300;4,304259
1,294000;4,453596
1,393600;4,602980

pomiar;18,000000;Uout->5K
-1,392600;0,416326
-1,293400;0,562901
-1,194600;0,711068
-1,094500;0,859328
-0,996400;1,008459
-0,895600;1,158747
-0,796500;1,307903
-0,697100;1,457095
-0,597300;1,606628
-0,497200;1,755882
-0,398100;1,906391
-0,299000;2,055473
-0,198500;2,204667
-0,099200;2,354496
-0,000400;2,506778
0,099800;2,658824
0,199600;2,808468
0,299000;2,957095
0,398200;3,107246
0,498100;3,257128
0,598000;3,406589
0,697100;3,556032
0,796100;3,706240
0,895500;3,855278
0,995900;4,005407
1,094900;4,154798
1,194700;4,304767
1,294100;4,453586
1,393200;4,603864

