pomiar;3,700000;Uout->No load
-1,393600;0,417744
-1,294300;0,565290
-1,195000;0,713963
-1,095300;0,862911
-0,996200;1,012120
-0,894600;1,162573
-0,795900;1,311998
-0,695300;1,461459
-0,597300;1,610967
-0,497300;1,760354
-0,396200;1,911039
-0,297100;2,060630
-0,197600;2,210282
-0,098700;2,359824
-0,000100;2,509493
0,099300;2,658895
0,197700;2,808450
0,297500;2,958052
0,397300;3,107602
0,497100;3,258292
0,596800;3,407925
0,696600;3,557511
0,795600;3,707071
0,895400;3,856664
0,995100;4,007350
1,095200;4,156882
1,194100;4,306436
1,293500;4,455974
1,393600;4,605513

pomiar;3,700000;Uout->5K
-1,393900;0,421256
-1,293000;0,567656
-1,193700;0,715844
-1,095300;0,864519
-0,995400;1,013495
-0,895600;1,163712
-0,795700;1,312999
-0,696700;1,462315
-0,595800;1,611735
-0,497500;1,761104
-0,397700;1,911763
-0,298000;2,061272
-0,198000;2,210863
-0,097600;2,360401
-0,000200;2,509768
0,098900;2,659015
0,197900;2,808496
0,297100;2,958088
0,396800;3,107699
0,496700;3,258329
0,596300;3,407919
0,695900;3,557515
0,795500;3,707062
0,894700;3,856662
0,995500;4,007378
1,095400;4,156952
1,194000;4,306463
1,294000;4,456055
1,393100;4,605573

pomiar;7,400000;Uout->No load
-1,391000;0,423491
-1,291600;0,569914
-1,192400;0,717827
-1,094200;0,866292
-0,994200;1,014968
-0,894000;1,164976
-0,795400;1,314089
-0,696200;1,463275
-0,596500;1,612519
-0,497300;1,761859
-0,396900;1,912278
-0,297500;2,061609
-0,197600;2,210976
-0,097700;2,360359
-0,000500;2,509824
0,098800;2,659062
0,198000;2,808450
0,297200;2,957924
0,396300;3,107397
0,497100;3,257955
0,596100;3,407420
0,695300;3,556905
0,795100;3,706317
0,894600;3,855679
0,994500;4,006205
1,093300;4,155594
1,192900;4,304919
1,292400;4,454274
1,391100;4,603725

pomiar;7,400000;Uout->5K
-1,392600;0,423374
-1,293200;0,569899
-1,193800;0,717768
-1,093800;0,866222
-0,994800;1,015013
-0,894800;1,165157
-0,794900;1,314220
-0,696100;1,463375
-0,595300;1,612626
-0,495700;1,761921
-0,396600;1,912357
-0,297100;2,061769
-0,198400;2,211155
-0,098900;2,360447
-0,000100;2,509938
0,098900;2,659160
0,197400;2,808495
0,297000;2,957968
0,396400;3,107418
0,496700;3,257966
0,596100;3,407366
0,695400;3,556809
0,795100;3,706184
0,894700;3,855562
0,994300;4,006126
1,094500;4,155524
1,192900;4,304960
1,292300;4,454320
1,391700;4,603764

pomiar;12,000000;Uout->No load
-1,392400;0,423416
-1,291700;0,569834
-1,193600;0,717706
-1,093100;0,866130
-0,993300;1,014870
-0,893300;1,164986
-0,793900;1,314067
-0,695900;1,463272
-0,595100;1,612495
-0,495800;1,761716
-0,397100;1,912206
-0,296400;2,061563
-0,197300;2,210926
-0,097300;2,360250
-0,000300;2,509925
0,098300;2,659228
0,197700;2,808553
0,297800;2,957994
0,396900;3,107437
0,496600;3,258008
0,596300;3,407463
0,695300;3,556880
0,795200;3,706301
0,893900;3,855697
0,994300;4,006243
1,093400;4,155695
1,192900;4,305146
1,292100;4,454558
1,391800;4,603924

pomiar;12,000000;Uout->5K
-1,392200;0,423404
-1,292000;0,569703
-1,193600;0,717707
-1,093700;0,866196
-0,994700;1,014956
-0,894600;1,165051
-0,794100;1,314095
-0,695600;1,463265
-0,595200;1,612449
-0,497100;1,761694
-0,395600;1,912209
-0,296300;2,061537
-0,198100;2,210953
-0,098900;2,360279
-0,000200;2,509884
0,098300;2,659156
0,197900;2,808514
0,296700;2,957944
0,396600;3,107364
0,496700;3,257896
0,595800;3,407370
0,695800;3,556849
0,794500;3,706271
0,893600;3,855705
0,994600;4,006246
1,093800;4,155684
1,193200;4,305037
1,291800;4,454425
1,391400;4,603812

pomiar;18,000000;Uout->No load
-1,392400;0,423606
-1,291900;0,570006
-1,193300;0,717887
-1,093100;0,866449
-0,994700;1,015221
-0,894700;1,165252
-0,793900;1,314317
-0,695300;1,463473
-0,596600;1,612702
-0,497100;1,761879
-0,396800;1,912290
-0,296100;2,061607
-0,198600;2,210952
-0,099000;2,360298
0,000300;2,510014
0,098500;2,659425
0,197500;2,808792
0,296700;2,958241
0,396500;3,107652
0,496400;3,258183
0,596500;3,407659
0,695500;3,557060
0,794600;3,706471
0,893600;3,855940
0,994200;4,006502
1,092700;4,155858
1,193500;4,305237
1,292100;4,454641
1,392100;4,604049

pomiar;18,000000;Uout->5K
-1,392000;0,423601
-1,291700;0,570068
-1,193500;0,717990
-1,093300;0,866397
-0,994500;1,015136
-0,893400;1,165084
-0,795100;1,314102
-0,694900;1,463207
-0,596300;1,612474
-0,496500;1,761780
-0,395200;1,912264
-0,297500;2,061651
-0,197600;2,211072
-0,098700;2,360342
-0,000200;2,510030
0,098100;2,659393
0,197800;2,808725
0,297000;2,958161
0,396300;3,107622
0,496400;3,258169
0,595500;3,407599
0,695700;3,557033
0,794900;3,706431
0,893700;3,855860
0,993700;4,006325
1,093600;4,155810
1,192900;4,305230
1,292400;4,454658
1,392300;4,604036

