pomiar;3,700000;Uout->No load
-1,392500;0,402294
-1,294000;0,549397
-1,193800;0,698258
-1,093700;0,847848
-0,993800;0,996482
-0,894600;1,147609
-0,795900;1,296870
-0,695700;1,446332
-0,595800;1,595483
-0,497300;1,744560
-0,396300;1,896096
-0,297100;2,045460
-0,196700;2,195297
-0,098300;2,344089
-0,000400;2,492985
0,098500;2,640925
0,197100;2,790040
0,297100;2,940572
0,396000;3,089588
0,496300;3,240566
0,596300;3,390039
0,695600;3,539604
0,795700;3,689122
0,893500;3,838457
0,994900;3,989769
1,093800;4,139291
1,193400;4,288575
1,292600;4,437777
1,392300;4,587248

pomiar;3,700000;Uout->5K
-1,393100;0,405537
-1,294100;0,552366
-1,194300;0,700382
-1,094200;0,848828
-0,995400;0,998275
-0,894900;1,147942
-0,795000;1,297887
-0,696000;1,447129
-0,595800;1,596011
-0,496400;1,745636
-0,396800;1,896305
-0,297100;2,046110
-0,197600;2,195053
-0,097100;2,345247
-0,000200;2,493257
0,096900;2,640863
0,196600;2,790426
0,296600;2,940235
0,395700;3,090104
0,497000;3,240439
0,595700;3,390403
0,695600;3,540046
0,794800;3,688858
0,894100;3,838966
0,995000;3,989449
1,094100;4,138927
1,193100;4,288370
1,293600;4,438734
1,392600;4,587467

pomiar;7,400000;Uout->No load
-1,392000;0,407682
-1,292000;0,553541
-1,192900;0,702025
-1,094100;0,849765
-0,994200;0,999256
-0,893100;1,148630
-0,794700;1,297974
-0,695000;1,447299
-0,595800;1,596185
-0,496500;1,745434
-0,395500;1,895900
-0,296700;2,045574
-0,197800;2,194588
-0,098300;2,344078
0,000200;2,493197
0,097400;2,641647
0,197100;2,791310
0,296900;2,940444
0,395700;3,089852
0,497000;3,240583
0,595900;3,390038
0,695300;3,539339
0,794500;3,688090
0,893800;3,838322
0,993700;3,988155
1,093000;4,138031
1,193200;4,287440
1,291800;4,436340
1,391600;4,586034

pomiar;7,400000;Uout->5K
-1,392400;0,406732
-1,292300;0,553076
-1,192800;0,701131
-1,092500;0,849793
-0,994100;0,998759
-0,893400;1,148733
-0,794400;1,297552
-0,695500;1,447161
-0,594600;1,596304
-0,495700;1,745380
-0,396000;1,896026
-0,296700;2,045245
-0,197000;2,194540
-0,097000;2,344695
-0,000100;2,493105
0,097400;2,641334
0,197000;2,790788
0,296300;2,940451
0,396100;3,089446
0,495800;3,240150
0,595400;3,389206
0,694700;3,539474
0,794300;3,688173
0,893600;3,837834
0,993600;3,988268
1,093200;4,137851
1,193200;4,287549
1,292300;4,436780
1,391300;4,585428

pomiar;12,000000;Uout->No load
-1,391300;0,406755
-1,292300;0,553030
-1,193700;0,700965
-1,092400;0,849656
-0,993900;0,998952
-0,892900;1,148827
-0,794500;1,297646
-0,695600;1,447257
-0,595100;1,596042
-0,496100;1,745764
-0,395300;1,895889
-0,295900;2,045063
-0,197200;2,195209
-0,097200;2,344241
-0,000200;2,492966
0,097400;2,641812
0,197700;2,790954
0,297100;2,939821
0,396000;3,090045
0,496400;3,240119
0,595600;3,389512
0,695300;3,538729
0,794700;3,688769
0,894000;3,838260
0,994100;3,988462
1,093100;4,138214
1,192700;4,287504
1,291600;4,436430
1,391500;4,585526

pomiar;12,000000;Uout->5K
-1,391500;0,407601
-1,291500;0,552879
-1,193200;0,701515
-1,092900;0,849411
-0,992800;0,998875
-0,893900;1,148478
-0,794500;1,297244
-0,695000;1,446497
-0,594500;1,596465
-0,495400;1,745669
-0,395900;1,895457
-0,296900;2,045409
-0,197200;2,194384
-0,097800;2,343803
-0,000200;2,492862
0,098000;2,641249
0,197200;2,790905
0,296300;2,939907
0,395800;3,089746
0,496300;3,240210
0,595300;3,389774
0,695100;3,538782
0,795500;3,688777
0,893600;3,837876
0,994000;3,988326
1,093000;4,137242
1,192700;4,287432
1,292000;4,436271
1,391300;4,586178

pomiar;18,000000;Uout->No load
-1,391900;0,406153
-1,291600;0,553425
-1,193300;0,700534
-1,093200;0,849619
-0,993500;0,997885
-0,892800;1,148387
-0,794100;1,296984
-0,694100;1,446713
-0,595900;1,595242
-0,496500;1,745389
-0,396200;1,895199
-0,295700;2,044571
-0,196100;2,194263
-0,097400;2,343360
-0,000400;2,492759
0,097500;2,641313
0,196600;2,790962
0,296200;2,939718
0,395900;3,089379
0,495600;3,239755
0,595300;3,389645
0,695300;3,539345
0,794600;3,688728
0,893500;3,838140
0,993700;3,988661
1,092400;4,138096
1,192400;4,287269
1,291600;4,436388
1,391000;4,585361

pomiar;18,000000;Uout->5K
-1,391700;0,406522
-1,291600;0,553337
-1,191600;0,701231
-1,093500;0,849390
-0,994500;0,998305
-0,894300;1,147513
-0,794800;1,296727
-0,695600;1,445937
-0,596100;1,595270
-0,496400;1,744796
-0,396300;1,894564
-0,296500;2,043868
-0,197900;2,192987
-0,098300;2,343030
-0,000400;2,492690
0,098100;2,642278
0,197500;2,791723
0,297700;2,940796
0,396500;3,090364
0,497000;3,241705
0,597000;3,390437
0,695600;3,540052
0,794900;3,689483
0,895400;3,839104
0,995000;3,989261
1,094200;4,139241
1,194100;4,289096
1,293700;4,438010
1,392600;4,587578

