pomiar;3,700000;Uout->No load
-1,395300;0,400418
-1,295800;0,549118
-1,195400;0,698649
-1,097300;0,847581
-0,997000;0,997347
-0,897300;1,149060
-0,796900;1,298884
-0,697300;1,448925
-0,597400;1,599330
-0,499100;1,749443
-0,398700;1,900709
-0,299600;2,050187
-0,198700;2,200892
-0,098900;2,350884
-0,000200;2,503370
0,100600;2,655350
0,198800;2,805193
0,299500;2,955377
0,398500;3,105570
0,498400;3,256877
0,598000;3,407042
0,697800;3,557234
0,796500;3,707410
0,896700;3,857471
0,997100;4,008816
1,096400;4,159018
1,196200;4,309578
1,295400;4,459239
1,395100;4,609385

pomiar;3,700000;Uout->5K
-1,395200;0,404743
-1,296100;0,552027
-1,196200;0,700804
-1,096900;0,849533
-0,997900;0,999299
-0,896900;1,150000
-0,796700;1,300158
-0,698500;1,450068
-0,597400;1,600026
-0,498700;1,750061
-0,398400;1,901021
-0,299400;2,051366
-0,199200;2,201018
-0,099200;2,351384
-0,000400;2,503639
0,100000;2,655834
0,199400;2,805424
0,298400;2,955773
0,398500;3,105682
0,498800;3,256995
0,598900;3,407451
0,697800;3,557244
0,797300;3,707435
0,896300;3,857535
0,996500;4,008854
1,096700;4,159385
1,196400;4,309347
1,295700;4,459297
1,395500;4,609484

pomiar;7,400000;Uout->No load
-1,393900;0,407051
-1,294600;0,553129
-1,195500;0,702135
-1,096000;0,851128
-0,996000;1,000764
-0,895200;1,150652
-0,795900;1,300975
-0,697700;1,450557
-0,598100;1,600734
-0,498800;1,750512
-0,397500;1,901442
-0,298600;2,051545
-0,199700;2,200883
-0,099700;2,351417
-0,000800;2,503765
0,100600;2,655521
0,200200;2,806576
0,298500;2,955497
0,398100;3,106162
0,498500;3,256783
0,598500;3,407105
0,697100;3,557374
0,796800;3,706991
0,896500;3,857068
0,995900;4,007865
1,095600;4,158320
1,195100;4,308083
1,294600;4,457741
1,393900;4,608420

pomiar;7,400000;Uout->5K
-1,394000;0,407184
-1,295000;0,553624
-1,195400;0,701983
-1,095800;0,851364
-0,996500;1,000117
-0,895600;1,151376
-0,796500;1,300329
-0,696300;1,450883
-0,598300;1,600608
-0,498500;1,750688
-0,398800;1,900687
-0,299400;2,050778
-0,199600;2,201182
-0,099800;2,351499
-0,000200;2,503905
0,100200;2,656274
0,199500;2,805563
0,299600;2,956676
0,398600;3,106274
0,498300;3,257152
0,597600;3,407100
0,697700;3,557791
0,797200;3,707053
0,896700;3,856687
0,996500;4,008064
1,096100;4,158495
1,195200;4,308163
1,294600;4,458538
1,393900;4,607966

pomiar;12,000000;Uout->No load
-1,393700;0,407069
-1,294100;0,553742
-1,195500;0,702688
-1,094400;0,851712
-0,996400;1,000633
-0,896700;1,151349
-0,796800;1,301282
-0,697100;1,450131
-0,597300;1,600755
-0,497900;1,749680
-0,397300;1,901360
-0,299200;2,051247
-0,199200;2,201502
-0,098900;2,351558
-0,000200;2,504064
0,099900;2,656413
0,199000;2,806616
0,299200;2,956347
0,398400;3,106473
0,499300;3,258142
0,597800;3,407791
0,697300;3,557501
0,796500;3,707139
0,896000;3,857309
0,996100;4,008716
1,095700;4,158808
1,195300;4,308471
1,294600;4,458514
1,394200;4,609265

pomiar;12,000000;Uout->5K
-1,393900;0,406787
-1,293700;0,553538
-1,195300;0,701705
-1,095500;0,850958
-0,996600;1,000630
-0,896300;1,150811
-0,796000;1,301020
-0,697700;1,450126
-0,598200;1,599982
-0,497600;1,750763
-0,398700;1,901005
-0,298800;2,051278
-0,199700;2,201290
-0,100100;2,350906
-0,000100;2,504125
0,100700;2,656737
0,200500;2,806325
0,298700;2,955988
0,398200;3,106000
0,498900;3,258083
0,597500;3,407859
0,697500;3,557552
0,796900;3,707484
0,895800;3,858030
0,997100;4,009317
1,095300;4,159049
1,195300;4,308328
1,293700;4,458959
1,394100;4,608432

pomiar;18,000000;Uout->No load
-1,392800;0,407549
-1,293900;0,553987
-1,194800;0,702672
-1,096100;0,851604
-0,996500;1,000468
-0,896600;1,150819
-0,796800;1,301144
-0,696300;1,451334
-0,597900;1,600732
-0,497600;1,750833
-0,397600;1,901272
-0,299100;2,051383
-0,200000;2,201407
-0,100400;2,351020
0,000200;2,504428
0,100100;2,656864
0,199100;2,806766
0,299300;2,957134
0,398500;3,107447
0,498200;3,257708
0,598000;3,407827
0,697400;3,557896
0,796700;3,708321
0,896300;3,858572
0,995900;4,009351
1,095600;4,158945
1,195100;4,309259
1,294600;4,459539
1,394100;4,609418

pomiar;18,000000;Uout->5K
-1,393800;0,407631
-1,293700;0,553563
-1,195600;0,701981
-1,095000;0,851128
-0,996000;1,000547
-0,896600;1,150924
-0,797100;1,300982
-0,697200;1,450956
-0,597500;1,600591
-0,497200;1,750591
-0,398400;1,901241
-0,298400;2,051043
-0,200000;2,201164
-0,100200;2,351196
-0,000500;2,504399
0,100300;2,657279
0,198900;2,806433
0,298500;2,957330
0,398300;3,106668
0,498200;3,258494
0,596800;3,408473
0,697300;3,557772
0,796400;3,708349
0,895900;3,857642
0,995800;4,008686
1,096200;4,158945
1,195200;4,308604
1,294100;4,459414
1,393800;4,609689

