pomiar;3,700000;Uout->No load
-1,392100;0,406307
-1,292300;0,553920
-1,192600;0,703531
-1,094000;0,852719
-0,995100;1,001331
-0,894800;1,152845
-0,794900;1,302576
-0,695800;1,452193
-0,595200;1,601034
-0,495100;1,751576
-0,396300;1,902435
-0,297000;2,052227
-0,196500;2,201565
-0,098400;2,351462
-0,000600;2,500018
0,097600;2,647559
0,196600;2,797270
0,296400;2,948107
0,396600;3,096993
0,496100;3,247868
0,595100;3,397656
0,695100;3,547406
0,794400;3,697989
0,894300;3,846969
0,994300;3,997944
1,094000;4,147694
1,192200;4,297927
1,292400;4,447252
1,392500;4,597144

pomiar;3,700000;Uout->5K
-1,392400;0,410057
-1,292900;0,556861
-1,193100;0,705530
-1,094400;0,854506
-0,994200;1,003728
-0,893800;1,154229
-0,794700;1,302663
-0,694700;1,453287
-0,595000;1,602894
-0,496300;1,752002
-0,395800;1,903317
-0,296300;2,053041
-0,197200;2,202790
-0,097200;2,351749
-0,000100;2,500330
0,096300;2,647717
0,196800;2,797425
0,296200;2,947186
0,395200;3,097165
0,495700;3,247915
0,595100;3,397705
0,695400;3,547480
0,794500;3,697259
0,894000;3,847035
0,994100;3,998013
1,094400;4,147959
1,192900;4,297731
1,292600;4,447598
1,392600;4,597385

pomiar;7,400000;Uout->No load
-1,391700;0,411118
-1,292400;0,557791
-1,192300;0,706214
-1,092900;0,854797
-0,992800;1,003769
-0,893500;1,154963
-0,792900;1,304250
-0,695200;1,453004
-0,594100;1,603148
-0,496100;1,752716
-0,395600;1,903128
-0,296800;2,051882
-0,197200;2,201434
-0,096900;2,351448
-0,000400;2,500161
0,097200;2,648393
0,196800;2,798474
0,296400;2,947119
0,395500;3,097661
0,496100;3,248374
0,594600;3,397136
0,694800;3,547926
0,794500;3,697589
0,892900;3,847257
0,993200;3,997307
1,092200;4,147029
1,192000;4,296189
1,291800;4,446850
1,391800;4,595563

pomiar;7,400000;Uout->5K
-1,391900;0,410897
-1,291500;0,557884
-1,191600;0,707025
-1,092600;0,855859
-0,992800;1,004180
-0,893700;1,154345
-0,794700;1,303312
-0,695400;1,452719
-0,594500;1,602748
-0,495300;1,751754
-0,395200;1,902248
-0,296500;2,051868
-0,197700;2,201374
-0,097800;2,350723
-0,000200;2,499907
0,098600;2,648424
0,197200;2,797907
0,296600;2,947446
0,395700;3,096880
0,497000;3,248189
0,596000;3,397811
0,694800;3,546843
0,794600;3,696694
0,893800;3,846438
0,993600;3,996685
1,092500;4,146809
1,192300;4,296051
1,290700;4,446176
1,391200;4,596393

pomiar;12,000000;Uout->No load
-1,391600;0,410913
-1,292400;0,557584
-1,192000;0,706659
-1,093100;0,854540
-0,993400;1,003772
-0,894200;1,153624
-0,794500;1,302857
-0,694600;1,452499
-0,596100;1,601630
-0,495900;1,751530
-0,396200;1,901694
-0,296400;2,051498
-0,196400;2,201400
-0,097900;2,351543
-0,000300;2,499909
0,097400;2,648265
0,197500;2,798356
0,296200;2,947895
0,394800;3,097560
0,496000;3,248382
0,595000;3,397305
0,694800;3,546746
0,794600;3,697404
0,893300;3,846427
0,993500;3,997813
1,093200;4,147689
1,192100;4,296242
1,291800;4,446177
1,391200;4,596253

pomiar;12,000000;Uout->5K
-1,390600;0,410829
-1,292200;0,557368
-1,192700;0,706068
-1,093500;0,854939
-0,992500;1,003294
-0,893800;1,153646
-0,794500;1,303422
-0,694800;1,453369
-0,594700;1,601979
-0,496000;1,752080
-0,394900;1,902829
-0,297200;2,051879
-0,196900;2,201580
-0,097300;2,351637
-0,000300;2,499937
0,097200;2,648184
0,196900;2,798229
0,295900;2,947583
0,395200;3,097270
0,495400;3,247607
0,595400;3,397087
0,694200;3,547752
0,795000;3,697273
0,893100;3,847197
0,993700;3,997811
1,093100;4,147332
1,192100;4,297371
1,291400;4,446155
1,391400;4,596673

pomiar;18,000000;Uout->No load
-1,391600;0,410883
-1,291600;0,557855
-1,192400;0,706345
-1,093900;0,854994
-0,994100;1,004002
-0,893900;1,153734
-0,794500;1,303226
-0,694600;1,452895
-0,595100;1,602317
-0,496100;1,752067
-0,396200;1,901993
-0,295900;2,052465
-0,197200;2,201152
-0,096900;2,351193
-0,000100;2,500079
0,097500;2,648905
0,196900;2,797756
0,296500;2,948025
0,396000;3,097742
0,496300;3,248213
0,595400;3,397793
0,695000;3,547109
0,794000;3,697728
0,894000;3,846929
0,993400;3,997879
1,093200;4,147573
1,192400;4,296731
1,291500;4,446414
1,391200;4,595812

pomiar;18,000000;Uout->5K
-1,391600;0,410546
-1,292100;0,557698
-1,191600;0,706321
-1,093300;0,855232
-0,994300;1,003095
-0,893100;1,153285
-0,794900;1,302438
-0,695800;1,451651
-0,595200;1,601043
-0,496900;1,750357
-0,396500;1,900902
-0,297200;2,050291
-0,198000;2,199833
-0,098200;2,349354
-0,000100;2,500004
0,099300;2,650324
0,197600;2,799901
0,297500;2,949593
0,397200;3,099331
0,497300;3,250196
0,596800;3,399880
0,696400;3,549654
0,795900;3,699390
0,895700;3,849109
0,995100;3,999954
1,094200;4,149680
1,194400;4,299480
1,293300;4,449175
1,393000;4,598854

