pomiar;3,700000;Uout->No load
-1,395200;0,393044
-1,296300;0,541925
-1,195300;0,691731
-1,096200;0,841874
-0,997400;0,992294
-0,896000;1,143878
-0,796100;1,294334
-0,698600;1,444826
-0,598800;1,595345
-0,499100;1,745956
-0,398500;1,897727
-0,298300;2,048366
-0,198800;2,198980
-0,100100;2,349624
-0,000700;2,502750
0,100300;2,655110
0,199300;2,805758
0,298200;2,956428
0,397400;3,107155
0,498600;3,259075
0,598300;3,409774
0,697900;3,560489
0,797400;3,711262
0,896800;3,862021
0,997200;4,013985
1,096300;4,164805
1,196200;4,315643
1,295000;4,466486
1,394900;4,617367

pomiar;3,700000;Uout->5K
-1,395300;0,396939
-1,294700;0,544705
-1,196200;0,693903
-1,095900;0,843649
-0,997100;0,993617
-0,896700;1,144940
-0,796100;1,295152
-0,697700;1,445567
-0,598600;1,596038
-0,498200;1,746482
-0,397500;1,898231
-0,298900;2,048812
-0,198700;2,199402
-0,100500;2,349994
0,000100;2,503045
0,099000;2,655328
0,198900;2,806050
0,298900;2,956748
0,398300;3,107485
0,498500;3,259332
0,597900;3,410059
0,698100;3,560908
0,797400;3,711620
0,897600;3,862367
0,997200;4,014246
1,095600;4,165078
1,195900;4,315838
1,295500;4,466700
1,395100;4,617422

pomiar;7,400000;Uout->No load
-1,394200;0,398637
-1,293400;0,546318
-1,195100;0,695339
-1,094600;0,844875
-0,996400;0,994662
-0,896200;1,145848
-0,796700;1,296006
-0,697600;1,446287
-0,597000;1,596588
-0,498300;1,746932
-0,398600;1,898419
-0,298100;2,048867
-0,199900;2,199333
-0,100500;2,349730
-0,000400;2,502960
0,100400;2,655483
0,199500;2,805959
0,299100;2,956489
0,398000;3,107057
0,498600;3,258829
0,598300;3,409350
0,697000;3,559904
0,796900;3,710543
0,895600;3,861190
0,995900;4,012963
1,095600;4,163588
1,194900;4,314215
1,294000;4,464918
1,393700;4,615604

pomiar;7,400000;Uout->5K
-1,392800;0,398650
-1,294200;0,546230
-1,195000;0,695245
-1,095000;0,844921
-0,996100;0,994784
-0,895200;1,145894
-0,795800;1,296030
-0,697200;1,446338
-0,597500;1,596606
-0,498600;1,747006
-0,398200;1,898540
-0,298700;2,048931
-0,199600;2,199351
-0,100300;2,349821
-0,000400;2,502899
0,099000;2,655357
0,199500;2,805809
0,299000;2,956424
0,397800;3,107005
0,498300;3,258683
0,597700;3,409325
0,697400;3,559920
0,796500;3,710504
0,896000;3,861198
0,996000;4,012923
1,096300;4,163643
1,194500;4,314278
1,294400;4,464944
1,394000;4,615654

pomiar;12,000000;Uout->No load
-1,393900;0,398575
-1,294500;0,546089
-1,194300;0,695170
-1,094700;0,844698
-0,996600;0,994527
-0,896100;1,145732
-0,796900;1,295834
-0,696300;1,446117
-0,596700;1,596433
-0,498700;1,746766
-0,398400;1,898343
-0,297700;2,048758
-0,199700;2,199143
-0,099000;2,349664
-0,000400;2,503052
0,099800;2,655752
0,199300;2,806246
0,298700;2,956841
0,398300;3,107345
0,497800;3,259065
0,597500;3,409669
0,697900;3,560314
0,796600;3,710884
0,895500;3,861454
0,996200;4,013184
1,095600;4,163777
1,194800;4,314454
1,294400;4,465115
1,393600;4,615661

pomiar;12,000000;Uout->5K
-1,393900;0,398272
-1,293600;0,545659
-1,195200;0,694758
-1,095900;0,844198
-0,996900;0,994086
-0,895800;1,145327
-0,797100;1,295537
-0,697800;1,445864
-0,597600;1,596173
-0,498400;1,746495
-0,398000;1,897948
-0,299100;2,048290
-0,198500;2,198801
-0,100800;2,349178
-0,000100;2,502690
0,100000;2,655436
0,198500;2,805950
0,298600;2,956558
0,398700;3,107149
0,499300;3,258907
0,597600;3,409547
0,697400;3,560206
0,796200;3,710840
0,896300;3,861447
0,996600;4,013148
1,095300;4,163909
1,194500;4,314583
1,294700;4,465248
1,393600;4,615880

pomiar;18,000000;Uout->No load
-1,394200;0,397675
-1,293800;0,545336
-1,195700;0,694369
-1,095700;0,843911
-0,995200;0,993660
-0,896400;1,144865
-0,797000;1,294968
-0,698000;1,445226
-0,598300;1,595517
-0,498600;1,745918
-0,398900;1,897375
-0,298200;2,047838
-0,198800;2,198295
-0,100300;2,348701
-0,000600;2,502754
0,100200;2,656095
0,199600;2,806560
0,299000;2,957200
0,398800;3,107755
0,498400;3,259439
0,598300;3,410093
0,697000;3,560756
0,796400;3,711434
0,896200;3,862102
0,996100;4,013949
1,095700;4,164548
1,195100;4,315240
1,294200;4,465898
1,394100;4,616484

pomiar;18,000000;Uout->5K
-1,394500;0,397657
-1,294900;0,544986
-1,195200;0,694037
-1,094800;0,843672
-0,996800;0,993520
-0,895600;1,144715
-0,796100;1,294861
-0,697200;1,445043
-0,597200;1,595298
-0,497700;1,745682
-0,398300;1,897166
-0,299500;2,047587
-0,200100;2,198099
-0,100500;2,348531
-0,000700;2,502724
0,100100;2,656126
0,199200;2,806605
0,299100;2,957195
0,397400;3,107882
0,498400;3,259553
0,598200;3,410233
0,697100;3,560748
0,796900;3,711375
0,895900;3,862013
0,996600;4,013816
1,095800;4,164423
1,195100;4,315075
1,294500;4,465745
1,393600;4,616368

