pomiar;3,700000;Uout->No load
-1,395000;0,410358
-1,295400;0,558625
-1,196700;0,707838
-1,097900;0,857369
-0,997700;1,007109
-0,897500;1,157883
-0,797600;1,307686
-0,697300;1,457584
-0,599000;1,607484
-0,499300;1,757432
-0,399000;1,908564
-0,299300;2,058789
-0,199100;2,208509
-0,100700;2,358431
-0,000300;2,511379
0,099400;2,663968
0,200000;2,813929
0,299300;2,963926
0,398900;3,113860
0,499600;3,264926
0,598600;3,414875
0,698300;3,564868
0,797300;3,714811
0,897000;3,864755
0,997100;4,015935
1,097200;4,165913
1,196400;4,315932
1,296000;4,465900
1,396300;4,615847

pomiar;3,700000;Uout->5K
-1,395700;0,413822
-1,296500;0,560924
-1,196600;0,709520
-1,096900;0,858636
-0,996600;1,008051
-0,897000;1,158743
-0,797100;1,308370
-0,698800;1,458152
-0,598900;1,607921
-0,499600;1,757644
-0,399500;1,908652
-0,299500;2,058475
-0,199500;2,208369
-0,099700;2,358274
-0,000400;2,511279
0,099500;2,663854
0,200200;2,813811
0,299400;2,963821
0,399200;3,113816
0,499300;3,264956
0,598800;3,414982
0,698500;3,565067
0,797400;3,715095
0,897800;3,864985
0,997500;4,016173
1,097200;4,166152
1,196200;4,316167
1,296200;4,466038
1,396000;4,615907

pomiar;7,400000;Uout->No load
-1,394800;0,415800
-1,295600;0,562718
-1,195700;0,711167
-1,095400;0,860000
-0,996800;1,009206
-0,896500;1,159695
-0,796300;1,309270
-0,698200;1,458835
-0,598900;1,608478
-0,498100;1,758148
-0,399100;1,909095
-0,299400;2,058851
-0,199000;2,208596
-0,100700;2,358349
-0,000500;2,511681
0,100300;2,664522
0,200300;2,814269
0,299500;2,964086
0,398800;3,113914
0,499900;3,264878
0,599100;3,414732
0,698000;3,564583
0,797100;3,714381
0,896600;3,864183
0,997000;4,015128
1,095900;4,164978
1,195600;4,314712
1,295300;4,464564
1,394000;4,614368

pomiar;7,400000;Uout->5K
-1,394100;0,415354
-1,295300;0,562425
-1,194700;0,710906
-1,096500;0,859922
-0,996700;1,009168
-0,895600;1,159694
-0,797300;1,309146
-0,697700;1,458766
-0,597300;1,608391
-0,498300;1,758120
-0,397900;1,908952
-0,298900;2,058752
-0,200100;2,208466
-0,100000;2,358226
-0,000200;2,511576
0,100800;2,664516
0,199800;2,814248
0,299100;2,964078
0,398700;3,113936
0,497900;3,264886
0,598400;3,414722
0,698200;3,564554
0,797000;3,714310
0,896600;3,864156
0,997000;4,015121
1,095800;4,164937
1,195400;4,314685
1,295200;4,464555
1,394100;4,614369

pomiar;12,000000;Uout->No load
-1,395100;0,415516
-1,294100;0,562460
-1,195000;0,710960
-1,096300;0,859906
-0,997300;1,009071
-0,897100;1,159661
-0,797400;1,309156
-0,698200;1,458792
-0,598600;1,608455
-0,498400;1,758218
-0,399100;1,909122
-0,300000;2,058806
-0,200500;2,208612
-0,099700;2,358363
-0,000100;2,511937
0,100600;2,665133
0,199900;2,814905
0,299600;2,964723
0,399300;3,114520
0,499000;3,265457
0,598800;3,415375
0,697500;3,565069
0,797200;3,714909
0,896300;3,864741
0,996600;4,015741
1,096300;4,165533
1,196000;4,315379
1,295100;4,465180
1,394700;4,614928

pomiar;12,000000;Uout->5K
-1,395100;0,415614
-1,295200;0,562458
-1,195100;0,710926
-1,097000;0,859774
-0,996900;1,009047
-0,897100;1,159664
-0,796300;1,309213
-0,698000;1,458754
-0,597600;1,608460
-0,499200;1,758173
-0,398900;1,908994
-0,298600;2,058692
-0,200000;2,208510
-0,099800;2,358306
-0,000200;2,511818
0,100700;2,664924
0,199900;2,814713
0,299800;2,964563
0,398400;3,114423
0,498900;3,265385
0,598700;3,415220
0,697600;3,565093
0,796900;3,714876
0,896200;3,864716
0,996800;4,015654
1,096300;4,165401
1,195300;4,315231
1,295000;4,465001
1,394200;4,614798

pomiar;18,000000;Uout->No load
-1,394500;0,415732
-1,294100;0,562771
-1,196100;0,711138
-1,096200;0,860010
-0,997200;1,009201
-0,897200;1,159777
-0,796400;1,309264
-0,698500;1,458848
-0,597500;1,608592
-0,499500;1,758305
-0,399100;1,909275
-0,299600;2,058990
-0,200600;2,208786
-0,100900;2,358518
-0,000800;2,512227
0,100800;2,665665
0,199900;2,815394
0,299300;2,965260
0,398500;3,115111
0,499300;3,266088
0,598800;3,415909
0,698000;3,565798
0,797400;3,715635
0,897000;3,865475
0,996800;4,016418
1,096200;4,166267
1,195200;4,316067
1,295100;4,465924
1,394800;4,615728

pomiar;18,000000;Uout->5K
-1,395200;0,415793
-1,294000;0,562648
-1,195200;0,711151
-1,096300;0,860060
-0,996900;1,009204
-0,895800;1,159721
-0,796500;1,309238
-0,698000;1,458872
-0,598300;1,608571
-0,500100;1,758290
-0,398200;1,909171
-0,298600;2,058940
-0,200100;2,208714
-0,101100;2,358520
-0,000300;2,512312
0,101400;2,665818
0,199700;2,815593
0,299100;2,965421
0,398900;3,115209
0,498600;3,266140
0,598200;3,415997
0,698100;3,565813
0,797100;3,715613
0,896900;3,865469
0,996800;4,016452
1,096600;4,166298
1,196100;4,316113
1,294700;4,465879
1,394700;4,615684

