pomiar;3,700000;Uout->No load
-1,395100;0,400381
-1,295600;0,549215
-1,195100;0,698918
-1,097100;0,848859
-0,997400;0,999117
-0,897200;1,150450
-0,796500;1,301003
-0,698100;1,451469
-0,597300;1,601761
-0,497200;1,752697
-0,397800;1,904423
-0,298700;2,054967
-0,199300;2,205490
-0,099000;2,355982
0,000300;2,508394
0,099900;2,660186
0,199500;2,810580
0,298500;2,961308
0,398400;3,111855
0,498100;3,263525
0,597900;3,414657
0,697800;3,565185
0,797500;3,715295
0,896800;3,865778
0,996800;4,017624
1,096000;4,168014
1,195400;4,318337
1,295000;4,468754
1,394900;4,619206

pomiar;3,700000;Uout->5K
-1,395000;0,405147
-1,295600;0,552607
-1,195900;0,701742
-1,095400;0,851402
-0,996000;1,001375
-0,896600;1,152447
-0,796700;1,302647
-0,697600;1,453165
-0,597800;1,603288
-0,497600;1,753933
-0,397100;1,905553
-0,297400;2,056068
-0,199600;2,206496
-0,100600;2,357034
0,000100;2,509226
0,100000;2,660803
0,199400;2,811203
0,298400;2,961805
0,397900;3,112449
0,498900;3,264070
0,597500;3,414659
0,697700;3,565158
0,796800;3,715664
0,896700;3,866207
0,996800;4,018227
1,096600;4,168667
1,195900;4,318864
1,294900;4,469264
1,394600;4,619878

pomiar;7,400000;Uout->No load
-1,393600;0,407210
-1,294200;0,553793
-1,194600;0,702622
-1,095900;0,852276
-0,995900;1,001945
-0,895100;1,153009
-0,797100;1,303121
-0,696700;1,453737
-0,598300;1,603764
-0,497500;1,754112
-0,397400;1,904815
-0,297400;2,055544
-0,198800;2,205841
-0,100400;2,356459
-0,000100;2,509138
0,099700;2,661493
0,198900;2,811755
0,298900;2,961673
0,398000;3,112787
0,499100;3,264048
0,597400;3,414330
0,696900;3,564385
0,796700;3,715270
0,895800;3,865103
0,995900;4,017035
1,095000;4,167716
1,194400;4,317750
1,294500;4,468263
1,393300;4,618759

pomiar;7,400000;Uout->5K
-1,392200;0,407035
-1,294100;0,554160
-1,195000;0,703348
-1,095700;0,852590
-0,995800;1,002266
-0,896000;1,153750
-0,797000;1,303613
-0,696600;1,453805
-0,598000;1,603389
-0,498000;1,754589
-0,397900;1,906021
-0,298000;2,056064
-0,198300;2,206366
-0,098600;2,356676
-0,000300;2,509225
0,099400;2,661298
0,199100;2,812176
0,298700;2,961664
0,398300;3,112466
0,498100;3,264219
0,598000;3,414500
0,697200;3,564378
0,796400;3,714897
0,896100;3,865366
0,995600;4,016616
1,096000;4,167815
1,194500;4,317314
1,294100;4,468571
1,393700;4,618577

pomiar;12,000000;Uout->No load
-1,393700;0,406900
-1,294000;0,554189
-1,195100;0,703146
-1,094700;0,852411
-0,995200;1,002320
-0,896400;1,152889
-0,795400;1,303379
-0,697100;1,453576
-0,597600;1,603703
-0,497900;1,753154
-0,397000;1,905673
-0,298200;2,056026
-0,199300;2,205756
-0,100400;2,356131
-0,000200;2,509219
0,100100;2,661013
0,199200;2,811371
0,298500;2,961978
0,398400;3,112618
0,498300;3,264266
0,597500;3,414575
0,697100;3,565214
0,796100;3,715635
0,895100;3,865801
0,995400;4,016987
1,095200;4,167173
1,194800;4,317760
1,293500;4,467690
1,393500;4,618661

pomiar;12,000000;Uout->5K
-1,394000;0,406688
-1,294400;0,553184
-1,195300;0,703064
-1,095200;0,852511
-0,995600;1,002010
-0,894800;1,152866
-0,796300;1,303259
-0,697300;1,452687
-0,597700;1,603620
-0,497900;1,754102
-0,398500;1,905338
-0,298600;2,055978
-0,198900;2,205914
-0,099100;2,355694
-0,000200;2,509211
0,099500;2,661062
0,199600;2,812021
0,298300;2,962036
0,397500;3,112779
0,497800;3,264015
0,597400;3,414716
0,696800;3,564876
0,796300;3,715656
0,895800;3,865049
0,996200;4,016550
1,095000;4,167002
1,195000;4,317292
1,294200;4,467725
1,393700;4,617868

pomiar;18,000000;Uout->No load
-1,393600;0,406241
-1,294100;0,553513
-1,195700;0,702168
-1,095400;0,852001
-0,995300;1,001574
-0,895000;1,152313
-0,796700;1,302352
-0,696000;1,452994
-0,597800;1,603245
-0,498100;1,753087
-0,398000;1,904601
-0,299100;2,055034
-0,198100;2,205753
-0,100000;2,355222
-0,000100;2,508813
0,099900;2,661022
0,199500;2,811732
0,298700;2,961740
0,398400;3,112439
0,497600;3,263659
0,597600;3,415007
0,696800;3,564456
0,796000;3,715599
0,896300;3,866019
0,996300;4,017333
1,095300;4,166916
1,194900;4,317502
1,294000;4,467804
1,393500;4,617889

pomiar;18,000000;Uout->5K
-1,393800;0,406074
-1,294500;0,552612
-1,195000;0,702332
-1,095200;0,851594
-0,995000;1,001660
-0,895600;1,152370
-0,795300;1,302765
-0,697100;1,452661
-0,597000;1,602337
-0,498400;1,753540
-0,397100;1,904836
-0,298900;2,055271
-0,199600;2,205316
-0,099000;2,356069
-0,000100;2,508792
0,099700;2,661316
0,198900;2,812190
0,298600;2,962044
0,398000;3,112441
0,498700;3,263596
0,597500;3,413995
0,697300;3,565151
0,796400;3,715242
0,895300;3,865928
0,995300;4,016837
1,095200;4,167332
1,193700;4,317304
1,294000;4,467653
1,393700;4,617974

