pomiar;3,700000;Uout->No load
-1,393300;0,397471
-1,293000;0,546157
-1,193900;0,695730
-1,093700;0,846052
-0,995500;0,995477
-0,893900;1,146715
-0,795200;1,296827
-0,695800;1,447003
-0,596000;1,597214
-0,496100;1,747588
-0,396600;1,898857
-0,297800;2,049247
-0,198000;2,199579
-0,097900;2,349809
-0,000800;2,499541
0,097400;2,648650
0,197900;2,798898
0,297000;2,949203
0,396600;3,099527
0,496700;3,251021
0,597000;3,401344
0,696100;3,551638
0,794700;3,701990
0,894500;3,852273
0,995300;4,003726
1,094300;4,154020
1,194100;4,304254
1,293000;4,454722
1,393300;4,605059

pomiar;3,700000;Uout->5K
-1,393100;0,401463
-1,293700;0,548798
-1,192800;0,697648
-1,093500;0,847076
-0,994600;0,996755
-0,893800;1,147721
-0,794400;1,297668
-0,694700;1,447904
-0,595100;1,597805
-0,497100;1,747985
-0,396400;1,899317
-0,296200;2,049523
-0,197600;2,199772
-0,098600;2,350052
-0,000300;2,499690
0,098600;2,648688
0,197700;2,798948
0,297100;2,949324
0,396600;3,099608
0,497100;3,251039
0,596000;3,401347
0,695500;3,551719
0,795100;3,701974
0,894100;3,852289
0,994800;4,003799
1,094900;4,154046
1,194500;4,304366
1,293200;4,454698
1,392300;4,604990

pomiar;7,400000;Uout->No load
-1,392100;0,402930
-1,291600;0,550232
-1,191800;0,698882
-1,092800;0,848118
-0,993500;0,997610
-0,894400;1,148490
-0,794700;1,298400
-0,695300;1,448224
-0,594700;1,598226
-0,496600;1,748170
-0,396700;1,899352
-0,297000;2,049404
-0,197500;2,199491
-0,098400;2,349526
-0,000100;2,499413
0,098400;2,648705
0,197100;2,798798
0,296700;2,948918
0,396100;3,099037
0,496600;3,250365
0,595300;3,400598
0,694900;3,550775
0,794800;3,700943
0,894300;3,851089
0,993700;4,002382
1,093500;4,152509
1,192700;4,302686
1,292700;4,452831
1,391300;4,603017

pomiar;7,400000;Uout->5K
-1,391900;0,402907
-1,292400;0,550064
-1,192300;0,698814
-1,093800;0,848063
-0,994200;0,997572
-0,893800;1,148348
-0,794400;1,298194
-0,695300;1,448099
-0,594900;1,598037
-0,495500;1,748047
-0,396700;1,899257
-0,296000;2,049261
-0,197700;2,199317
-0,097200;2,349421
-0,000200;2,499350
0,097900;2,648660
0,197400;2,798779
0,297600;2,948915
0,396500;3,099054
0,496200;3,250376
0,595800;3,400541
0,695500;3,550644
0,794600;3,700887
0,894300;3,851064
0,993900;4,002377
1,092400;4,152520
1,192500;4,302637
1,292400;4,452811
1,392600;4,602967

pomiar;12,000000;Uout->No load
-1,391900;0,402325
-1,291400;0,549567
-1,192100;0,698285
-1,093200;0,847451
-0,993000;0,996955
-0,894300;1,147793
-0,794900;1,297563
-0,695500;1,447461
-0,594600;1,597469
-0,496800;1,747463
-0,395300;1,898690
-0,296700;2,048780
-0,196500;2,198851
-0,097200;2,348951
-0,000200;2,499046
0,098200;2,648540
0,197400;2,798607
0,296600;2,948773
0,396600;3,098967
0,495900;3,250265
0,595600;3,400513
0,695200;3,550595
0,794200;3,700749
0,893700;3,850974
0,993800;4,002209
1,093400;4,152437
1,192500;4,302589
1,292100;4,452783
1,392100;4,602158

pomiar;12,000000;Uout->5K
-1,391800;0,402308
-1,292900;0,549528
-1,192800;0,698132
-1,093600;0,847456
-0,994600;0,996990
-0,894200;1,147834
-0,794700;1,297672
-0,695500;1,447513
-0,595700;1,597515
-0,497100;1,747513
-0,396400;1,898758
-0,296800;2,048785
-0,196700;2,198883
-0,098600;2,348960
-0,000300;2,499032
0,098200;2,648491
0,197200;2,798638
0,296500;2,948789
0,396000;3,098921
0,495800;3,250205
0,595700;3,400363
0,695700;3,550543
0,794100;3,700708
0,893900;3,850844
0,994900;4,002129
1,093200;4,152282
1,192600;4,302504
1,292500;4,452660
1,391400;4,602848

pomiar;18,000000;Uout->No load
-1,391400;0,401597
-1,292800;0,548838
-1,191800;0,697588
-1,092400;0,846953
-0,993100;0,996468
-0,892800;1,147277
-0,793500;1,297053
-0,695300;1,447020
-0,596100;1,596931
-0,495200;1,746977
-0,395500;1,898176
-0,295800;2,048239
-0,197400;2,198358
-0,098700;2,348414
-0,000100;2,498683
0,097300;2,648797
0,197300;2,799004
0,296900;2,949241
0,397000;3,099518
0,496500;3,250838
0,596100;3,401053
0,695900;3,551275
0,794800;3,701584
0,894700;3,851758
0,994700;4,003047
1,093900;4,153363
1,193800;4,303596
1,292900;4,453835
1,392500;4,604097

pomiar;18,000000;Uout->5K
-1,391800;0,400088
-1,294200;0,547157
-1,194100;0,695873
-1,093700;0,844992
-0,994500;0,994468
-0,894000;1,145347
-0,796000;1,295046
-0,696500;1,444918
-0,597500;1,594871
-0,498100;1,744865
-0,397900;1,895967
-0,297800;2,046008
-0,199100;2,196060
-0,100500;2,346104
-0,000200;2,498631
0,099400;2,650687
0,199200;2,800848
0,298200;2,951021
0,397900;3,101238
0,498400;3,252630
0,597800;3,402812
0,696600;3,553029
0,796100;3,703199
0,895100;3,853395
0,995600;4,004664
1,095500;4,154824
1,194100;4,305093
1,294100;4,455236
1,392600;4,605486

