pomiar;3,700000;Uout->No load
-1,395600;0,404252
-1,296000;0,552631
-1,195700;0,701990
-1,097500;0,851664
-0,997200;1,001369
-0,897800;1,152203
-0,798200;1,302377
-0,698400;1,452499
-0,598200;1,602391
-0,499200;1,752744
-0,398200;1,904166
-0,299800;2,054308
-0,198900;2,204413
-0,100300;2,354484
-0,000000;2,507256
0,099500;2,659511
0,200000;2,809621
0,299900;2,960529
0,398800;3,110250
0,499400;3,261055
0,597700;3,411129
0,697900;3,561200
0,797200;3,711400
0,897100;3,861470
0,997100;4,012627
1,097000;4,162934
1,196800;4,312770
1,296000;4,463044
1,396100;4,613740

pomiar;3,700000;Uout->5K
-1,395700;0,407394
-1,296400;0,554975
-1,195900;0,703505
-1,097600;0,853037
-0,997600;1,002662
-0,897000;1,153591
-0,798000;1,303435
-0,697000;1,453474
-0,597600;1,603386
-0,499500;1,753497
-0,397800;1,904588
-0,298600;2,054502
-0,199800;2,204913
-0,100800;2,355030
-0,000400;2,507675
0,101000;2,660120
0,199300;2,809985
0,299100;2,960810
0,398800;3,110126
0,499500;3,261284
0,598700;3,411808
0,698600;3,561580
0,797400;3,711625
0,896300;3,861745
0,997700;4,012932
1,096800;4,163326
1,196600;4,313120
1,296000;4,462868
1,395100;4,612826

pomiar;7,400000;Uout->No load
-1,394100;0,409517
-1,295100;0,556359
-1,194400;0,705257
-1,095200;0,853733
-0,997000;1,003525
-0,896000;1,154498
-0,797400;1,304277
-0,698100;1,453800
-0,597300;1,603779
-0,499300;1,753191
-0,398700;1,903893
-0,299600;2,054647
-0,200100;2,204734
-0,100300;2,353835
-0,000200;2,507519
0,100800;2,660208
0,199700;2,810701
0,299500;2,959820
0,398400;3,110392
0,499600;3,261830
0,598400;3,410851
0,697500;3,561274
0,797400;3,710974
0,896600;3,860933
0,996500;4,012274
1,095500;4,161489
1,195200;4,312516
1,294700;4,461940
1,393900;4,611712

pomiar;7,400000;Uout->5K
-1,393600;0,408893
-1,294700;0,556496
-1,195500;0,705339
-1,096500;0,853443
-0,996600;1,003884
-0,896500;1,154598
-0,796700;1,303435
-0,697200;1,454256
-0,597700;1,603624
-0,499100;1,753728
-0,397700;1,904917
-0,299000;2,055044
-0,200200;2,204348
-0,100400;2,354553
-0,001000;2,507645
0,100500;2,660207
0,199100;2,809732
0,298800;2,959763
0,398500;3,110075
0,498400;3,260860
0,598200;3,410799
0,698100;3,560807
0,797000;3,711346
0,896500;3,861486
0,996300;4,011558
1,096000;4,161904
1,195000;4,311327
1,294100;4,461637
1,394500;4,611768

pomiar;12,000000;Uout->No load
-1,394300;0,409638
-1,295400;0,556582
-1,195400;0,705156
-1,095400;0,853794
-0,996400;1,003464
-0,896600;1,154455
-0,796200;1,303236
-0,697500;1,453711
-0,597300;1,603772
-0,499100;1,753559
-0,398700;1,904427
-0,299200;2,054831
-0,199000;2,204376
-0,100500;2,354218
-0,000200;2,507588
0,100300;2,660806
0,199100;2,809885
0,299100;2,960773
0,398600;3,110016
0,498100;3,261343
0,597900;3,411058
0,697500;3,560868
0,795800;3,711169
0,896600;3,860728
0,996300;4,011717
1,096000;4,161659
1,194900;4,311484
1,294800;4,461421
1,394500;4,611258

pomiar;12,000000;Uout->5K
-1,394500;0,409587
-1,295500;0,556279
-1,194300;0,704830
-1,095800;0,853510
-0,996900;1,003573
-0,896700;1,154562
-0,797000;1,303924
-0,696600;1,454141
-0,597300;1,603779
-0,497600;1,753447
-0,397400;1,904881
-0,299100;2,053778
-0,200100;2,204797
-0,100100;2,354589
-0,000300;2,507513
0,100000;2,660076
0,200000;2,810081
0,299300;2,960244
0,398800;3,109726
0,498200;3,261525
0,598100;3,411625
0,696500;3,560863
0,797200;3,711522
0,896400;3,861253
0,996300;4,011544
1,095700;4,161994
1,196100;4,312204
1,294600;4,461230
1,393600;4,611099

pomiar;18,000000;Uout->No load
-1,394300;0,409277
-1,294900;0,555376
-1,196500;0,704640
-1,095000;0,853312
-0,996100;1,003513
-0,895600;1,154314
-0,797200;1,303641
-0,698400;1,453286
-0,598800;1,603502
-0,498900;1,753659
-0,398300;1,904731
-0,298800;2,054663
-0,198800;2,204607
-0,100700;2,353653
-0,000600;2,507499
0,100000;2,660547
0,199400;2,809991
0,299200;2,959963
0,398700;3,109926
0,498300;3,261183
0,598000;3,410942
0,697600;3,561195
0,797700;3,711589
0,896600;3,861653
0,996400;4,012331
1,095900;4,162434
1,195300;4,311630
1,294800;4,461782
1,394700;4,612184

pomiar;18,000000;Uout->5K
-1,393200;0,409340
-1,293800;0,556578
-1,195100;0,704984
-1,095900;0,853538
-0,996400;1,002994
-0,896600;1,154368
-0,797000;1,304157
-0,697200;1,453514
-0,598700;1,603790
-0,497300;1,753732
-0,398000;1,903759
-0,299100;2,054576
-0,200100;2,204205
-0,099800;2,354548
-0,000800;2,507468
0,100100;2,660039
0,199500;2,810089
0,299000;2,960766
0,397800;3,109792
0,498400;3,261698
0,598400;3,411076
0,697700;3,561045
0,797100;3,711852
0,896300;3,861764
0,996100;4,011679
1,095600;4,161648
1,195500;4,311440
1,293900;4,461491
1,393700;4,612316

