pomiar;3,700000;Uout->No load
-1,394300;0,399433
-1,293800;0,547985
-1,194100;0,697631
-1,094400;0,847493
-0,995900;0,997639
-0,895600;1,149022
-0,796200;1,299289
-0,696200;1,449686
-0,595900;1,600044
-0,497000;1,750489
-0,396700;1,902048
-0,296300;2,052455
-0,198600;2,202919
-0,097700;2,353286
-0,000300;2,503318
0,098500;2,652871
0,197900;2,803229
0,296800;2,953637
0,396700;3,104036
0,496600;3,255585
0,596200;3,405972
0,696000;3,556376
0,795200;3,706742
0,895000;3,857125
0,995200;4,008575
1,094500;4,158980
1,194000;4,309328
1,293200;4,459592
1,393300;4,609879

pomiar;3,700000;Uout->5K
-1,393300;0,402490
-1,292700;0,550235
-1,194300;0,699295
-1,093600;0,848869
-0,994400;0,998785
-0,894000;1,149965
-0,795200;1,300145
-0,696400;1,450382
-0,596400;1,600715
-0,496800;1,751042
-0,395700;1,902567
-0,297100;2,052969
-0,197800;2,203332
-0,097100;2,353631
-0,000100;2,503489
0,098300;2,652839
0,197900;2,803210
0,296800;2,953647
0,396400;3,104032
0,498200;3,255555
0,596100;3,406003
0,695900;3,556388
0,795400;3,706736
0,894400;3,857116
0,994900;4,008515
1,095300;4,158875
1,194000;4,309197
1,293800;4,459540
1,392500;4,609820

pomiar;7,400000;Uout->No load
-1,392000;0,405015
-1,292500;0,552256
-1,193000;0,701194
-1,093100;0,850660
-0,994700;1,000381
-0,894000;1,151402
-0,794900;1,301394
-0,695400;1,451480
-0,594700;1,601634
-0,495300;1,751803
-0,395300;1,903131
-0,297400;2,053408
-0,197900;2,203676
-0,098300;2,353825
-0,000800;2,503767
0,098200;2,653296
0,197400;2,803436
0,296800;2,953680
0,395800;3,103905
0,496300;3,255315
0,596000;3,405514
0,695000;3,555810
0,794600;3,705988
0,894000;3,855957
0,993800;4,007521
1,093800;4,157750
1,193000;4,307933
1,292100;4,458040
1,391200;4,608170

pomiar;7,400000;Uout->5K
-1,392200;0,405126
-1,292800;0,552433
-1,192800;0,701316
-1,094000;0,850738
-0,994000;1,000408
-0,894200;1,151490
-0,795000;1,301404
-0,695200;1,451571
-0,596400;1,601677
-0,495300;1,751867
-0,396400;1,903173
-0,297200;2,053377
-0,197500;2,203611
-0,098100;2,353860
-0,000400;2,503767
0,098600;2,653199
0,196900;2,803438
0,296800;2,953708
0,396400;3,103958
0,496600;3,255278
0,595600;3,405517
0,695600;3,555729
0,795400;3,705977
0,894200;3,856199
0,994500;4,007498
1,093600;4,157612
1,192600;4,307839
1,292400;4,457964
1,391900;4,608141

pomiar;12,000000;Uout->No load
-1,392000;0,405174
-1,292900;0,552559
-1,193100;0,701455
-1,093000;0,850825
-0,994600;1,000519
-0,893000;1,151569
-0,793300;1,301596
-0,693900;1,451701
-0,594900;1,601791
-0,495500;1,752016
-0,396100;1,903369
-0,296800;2,053577
-0,197200;2,203773
-0,097200;2,353950
-0,000300;2,504053
0,097800;2,653659
0,197000;2,803837
0,296600;2,954149
0,396900;3,104375
0,496100;3,255697
0,595800;3,405987
0,694800;3,556153
0,794500;3,706404
0,894700;3,856553
0,994400;4,007920
1,093300;4,158057
1,193000;4,308284
1,292800;4,458400
1,391600;4,608572

pomiar;12,000000;Uout->5K
-1,391100;0,405274
-1,292700;0,552609
-1,192900;0,701540
-1,093400;0,850930
-0,992900;1,000681
-0,892800;1,151640
-0,795000;1,301649
-0,695500;1,451753
-0,595600;1,601909
-0,495300;1,752083
-0,396900;1,903458
-0,295800;2,053616
-0,196800;2,203853
-0,098200;2,354080
0,000200;2,504037
0,098000;2,653517
0,197600;2,803705
0,296500;2,953990
0,396300;3,104225
0,496500;3,255634
0,595600;3,405844
0,695100;3,556034
0,794300;3,706243
0,893500;3,856441
0,993600;4,007781
1,093700;4,157944
1,192400;4,308110
1,292100;4,458263
1,391900;4,608350

pomiar;18,000000;Uout->No load
-1,392000;0,405575
-1,292100;0,552783
-1,192200;0,701669
-1,093700;0,851124
-0,993200;1,000788
-0,894200;1,151805
-0,794800;1,301831
-0,694400;1,451898
-0,594900;1,602023
-0,497100;1,752176
-0,396300;1,903480
-0,295800;2,053693
-0,198000;2,203862
-0,097500;2,354050
-0,000100;2,504300
0,098000;2,654076
0,197000;2,804260
0,296700;2,954483
0,395700;3,104753
0,496200;3,256111
0,595800;3,406341
0,694900;3,556635
0,794700;3,706801
0,893900;3,856946
0,993800;4,008308
1,093600;4,158475
1,193100;4,308666
1,291900;4,458757
1,391800;4,608883

pomiar;18,000000;Uout->5K
-1,391900;0,405591
-1,291400;0,552893
-1,193400;0,701753
-1,092500;0,851186
-0,993700;1,000887
-0,893800;1,151903
-0,793700;1,301943
-0,695100;1,452013
-0,595800;1,602162
-0,496800;1,752353
-0,395200;1,903715
-0,296100;2,053949
-0,197700;2,204121
-0,098300;2,354280
-0,000200;2,504432
0,098000;2,654118
0,197400;2,804332
0,296400;2,954564
0,396000;3,104733
0,495900;3,256155
0,596500;3,406371
0,695000;3,556602
0,794200;3,706778
0,893700;3,856935
0,994000;4,008213
1,093600;4,154932
1,192700;4,308945
1,292500;4,459175
1,391200;4,609431

