pomiar;3,700000;Uout->No load
-1,394500;0,390954
-1,295800;0,539719
-1,196100;0,689449
-1,096700;0,839421
-0,997000;0,989526
-0,895900;1,140863
-0,797200;1,291152
-0,697000;1,441511
-0,598100;1,591845
-0,498400;1,742174
-0,397700;1,893708
-0,299300;2,044243
-0,198800;2,194471
-0,100300;2,344855
-0,000300;2,497533
0,100200;2,649601
0,198900;2,799780
0,298800;2,950541
0,398800;3,101011
0,498500;3,252600
0,598500;3,403020
0,697900;3,553461
0,796800;3,703886
0,896600;3,854328
0,996900;4,005896
1,096600;4,156323
1,196200;4,306734
1,295800;4,457188
1,394800;4,607635

pomiar;3,700000;Uout->5K
-1,395200;0,393412
-1,296000;0,541186
-1,196200;0,690302
-1,097300;0,839957
-0,997100;0,989796
-0,897100;1,140964
-0,798300;1,291117
-0,697900;1,441324
-0,598500;1,591672
-0,498200;1,742034
-0,398500;1,893498
-0,299800;2,043910
-0,199900;2,194267
-0,099900;2,344644
0,000300;2,497610
0,100500;2,650187
0,199600;2,800541
0,298800;2,951038
0,398300;3,101381
0,499100;3,252983
0,597600;3,403457
0,697500;3,553878
0,797500;3,704361
0,897100;3,854782
0,997300;4,006275
1,096300;4,156735
1,196000;4,307092
1,295400;4,457464
1,395500;4,607854

pomiar;7,400000;Uout->No load
-1,393400;0,394565
-1,294900;0,542113
-1,195400;0,691181
-1,095900;0,840697
-0,996800;0,990431
-0,896400;1,141440
-0,795900;1,291489
-0,696300;1,441550
-0,598400;1,591702
-0,498900;1,741881
-0,397800;1,893255
-0,299900;2,043464
-0,199000;2,193665
-0,100800;2,343950
-0,000000;2,497239
0,100700;2,650072
0,200000;2,800337
0,298800;2,950675
0,398700;3,100940
0,498400;3,252394
0,598200;3,402665
0,697300;3,552968
0,797000;3,703215
0,896100;3,853484
0,996200;4,004887
1,096000;4,155123
1,195000;4,305394
1,294500;4,455635
1,394500;4,605909

pomiar;7,400000;Uout->5K
-1,394400;0,394264
-1,293900;0,542180
-1,195400;0,690953
-1,095900;0,840497
-0,996600;0,990226
-0,896400;1,141250
-0,797300;1,291270
-0,697700;1,441404
-0,598400;1,591552
-0,499000;1,741740
-0,397800;1,893052
-0,299100;2,043250
-0,199100;2,193546
-0,100600;2,343817
-0,001000;2,497199
0,100600;2,650169
0,199300;2,800414
0,299000;2,950666
0,398100;3,100931
0,498500;3,252365
0,598300;3,402666
0,697100;3,552924
0,797000;3,703193
0,896500;3,853459
0,995900;4,004817
1,095700;4,155080
1,195500;4,305386
1,295100;4,455633
1,393700;4,605788

pomiar;12,000000;Uout->No load
-1,394300;0,393458
-1,295100;0,541221
-1,194700;0,690277
-1,095900;0,839751
-0,996600;0,989519
-0,895300;1,140555
-0,796700;1,290614
-0,696600;1,440731
-0,598300;1,590870
-0,499200;1,741078
-0,398900;1,892381
-0,298000;2,042624
-0,198900;2,192878
-0,099500;2,343113
-0,000300;2,496743
0,100500;2,649905
0,199900;2,800110
0,299300;2,950428
0,398500;3,100708
0,499000;3,252153
0,598500;3,402410
0,697100;3,552654
0,797000;3,702944
0,896000;3,853253
0,996300;4,004642
1,096200;4,154883
1,195600;4,305109
1,294500;4,455400
1,394100;4,605582

pomiar;12,000000;Uout->5K
-1,394300;0,393241
-1,294800;0,540972
-1,194700;0,690066
-1,096400;0,839593
-0,996200;0,989394
-0,895200;1,140487
-0,796900;1,290490
-0,697100;1,440615
-0,598500;1,590808
-0,499400;1,741001
-0,399000;1,892346
-0,299400;2,042642
-0,199100;2,192834
-0,100800;2,343087
-0,000100;2,496730
0,100100;2,649929
0,199600;2,800118
0,299400;2,950409
0,398300;3,100739
0,498800;3,252155
0,597900;3,402413
0,697500;3,552688
0,796500;3,702991
0,896500;3,853199
0,996100;4,004617
1,095900;4,154847
1,194500;4,305096
1,294600;4,455338
1,394500;4,605627

pomiar;18,000000;Uout->No load
-1,394100;0,392700
-1,295100;0,540242
-1,195000;0,689306
-1,095000;0,838824
-0,996400;0,988635
-0,897000;1,139671
-0,797300;1,289700
-0,698100;1,439783
-0,598700;1,589963
-0,498600;1,740164
-0,399100;1,891567
-0,299300;2,041786
-0,198900;2,192020
-0,100800;2,342247
-0,000200;2,496076
0,100900;2,649466
0,199200;2,799709
0,298900;2,950066
0,398700;3,100343
0,498000;3,251768
0,598500;3,402094
0,697800;3,552357
0,796900;3,702597
0,896400;3,852897
0,996100;4,004293
1,095900;4,154506
1,194800;4,304837
1,295000;4,455043
1,393500;4,605281

pomiar;18,000000;Uout->5K
-1,394300;0,392611
-1,293900;0,540191
-1,194800;0,689274
-1,095700;0,838816
-0,996700;0,988581
-0,896900;1,139632
-0,796000;1,289628
-0,697400;1,439770
-0,597500;1,589950
-0,499000;1,740122
-0,399000;1,891440
-0,298300;2,041725
-0,200000;2,191986
-0,099500;2,342229
-0,000700;2,496017
0,100400;2,649450
0,199400;2,799714
0,299700;2,950007
0,398100;3,100357
0,498600;3,251693
0,598400;3,402068
0,697600;3,552332
0,796900;3,702593
0,895900;3,852839
0,996100;4,004233
1,095800;4,154445
1,195500;4,304719
1,294600;4,454923
1,394200;4,605177

