pomiar;3,700000;Uout->No load
-1,396600;0,391294
-1,296900;0,539783
-1,198000;0,689242
-1,097700;0,839030
-0,997200;0,989043
-0,897000;1,140313
-0,797600;1,290497
-0,699400;1,440686
-0,599300;1,590960
-0,500000;1,741295
-0,398500;1,892704
-0,300200;2,043010
-0,200200;2,193250
-0,101500;2,343502
-0,000100;2,497041
0,100600;2,650250
0,200500;2,800472
0,299600;2,950732
0,399200;3,100985
0,499800;3,252319
0,598600;3,402562
0,699100;3,552799
0,797500;3,702990
0,897400;3,853200
0,998000;4,004538
1,096800;4,154745
1,196700;4,304955
1,296300;4,455097
1,396100;4,605236

pomiar;3,700000;Uout->5K
-1,396100;0,394687
-1,295800;0,542103
-1,195800;0,691036
-1,097100;0,840467
-0,996800;0,990176
-0,897700;1,141144
-0,798000;1,291192
-0,697500;1,441224
-0,599300;1,591358
-0,498700;1,741561
-0,399000;1,892898
-0,298600;2,043131
-0,200200;2,193342
-0,099800;2,343503
-0,000500;2,496920
0,101500;2,649904
0,199600;2,800113
0,299600;2,950383
0,398300;3,100678
0,499000;3,252072
0,598800;3,402297
0,698700;3,552483
0,797500;3,702683
0,897400;3,852937
0,997900;4,004221
1,097300;4,154344
1,196600;4,304529
1,296200;4,454669
1,395400;4,604851

pomiar;7,400000;Uout->No load
-1,394900;0,396450
-1,294900;0,543757
-1,195400;0,692605
-1,096600;0,841930
-0,997300;0,991505
-0,895800;1,142414
-0,796500;1,292284
-0,697700;1,442165
-0,598200;1,592185
-0,499300;1,742235
-0,399200;1,893399
-0,299200;2,043423
-0,200300;2,193404
-0,101300;2,343484
0,000500;2,496980
0,099800;2,650044
0,199600;2,800204
0,299200;2,950268
0,398900;3,100368
0,498300;3,251560
0,598200;3,401635
0,697900;3,551731
0,796900;3,701816
0,896400;3,851879
0,996400;4,002998
1,096500;4,152993
1,195800;4,303879
1,294900;4,453618
1,394500;4,603455

pomiar;7,400000;Uout->5K
-1,393400;0,397051
-1,294100;0,544160
-1,194500;0,692883
-1,096400;0,842063
-0,995900;0,991597
-0,896800;1,142519
-0,797600;1,292361
-0,697400;1,442250
-0,597100;1,592173
-0,499100;1,742230
-0,397700;1,893389
-0,299600;2,043431
-0,200300;2,193558
-0,100200;2,343652
-0,000200;2,497082
0,100500;2,650156
0,199500;2,800215
0,299000;2,950315
0,398900;3,100378
0,498700;3,251708
0,598300;3,401788
0,696900;3,551892
0,796900;3,702009
0,896800;3,852171
0,996400;4,003352
1,096100;4,153386
1,194500;4,303483
1,294400;4,453304
1,394100;4,603444

pomiar;12,000000;Uout->No load
-1,394600;0,396568
-1,294200;0,543838
-1,195600;0,692560
-1,096500;0,841868
-0,996000;0,991468
-0,896600;1,142396
-0,797300;1,292251
-0,698500;1,442151
-0,598500;1,592164
-0,499200;1,742094
-0,398300;1,893236
-0,299500;2,043290
-0,199000;2,193320
-0,100100;2,343341
0,000100;2,497267
0,100000;2,650768
0,200500;2,800809
0,298900;2,951028
0,399000;3,101149
0,499100;3,252351
0,598300;3,402465
0,698000;3,552567
0,796500;3,702567
0,896500;3,852609
0,997500;4,003811
1,096400;4,153827
1,195400;4,303871
1,295200;4,453886
1,394800;4,603920

pomiar;12,000000;Uout->5K
-1,394700;0,395995
-1,294300;0,543268
-1,195600;0,692048
-1,097000;0,841329
-0,997400;0,990892
-0,897400;1,141861
-0,796600;1,291712
-0,697800;1,441626
-0,597800;1,591618
-0,498300;1,741595
-0,399200;1,892869
-0,298800;2,042868
-0,200000;2,192922
-0,101400;2,342952
-0,000300;2,497072
0,101500;2,650764
0,200300;2,800863
0,299400;2,950945
0,399000;3,101118
0,499900;3,252406
0,598300;3,402438
0,697900;3,552534
0,797500;3,702645
0,896500;3,852667
0,996700;4,003832
1,096400;4,153909
1,195500;4,303953
1,295300;4,454024
1,394700;4,603924

pomiar;18,000000;Uout->No load
-1,394800;0,395474
-1,294600;0,542971
-1,196400;0,691850
-1,096600;0,841200
-0,997500;0,990728
-0,897400;1,141538
-0,796600;1,291445
-0,697800;1,441346
-0,597600;1,591340
-0,499900;1,741342
-0,398200;1,892589
-0,299800;2,042700
-0,199300;2,192717
-0,101400;2,342787
-0,000400;2,497231
0,101700;2,651293
0,200300;2,801361
0,299400;2,951544
0,399100;3,101597
0,499800;3,252840
0,598300;3,402939
0,698200;3,552971
0,797100;3,703046
0,896800;3,853175
0,997000;4,004328
1,096800;4,154360
1,196200;4,304424
1,295400;4,454560
1,394400;4,604539

pomiar;18,000000;Uout->5K
-1,393700;0,395564
-1,294400;0,542786
-1,194800;0,691620
-1,096700;0,840911
-0,996900;0,990505
-0,897000;1,141436
-0,798000;1,291319
-0,698800;1,441314
-0,598600;1,591273
-0,499700;1,741286
-0,398300;1,892548
-0,299400;2,042618
-0,200800;2,192801
-0,100000;2,342762
-0,000600;2,497280
0,100500;2,651287
0,199900;2,801345
0,299400;2,951457
0,399700;3,101554
0,499000;3,252842
0,598300;3,402948
0,698200;3,553018
0,796800;3,703124
0,897200;3,853254
0,997200;4,004423
1,096100;4,154458
1,196100;4,304471
1,295500;4,454470
1,394400;4,604446

