pomiar;3,700000;Uout->No load
-1,394100;0,403172
-1,295100;0,550875
-1,194100;0,699758
-1,094700;0,848921
-0,995200;0,998469
-0,894800;1,149218
-0,796300;1,298871
-0,696000;1,448614
-0,597400;1,598402
-0,498100;1,748290
-0,397500;1,899231
-0,297500;2,049113
-0,197800;2,198972
-0,098100;2,348794
-0,000500;2,498734
0,098900;2,648628
0,198100;2,798388
0,297500;2,948229
0,397200;3,098014
0,497300;3,248955
0,597200;3,398774
0,696000;3,548586
0,795800;3,698294
0,894500;3,848043
0,995900;3,998921
1,095400;4,148631
1,194500;4,298344
1,294600;4,448104
1,394000;4,597711

pomiar;3,700000;Uout->5K
-1,393900;0,406439
-1,293300;0,553358
-1,194800;0,701730
-1,094200;0,850611
-0,995900;0,999807
-0,895500;1,150369
-0,795800;1,299904
-0,695900;1,449545
-0,596900;1,599258
-0,496600;1,749007
-0,397500;1,899976
-0,297800;2,049757
-0,198500;2,199577
-0,098800;2,349369
-0,000200;2,498915
0,097500;2,648298
0,198200;2,798065
0,296900;2,947909
0,396700;3,097766
0,496900;3,248684
0,597000;3,398512
0,696100;3,548332
0,795400;3,698080
0,894800;3,847814
0,995400;3,998684
1,095100;4,148336
1,194900;4,298057
1,294000;4,447798
1,393400;4,597450

pomiar;7,400000;Uout->No load
-1,392800;0,408602
-1,291900;0,555462
-1,193700;0,703686
-1,094300;0,852419
-0,993800;1,001422
-0,894300;1,151840
-0,794800;1,301235
-0,695900;1,450714
-0,595400;1,600269
-0,495900;1,749866
-0,397000;1,900630
-0,296800;2,050310
-0,198000;2,199942
-0,097400;2,349569
-0,000300;2,498937
0,097200;2,648189
0,197900;2,797807
0,296900;2,947502
0,397300;3,097280
0,496600;3,247988
0,595800;3,397654
0,695300;3,547231
0,794600;3,696874
0,894000;3,846529
0,994600;3,997258
1,094100;4,146802
1,192700;4,296377
1,292700;4,445904
1,391900;4,595423

pomiar;7,400000;Uout->5K
-1,392400;0,408958
-1,292800;0,555634
-1,193700;0,703859
-1,093900;0,852610
-0,994400;1,001642
-0,894900;1,152117
-0,794000;1,301505
-0,694500;1,451020
-0,596400;1,600516
-0,496600;1,750146
-0,396400;1,900893
-0,296300;2,050580
-0,197600;2,200204
-0,098600;2,349856
-0,000400;2,499045
0,098200;2,648063
0,197100;2,797656
0,296800;2,947358
0,396800;3,097015
0,496600;3,247791
0,595800;3,397429
0,695500;3,547121
0,794300;3,696680
0,893800;3,846273
0,993500;3,996987
1,093100;4,146522
1,193100;4,296092
1,293000;4,445604
1,391700;4,595138

pomiar;12,000000;Uout->No load
-1,391800;0,409099
-1,293000;0,555780
-1,192900;0,703950
-1,093700;0,852711
-0,994800;1,001812
-0,894300;1,152153
-0,794900;1,301525
-0,694200;1,451019
-0,596300;1,600608
-0,496400;1,750176
-0,396600;1,900898
-0,296100;2,050574
-0,198100;2,200189
-0,098300;2,349785
-0,000200;2,498964
0,098300;2,648038
0,197000;2,797601
0,296800;2,947273
0,396400;3,096931
0,495900;3,247709
0,595800;3,397326
0,694900;3,546987
0,794300;3,696621
0,894100;3,846279
0,993800;3,997003
1,093100;4,146570
1,193000;4,296126
1,292000;4,445704
1,391700;4,595223

pomiar;12,000000;Uout->5K
-1,392100;0,409267
-1,292900;0,555939
-1,192800;0,704163
-1,092800;0,852887
-0,993300;1,001925
-0,893100;1,152339
-0,793400;1,301736
-0,694500;1,451185
-0,594900;1,600711
-0,496600;1,750336
-0,396600;1,901020
-0,295800;2,050682
-0,197700;2,200302
-0,098200;2,349939
-0,000400;2,499041
0,097800;2,647935
0,196900;2,797475
0,297200;2,947149
0,395800;3,096821
0,496500;3,247560
0,595900;3,397216
0,695000;3,546795
0,794600;3,696440
0,893300;3,846057
0,994000;3,996811
1,093100;4,146392
1,193300;4,295892
1,292000;4,445465
1,391600;4,594985

pomiar;18,000000;Uout->No load
-1,391800;0,409157
-1,291200;0,555804
-1,193000;0,704046
-1,093700;0,852825
-0,994400;1,001876
-0,894500;1,152232
-0,793500;1,301608
-0,694800;1,451026
-0,596200;1,600652
-0,496500;1,750233
-0,395500;1,900934
-0,297300;2,050580
-0,197300;2,200262
-0,098500;2,349844
-0,000300;2,499021
0,097800;2,647995
0,197700;2,797610
0,296400;2,947301
0,395900;3,096910
0,496300;3,247704
0,595500;3,397343
0,695100;3,546963
0,794700;3,696633
0,893600;3,846189
0,994200;3,996862
1,093000;4,146479
1,192800;4,296057
1,292600;4,445560
1,391400;4,595075

pomiar;18,000000;Uout->5K
-1,391800;0,409353
-1,292600;0,556041
-1,192500;0,704197
-1,092500;0,852953
-0,993500;1,002031
-0,893700;1,152395
-0,794900;1,301778
-0,694900;1,451258
-0,595300;1,600777
-0,496400;1,750404
-0,396300;1,901067
-0,296800;2,050752
-0,197500;2,200325
-0,097600;2,349910
0,000300;2,499038
0,097900;2,647851
0,196500;2,797480
0,296500;2,947140
0,395900;3,096794
0,496100;3,247555
0,595400;3,397209
0,695000;3,546816
0,794000;3,696468
0,893600;3,846064
0,994000;3,996721
1,092800;4,146242
1,192500;4,295835
1,292300;4,445343
1,391600;4,594851

