pomiar;3,700000;Uout->No load
-1,395500;0,399055
-1,295600;0,547680
-1,196300;0,695950
-1,095400;0,846772
-0,997900;0,996632
-0,895700;1,147658
-0,796200;1,297600
-0,697800;1,447701
-0,597300;1,597975
-0,499000;1,748258
-0,397600;1,899625
-0,299000;2,049886
-0,198700;2,200111
-0,099300;2,350401
-0,000200;2,502863
0,100500;2,654870
0,199400;2,805006
0,299000;2,955236
0,398600;3,105513
0,498100;3,256898
0,598100;3,407060
0,697700;3,557383
0,797100;3,707946
0,896300;3,857786
0,997100;4,009284
1,096700;4,159595
1,195600;4,309886
1,295500;4,460155
1,394800;4,610349

pomiar;3,700000;Uout->5K
-1,394900;0,403203
-1,295600;0,550358
-1,196100;0,699037
-1,097000;0,848210
-0,997300;0,997748
-0,897100;1,148602
-0,797600;1,298394
-0,696900;1,448314
-0,597000;1,598355
-0,499200;1,748389
-0,398500;1,899678
-0,299500;2,049885
-0,198100;2,200081
-0,100100;2,349957
-0,000300;2,502759
0,100900;2,654851
0,199400;2,804970
0,299700;2,955209
0,398300;3,105487
0,498600;3,256844
0,598400;3,407152
0,697300;3,557476
0,797300;3,707698
0,897000;3,857860
0,996700;4,009773
1,096400;4,159550
1,196300;4,309744
1,294900;4,459977
1,395200;4,610901

pomiar;7,400000;Uout->No load
-1,393900;0,404554
-1,294800;0,550671
-1,195800;0,699795
-1,096100;0,848752
-0,995300;0,998963
-0,896500;1,149326
-0,796500;1,298549
-0,697100;1,448976
-0,596800;1,598524
-0,498700;1,748766
-0,398100;1,899278
-0,299200;2,050088
-0,200200;2,199417
-0,099900;2,350110
-0,000100;2,502751
0,100100;2,654941
0,199400;2,804840
0,299100;2,955638
0,398700;3,105861
0,498300;3,256828
0,598400;3,406508
0,697700;3,556536
0,797100;3,707224
0,896300;3,856870
0,996200;4,008621
1,095500;4,157971
1,195200;4,308454
1,294000;4,458103
1,393500;4,608555

pomiar;7,400000;Uout->5K
-1,394300;0,404302
-1,295100;0,550895
-1,193800;0,700536
-1,095700;0,848987
-0,996600;0,998015
-0,896500;1,149572
-0,797300;1,298656
-0,698100;1,448459
-0,598200;1,598373
-0,498400;1,748945
-0,399100;1,899677
-0,299200;2,050309
-0,199600;2,200140
-0,100700;2,350101
-0,000300;2,502802
0,099800;2,655350
0,199500;2,804959
0,298800;2,955037
0,398200;3,105603
0,498200;3,256199
0,598500;3,406549
0,697100;3,556715
0,797200;3,706895
0,895800;3,857144
0,995900;4,008096
1,095500;4,158412
1,194400;4,308423
1,294300;4,458041
1,393900;4,608077

pomiar;12,000000;Uout->No load
-1,393800;0,404166
-1,294700;0,551608
-1,194500;0,699950
-1,094800;0,849043
-0,996500;0,998598
-0,895700;1,149253
-0,797100;1,298041
-0,697400;1,448394
-0,597400;1,598485
-0,498700;1,748782
-0,397700;1,899896
-0,299200;2,049947
-0,198600;2,199981
-0,100600;2,350038
-0,000100;2,502658
0,099900;2,655370
0,199500;2,805239
0,298400;2,955086
0,398900;3,105283
0,498600;3,256866
0,597800;3,406481
0,697300;3,557336
0,796200;3,706565
0,896300;3,856920
0,995700;4,007822
1,095500;4,158774
1,195000;4,308084
1,293900;4,458083
1,393600;4,608147

pomiar;12,000000;Uout->5K
-1,394000;0,404191
-1,294300;0,551592
-1,195200;0,700124
-1,095400;0,848592
-0,997000;0,998569
-0,895400;1,149432
-0,796800;1,299155
-0,695900;1,448964
-0,596900;1,598939
-0,497600;1,748614
-0,399000;1,899265
-0,299300;2,048900
-0,199800;2,199781
-0,100100;2,349488
-0,000300;2,502542
0,099400;2,655257
0,199300;2,804708
0,298500;2,954739
0,397900;3,104952
0,498100;3,256131
0,598000;3,407368
0,697400;3,557024
0,796200;3,706512
0,895600;3,856596
0,996200;4,007794
1,095600;4,157808
1,194700;4,307864
1,293900;4,457954
1,393200;4,608408

pomiar;18,000000;Uout->No load
-1,394000;0,404182
-1,294300;0,550900
-1,194200;0,699488
-1,096000;0,848555
-0,996300;0,997945
-0,895900;1,148639
-0,795500;1,298457
-0,696100;1,448158
-0,597500;1,598208
-0,498300;1,747577
-0,397500;1,899286
-0,297600;2,049178
-0,199800;2,199299
-0,100500;2,349241
-0,000600;2,502233
0,099900;2,654506
0,199500;2,805030
0,298800;2,955151
0,398500;3,105102
0,498100;3,256999
0,597500;3,406730
0,697200;3,556860
0,796900;3,706294
0,895400;3,856756
0,996200;4,007905
1,095500;4,157979
1,195100;4,307801
1,294500;4,458705
1,394200;4,608057

pomiar;18,000000;Uout->5K
-1,394300;0,403796
-1,294800;0,550705
-1,195000;0,699296
-1,095300;0,847741
-0,995300;0,997126
-0,896300;1,148238
-0,795700;1,298431
-0,696100;1,448309
-0,597800;1,597485
-0,497400;1,748400
-0,398300;1,899410
-0,298800;2,048632
-0,199900;2,199556
-0,099300;2,349591
-0,000100;2,502374
0,099500;2,654662
0,199800;2,804707
0,297900;2,954933
0,398000;3,105216
0,497300;3,256074
0,597300;3,406432
0,697200;3,556232
0,796800;3,706637
0,896000;3,856632
0,995800;4,007616
1,095700;4,157884
1,193700;4,307743
1,294200;4,458849
1,393600;4,607928

