pomiar;3,700000;Uout->No load
-1,394600;0,409589
-1,294000;0,557481
-1,194600;0,706320
-1,096100;0,855625
-0,996500;1,004625
-0,896600;1,155794
-0,796800;1,305799
-0,697500;1,455522
-0,597000;1,605357
-0,497300;1,755385
-0,398300;1,906348
-0,298000;2,056376
-0,199600;2,205688
-0,099700;2,355935
-0,000300;2,507766
0,100100;2,658581
0,199600;2,808465
0,298500;2,958391
0,397700;3,108348
0,498000;3,259804
0,597600;3,409309
0,697300;3,559449
0,796200;3,709328
0,896100;3,859066
0,996500;4,009894
1,096600;4,159702
1,195700;4,309604
1,294600;4,459578
1,394000;4,609081

pomiar;3,700000;Uout->5K
-1,395100;0,412442
-1,294600;0,559083
-1,195900;0,707699
-1,096000;0,856599
-0,995600;1,005854
-0,896500;1,156464
-0,796700;1,306121
-0,697800;1,455854
-0,598300;1,605696
-0,498200;1,755574
-0,397000;1,906551
-0,299200;2,056524
-0,198900;2,206005
-0,098700;2,356313
-0,000200;2,508008
0,098900;2,659063
0,199300;2,808926
0,298200;2,958943
0,397900;3,108935
0,498200;3,259823
0,597500;3,409742
0,697500;3,559608
0,797300;3,709723
0,895800;3,859429
0,996600;4,010271
1,096600;4,160100
1,196200;4,309906
1,295400;4,459653
1,395000;4,609424

pomiar;7,400000;Uout->No load
-1,392100;0,414251
-1,294600;0,559933
-1,194700;0,708899
-1,095700;0,857777
-0,995000;1,006850
-0,895000;1,157113
-0,796600;1,305723
-0,696600;1,456275
-0,597300;1,605918
-0,497400;1,754879
-0,398400;1,906426
-0,299400;2,056343
-0,199700;2,206156
-0,099300;2,355638
-0,000200;2,507919
0,099700;2,659182
0,199200;2,809067
0,298000;2,958793
0,397900;3,108511
0,498200;3,259781
0,597700;3,409131
0,696600;3,558903
0,796400;3,708580
0,895200;3,858295
0,995600;4,009114
1,095400;4,159270
1,194800;4,308494
1,295200;4,458772
1,393800;4,608293

pomiar;7,400000;Uout->5K
-1,394000;0,413764
-1,294300;0,560598
-1,195400;0,708531
-1,096000;0,856588
-0,996500;1,006757
-0,896200;1,157002
-0,796500;1,306751
-0,696200;1,455601
-0,597900;1,606027
-0,498700;1,755236
-0,397800;1,905841
-0,298700;2,055677
-0,199800;2,206089
-0,100400;2,355515
-0,000200;2,507900
0,099500;2,659997
0,198900;2,809518
0,298200;2,958783
0,397900;3,108563
0,498200;3,259958
0,597900;3,409192
0,697100;3,558941
0,796300;3,708642
0,895800;3,858318
0,995900;4,009134
1,095500;4,158817
1,194400;4,308469
1,294200;4,458322
1,394000;4,608483

pomiar;12,000000;Uout->No load
-1,393800;0,413589
-1,294700;0,559983
-1,194800;0,708245
-1,095600;0,856544
-0,996300;1,006192
-0,895900;1,156780
-0,795400;1,305887
-0,697300;1,455058
-0,597600;1,605568
-0,498600;1,755305
-0,398700;1,905422
-0,297700;2,055905
-0,198800;2,205273
-0,100200;2,354744
-0,000300;2,507743
0,099900;2,659460
0,198600;2,809870
0,298900;2,958996
0,397300;3,109225
0,498100;3,259645
0,597900;3,409381
0,697200;3,559108
0,796300;3,708961
0,896100;3,858759
0,996600;4,009746
1,095600;4,159236
1,194700;4,308643
1,293500;4,459045
1,393400;4,608173

pomiar;12,000000;Uout->5K
-1,394300;0,412906
-1,294700;0,559315
-1,194000;0,708188
-1,096000;0,857076
-0,996500;1,005908
-0,895800;1,155698
-0,797200;1,305336
-0,697800;1,455572
-0,597400;1,605295
-0,498200;1,754565
-0,397600;1,905797
-0,297900;2,054991
-0,199500;2,204826
-0,100800;2,355043
-0,000200;2,507777
0,100100;2,660612
0,199500;2,810040
0,299200;2,958990
0,398200;3,109206
0,499200;3,259749
0,597600;3,409889
0,696900;3,559121
0,797000;3,708747
0,895800;3,858758
0,995400;4,009416
1,094900;4,159019
1,194500;4,308812
1,294900;4,459096
1,393700;4,607990

pomiar;18,000000;Uout->No load
-1,393000;0,412902
-1,294700;0,558707
-1,195700;0,706716
-1,095500;0,856628
-0,996200;1,005733
-0,895000;1,156236
-0,797200;1,305676
-0,697200;1,455250
-0,598300;1,604312
-0,497700;1,754506
-0,398400;1,904710
-0,299000;2,054337
-0,199600;2,205037
-0,100200;2,354752
-0,000300;2,507420
0,099900;2,659719
0,199400;2,809267
0,298700;2,958988
0,398100;3,108764
0,498500;3,259706
0,597600;3,410320
0,697100;3,559864
0,796900;3,709419
0,896900;3,859392
0,996300;4,009870
1,096100;4,159980
1,194700;4,308843
1,294000;4,458217
1,394100;4,607936

pomiar;18,000000;Uout->5K
-1,394200;0,412588
-1,294800;0,559033
-1,195100;0,707110
-1,095100;0,856524
-0,996700;1,004866
-0,896200;1,155986
-0,796400;1,305610
-0,697500;1,454314
-0,598200;1,604895
-0,497400;1,753798
-0,398500;1,905343
-0,299700;2,054154
-0,198400;2,205026
-0,100100;2,354729
-0,000600;2,507470
0,099700;2,659539
0,199500;2,809402
0,298700;2,959596
0,398900;3,109662
0,498900;3,259667
0,597800;3,409413
0,696300;3,559195
0,796700;3,709458
0,896000;3,858558
0,996200;4,009317
1,096000;4,158958
1,194800;4,308621
1,294700;4,458340
1,393900;4,607971

